Stock_code,Accuracy,F1_score,K-Fold_accuracy,K-Fold_f1_score
NWS,0.7342995169082126,0.7322379454216761,0.7198067632850241,0.7174629314321493
NWSA,0.7060367454068242,0.7058042060908876,0.7034120734908137,0.7035502338660439
O,0.7373068432671082,0.7377684959499354,0.7527593818984547,0.751072514473739
OKE,0.717439293598234,0.7174363097184075,0.7064017660044151,0.7063944731235193
OMC,0.7571743929359823,0.7552425327769163,0.7483443708609272,0.7499696771219949
ORCL,0.7262693156732892,0.7236894850960494,0.7284768211920529,0.7195923147235007
ORLY,0.7704194260485652,0.7682379632736035,0.7704194260485652,0.7682379632736035
OXY,0.7240618101545254,0.723547242942657,0.7306843267108167,0.7297799024376059
PAYX,0.7947019867549668,0.7896922120229677,0.7969094922737306,0.7901496971596131
PBCT,0.7748344370860927,0.7662839688131537,0.7637969094922737,0.7560035559376721
PCAR,0.7367256637168141,0.7368212049500426,0.7367256637168141,0.7372074101455066
PEG,0.7593818984547461,0.7558189282993034,0.7593818984547461,0.7558189282993034
PEP,0.8079470198675497,0.7938455592455331,0.8079470198675497,0.7938455592455331
PFE,0.7969094922737306,0.7928305074462475,0.7991169977924945,0.7917533900977609
PFG,0.7461368653421634,0.7446117758461678,0.7527593818984547,0.7518084429067611
PG,0.7291666666666666,0.726686507936508,0.7916666666666666,0.7949414715719064
PGR,0.6666666666666666,0.667656153370439,0.6875,0.6944444444444445
PH,0.7218543046357616,0.7224648587996024,0.7152317880794702,0.7152198595460079
PHM,0.7146017699115044,0.711840564913907,0.7101769911504425,0.7037888413960678
PKG,0.7218543046357616,0.721824278053805,0.7019867549668874,0.7018508491347247
PKI,0.7660044150110376,0.7654582164957248,0.7505518763796909,0.749201192409989
PLD,0.7615894039735099,0.7609078415714575,0.7792494481236203,0.7784680327038805
PM,0.7924944812362031,0.7914766601479756,0.7726269315673289,0.7699417634398301
PNC,0.7632743362831859,0.7601881682375332,0.7676991150442478,0.764521893790221
PNR,0.7792494481236203,0.7793142762725841,0.7748344370860927,0.7749727094097955
PNW,0.8145695364238411,0.8117342397451452,0.7924944812362031,0.7878831549873089
PPG,0.7632743362831859,0.7626598411115301,0.7632743362831859,0.7626598411115301
PPL,0.7021276595744681,0.6954546645464641,0.7659574468085106,0.766193853427896
PRGO,0.7262693156732892,0.7265407181313792,0.7130242825607064,0.7133469639054073
PRU,0.75,0.7495423463265811,0.754424778761062,0.7534238360336946
PSA,0.7615894039735099,0.7579208923867721,0.7637969094922737,0.7613018822132438
PSX,0.7514792899408284,0.7510571842364,0.7751479289940828,0.7746815920205056
PVH,0.7433628318584071,0.7427142486307944,0.7300884955752213,0.7256773369152824
PWR,0.7916666666666666,0.7847222222222223,0.7916666666666666,0.7847222222222223
PXD,0.7035398230088495,0.7041613962573886,0.7057522123893806,0.7028014794041127
PYPL,0.7386363636363636,0.738786970151288,0.7329545454545454,0.7331195715112913
QCOM,0.7284768211920529,0.7249924180468122,0.7130242825607064,0.7112023595282082
QRVO,0.7152317880794702,0.7122606177957379,0.717439293598234,0.7099585387478161
RCL,0.7019867549668874,0.7015916678706483,0.717439293598234,0.7171721867009545
RE,0.7858719646799117,0.7819277789113835,0.7858719646799117,0.7819277789113835
REG,0.7389380530973452,0.7401071208574467,0.7300884955752213,0.7296965520804084
REGN,0.6821192052980133,0.6814386960779432,0.6843267108167771,0.683300436608184
RF,0.745575221238938,0.7459712630510759,0.7566371681415929,0.7571078779343717
RHI,0.754424778761062,0.7546440248587637,0.7743362831858407,0.7745516291134799
RHT,0.7240618101545254,0.7243313767321738,0.7086092715231788,0.7089867407351539
RJF,0.7350993377483444,0.7339036538148426,0.7417218543046358,0.7413352157345219
RL,0.7373068432671082,0.7366506770093499,0.7505518763796909,0.7507692583803067
RMD,0.7240618101545254,0.723572890200737,0.7549668874172185,0.754261264564611
ROK,0.7748344370860927,0.7741163978492448,0.7792494481236203,0.7784133684330148
ROL,0.7902869757174393,0.7885254227354633,0.7902869757174393,0.7885254227354633
ROP,0.8123620309050773,0.8094723416471732,0.8013245033112583,0.7993810835814393
ROST,0.7571743929359823,0.7543329556731738,0.7549668874172185,0.7519245164940745
RSG,0.8013245033112583,0.7962486346450934,0.7792494481236203,0.7714808296393161
RTN,0.7083333333333334,0.6872032288698956,0.6458333333333334,0.6286375661375662
SBAC,0.7439293598233996,0.7419631049398306,0.7373068432671082,0.7361746098320876
SBUX,0.7306843267108167,0.730679116240576,0.7306843267108167,0.730679116240576
SCHW,0.7505518763796909,0.7500564096165735,0.7527593818984547,0.7526546325624617
SEE,0.7461368653421634,0.746019923923501,0.717439293598234,0.7175077264115213
SHW,0.7748344370860927,0.7730858653815176,0.7836644591611479,0.7807924866970465
SIVB,0.7130242825607064,0.7133686573498366,0.7218543046357616,0.7212486372934833
SJM,0.7748344370860927,0.7737301104725912,0.7704194260485652,0.7677861072825269
SLB,0.7234513274336283,0.7235528178650981,0.7389380530973452,0.7391949947997415
SLG,0.7924944812362031,0.7919886921399862,0.7615894039735099,0.7617392090855388
SNA,0.7306843267108167,0.7268527216046896,0.739514348785872,0.7353278614513931
SNPS,0.7748344370860927,0.769975525482292,0.7748344370860927,0.769975525482292
SO,0.7836644591611479,0.7709484682598061,0.7836644591611479,0.7709484682598061
SPG,0.7660044150110376,0.7656196542314837,0.7660044150110376,0.7656196542314837
SPGI,0.7439293598233996,0.7426230442729631,0.7483443708609272,0.7483058796359136
SRE,0.82560706401766,0.8202498700716402,0.8123620309050773,0.808634872679725
STI,0.75,0.7502352277447462,0.7411504424778761,0.7413768989034887
STT,0.7483443708609272,0.748583951036854,0.7483443708609272,0.7474284606697186
STX,0.7152317880794702,0.714106422853775,0.7086092715231788,0.7051022312567964
STZ,0.7461368653421634,0.7414279301778749,0.7240618101545254,0.7227452361123
SWK,0.7654867256637168,0.7631710728319653,0.7765486725663717,0.7744970459069309
SWKS,0.717439293598234,0.7155895811445889,0.7041942604856513,0.6994438071305839
SYF,0.6981981981981982,0.6982249732249731,0.7252252252252253,0.724878738905734
SYK,0.7083333333333334,0.6916666666666668,0.6875,0.6641591841538875
SYMC,0.7660044150110376,0.7656165612789197,0.7660044150110376,0.7656165612789197
SYY,0.7969094922737306,0.7849446101143033,0.8233995584988962,0.817221785646901
T,0.75,0.7384856630824373,0.7708333333333334,0.7559333940912888
TAP,0.7108167770419426,0.7109195794228056,0.7108167770419426,0.7109195794228056
TDG,0.7831858407079646,0.7829929324648136,0.7610619469026548,0.761524741936214
TEL,0.7306843267108167,0.729127150100262,0.7262693156732892,0.7242600768538958
TFX,0.7615894039735099,0.7592534173341946,0.7350993377483444,0.7303255857179082
TGT,0.7588495575221239,0.7563900982758348,0.7256637168141593,0.7202654961761853
TIF,0.7389380530973452,0.738953115187917,0.7300884955752213,0.7303895557895972
TJX,0.7411504424778761,0.7373644324594033,0.7522123893805309,0.747141339803744
TMK,0.7708333333333334,0.7738562091503268,0.7708333333333334,0.7738562091503268
TMO,0.754424778761062,0.7513826845671382,0.7699115044247787,0.768788875529313
TPR,0.7300884955752213,0.7290154581796484,0.7168141592920354,0.7161146648783855
TRIP,0.7211267605633803,0.7219524284975817,0.6873239436619718,0.6878034875922201
TROW,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666
TRV,0.7836644591611479,0.7795288146988782,0.7814569536423841,0.7794772176137785
TSCO,0.7130242825607064,0.7108615574274285,0.695364238410596,0.6945180606284459
TSN,0.7367256637168141,0.7360511690272695,0.7190265486725663,0.7191546141189269
TSS,0.7240618101545254,0.7231692296653501,0.7461368653421634,0.7461382951500916
TTWO,0.7306843267108167,0.7304127993903475,0.7461368653421634,0.7469880830647483
TWTR,0.7335907335907336,0.7279051651354396,0.7374517374517374,0.7377183630884689
TXN,0.7417218543046358,0.7410277719437258,0.7284768211920529,0.7264179007582613
TXT,0.6954314720812182,0.6929721953452956,0.6954314720812182,0.6929721953452956
UA,0.723404255319149,0.725266662904227,0.6170212765957447,0.6205284077624503
UAA,0.7240618101545254,0.7240912679066919,0.7019867549668874,0.6990059137013155
UAL,0.6909492273730684,0.6909154782407736,0.7130242825607064,0.7088768479496956
UDR,0.7439293598233996,0.7418346942423717,0.739514348785872,0.7321096701221357
UHS,0.7439293598233996,0.7442294614014052,0.7041942604856513,0.7041911751507356
ULTA,0.7291666666666666,0.7302325581395349,0.7291666666666666,0.7277928334838903
UNH,0.7549668874172185,0.7534759795505155,0.7284768211920529,0.725771330731173
UNM,0.7278761061946902,0.7281372762394824,0.7278761061946902,0.7281372762394824
UNP,0.7660044150110376,0.7644512462531963,0.7615894039735099,0.7595166093315069
UPS,0.7947019867549668,0.789767696986947,0.7902869757174393,0.7832236444174476
URI,0.7196467991169978,0.7165186207456358,0.7152317880794702,0.7054088213198785
USB,0.754424778761062,0.7521531043613703,0.7654867256637168,0.7597666943887005
UTX,0.7615894039735099,0.7591429069234777,0.7615894039735099,0.7591429069234777
V,0.7527593818984547,0.7514712180668167,0.7350993377483444,0.7291740375613098
VAR,0.7615894039735099,0.7595304836033381,0.7505518763796909,0.7483895670861791
VFC,0.7505518763796909,0.7489784193779706,0.7373068432671082,0.7357734591005092
VIAB,0.7708333333333334,0.7739367114367114,0.6666666666666666,0.6618384689036861
VLO,0.7234513274336283,0.7215673820914933,0.7477876106194691,0.746599565120976
VMC,0.6808510638297872,0.6668916652265404,0.7021276595744681,0.6860156392071286
VNO,0.7417218543046358,0.7374794975414131,0.7417218543046358,0.7374794975414131
VRSK,0.7916666666666666,0.7825520833333334,0.8333333333333334,0.8324303405572754
VRSN,0.7152317880794702,0.7131377537972053,0.7152317880794702,0.7131377537972053
VRTX,0.6666666666666666,0.6666832751925976,0.6710816777041942,0.6741972982211314
VTR,0.7505518763796909,0.7500846950634688,0.7439293598233996,0.7432264402575385
VZ,0.7792494481236203,0.7703242953526471,0.7792494481236203,0.7703242953526471
WAB,0.7477876106194691,0.7465446175734308,0.75,0.7495813696176953
WAT,0.717439293598234,0.7142703578731352,0.7130242825607064,0.7071649356713257
WBA,0.7196467991169978,0.7186834270261708,0.6997792494481236,0.6967881456509458
WCG,0.7019867549668874,0.7003472514375157,0.7152317880794702,0.7121818844239077
WDC,0.7152317880794702,0.7131404718617147,0.7262693156732892,0.7212761208504268
WEC,0.7571743929359823,0.7517177173093192,0.7571743929359823,0.7523127282868666
WELL,0.7461368653421634,0.7440185985475042,0.739514348785872,0.7323882240767464
WFC,0.7898230088495575,0.7895129145583762,0.745575221238938,0.7446668428413304
WHR,0.7350993377483444,0.7353651449038807,0.739514348785872,0.740177185096882
WLTW,0.8057395143487859,0.8012118541396052,0.7836644591611479,0.7810948519352969
WM,0.8035320088300221,0.7957132917606895,0.8233995584988962,0.8200840242802384
WMB,0.7593818984547461,0.7598534421466558,0.7328918322295805,0.7331815525577542
WMT,0.7991169977924945,0.7909133017058282,0.7991169977924945,0.7909133017058282
WRK,0.7457627118644068,0.7442480216762163,0.751412429378531,0.7458672532934284
WU,0.7083333333333334,0.7045572916666666,0.7708333333333334,0.7579382499268363
WY,0.739514348785872,0.7383250996243951,0.7218543046357616,0.7212835429981443
WYNN,0.6688741721854304,0.6631012002340236,0.7064017660044151,0.6990156840857137
XEC,0.7916666666666666,0.7925857843137255,0.7291666666666666,0.7339803312629399
XEL,0.7704194260485652,0.7605224691713897,0.7704194260485652,0.7561721236503264
XLNX,0.7549668874172185,0.7541383293862357,0.739514348785872,0.7383863224124548
XOM,0.8181818181818182,0.8062453172481203,0.8321678321678322,0.8118122415851601
XRAY,0.7373068432671082,0.7324857414706978,0.7417218543046358,0.7382220558406236
XRX,0.7064017660044151,0.7060848721393463,0.7108167770419426,0.7105381265330236
XYL,0.7630853994490359,0.761734186415692,0.7382920110192838,0.7366944359257205
YUM,0.7660044150110376,0.7649624980974761,0.7615894039735099,0.7610667394294713
ZBH,0.7549668874172185,0.7542244705343427,0.7439293598233996,0.7419311968278095
ZION,0.7328918322295805,0.7329534459898748,0.7328918322295805,0.7340007298163647
ZTS,0.7449664429530202,0.7384576524657135,0.738255033557047,0.734024719343375
