Stock_code,Accuracy,F1_score,K-Fold_accuracy,K-Fold_f1_score
AMD,0.7571743929359823,0.7565833704915209,0.7284768211920529,0.7188683141910833
AME,0.7505518763796909,0.7466438658029798,0.7328918322295805,0.7253925421294647
AMG,0.7152317880794702,0.7159296382398496,0.7152317880794702,0.7155683852105463
AMGN,0.7373068432671082,0.7362885250997506,0.739514348785872,0.7350608277712254
AMP,0.75,0.750464817734446,0.7323008849557522,0.732016955661848
AMT,0.5957446808510638,0.5723404255319149,0.6382978723404256,0.6377912867274569
AMZN,0.7196467991169978,0.7210678207585222,0.7196467991169978,0.7208935151709843
ANET,0.6899563318777293,0.688747482593885,0.6943231441048034,0.6910021111938712
ANSS,0.7708333333333334,0.7712564715252888,0.7708333333333334,0.7721438172043013
ANTM,0.7367256637168141,0.7363922787364261,0.7477876106194691,0.7474680055738456
AON,0.7615894039735099,0.756984475518435,0.7836644591611479,0.7813282448460357
AOS,0.7130242825607064,0.7127868421894978,0.7130242825607064,0.7130900313709229
APA,0.7328918322295805,0.7344060040520091,0.7218543046357616,0.7226870814848841
APC,0.7527593818984547,0.7542333754924185,0.7461368653421634,0.7464522924915741
APD,0.8189845474613686,0.813324539887305,0.8123620309050773,0.8090850302531464
APH,0.7792494481236203,0.7758639442624143,0.7439293598233996,0.7431916692818289
APTV,0.7262569832402235,0.7258851606402859,0.7318435754189944,0.7316479423741994
ARE,0.8035320088300221,0.803332286349,0.7726269315673289,0.7715184657859795
ARNC,0.6995305164319249,0.698055881219406,0.6901408450704225,0.688693821038832
ATO,0.7726269315673289,0.7682598643257712,0.8101545253863135,0.8059409617973441
ATVI,0.7019867549668874,0.7026426994638915,0.7108167770419426,0.7111376039682458
AVB,0.7902869757174393,0.7902460057083657,0.7726269315673289,0.7696778472805605
AVGO,0.7284768211920529,0.7307831755863101,0.7284768211920529,0.7290142864372459
AVY,0.7704194260485652,0.7689950693910765,0.7571743929359823,0.7529564555015796
AWK,0.8008849557522124,0.7963887852651595,0.8053097345132744,0.7961011473742398
AXP,0.7571743929359823,0.7574969868482655,0.7615894039735099,0.7618338463818242
AZO,0.7446808510638298,0.7332242225859247,0.7021276595744681,0.6847783867765742
BA,0.7588495575221239,0.7586701651292528,0.754424778761062,0.7539718382234136
BAC,0.6769911504424779,0.6765794373019113,0.6969026548672567,0.6972099599297568
BAX,0.7660044150110376,0.7629088242128499,0.7660044150110376,0.7629088242128499
BBT,0.7632743362831859,0.7636270465936875,0.7765486725663717,0.7757271201668832
BBY,0.739514348785872,0.7401747858155365,0.7086092715231788,0.7064119967077688
BDX,0.7902869757174393,0.7870808121745007,0.8013245033112583,0.7993420140953266
BEN,0.7240618101545254,0.7245584663243578,0.6799116997792495,0.6783192827847272
BFB,0.7505518763796909,0.7461195085747249,0.7483443708609272,0.7435398000259708
BHF,0.6986301369863014,0.6893835616438356,0.726027397260274,0.7207368918280586
BHGE,0.7522123893805309,0.7531775523005368,0.7522123893805309,0.7536574766909243
BIIB,0.7439293598233996,0.744258657540518,0.739514348785872,0.7378417433712929
BK,0.7021276595744681,0.6952495443866237,0.7021276595744681,0.6951858073078678
BKNG,0.7196467991169978,0.7193339066903641,0.7108167770419426,0.7108282349662989
BLK,0.7306843267108167,0.7288792814740899,0.7196467991169978,0.7192397411557585
BLL,0.7527593818984547,0.7496036551404455,0.7660044150110376,0.7651608753464345
BMY,0.7446808510638298,0.6925531914893618,0.7446808510638298,0.6664133738601825
BR,0.7704194260485652,0.7690961892172896,0.7704194260485652,0.7681092118982371
BRKB,0.7991169977924945,0.7873542543390615,0.8145695364238411,0.8048371741363468
BSX,0.739514348785872,0.7384062912413152,0.695364238410596,0.6909612982490051
BWA,0.7101769911504425,0.7117517571837889,0.6946902654867256,0.6964946891783288
BXP,0.7345132743362832,0.7345492423567956,0.75,0.749406122648722
C,0.7278761061946902,0.7273076505097589,0.7123893805309734,0.7125321844030261
CAG,0.7814569536423841,0.7755636112334034,0.7704194260485652,0.771083406809655
CAH,0.7218543046357616,0.7205234416851078,0.7041942604856513,0.6967753872049488
CAT,0.7566371681415929,0.7562524250602121,0.745575221238938,0.7456059219250601
CB,0.7726269315673289,0.762169269013422,0.7637969094922737,0.7472028967170109
CBOE,0.7169373549883991,0.7133207096565859,0.7262180974477959,0.72099726787001
CBRE,0.7637969094922737,0.7641324515246947,0.7527593818984547,0.7523800376972193
CBS,0.739514348785872,0.7393117037484414,0.7284768211920529,0.7279305075801429
CCI,0.7748344370860927,0.7689818435596346,0.7660044150110376,0.7598021084165144
CCL,0.7461368653421634,0.7446039942236532,0.7439293598233996,0.7438914744628775
CDNS,0.7086092715231788,0.7076704307057156,0.7130242825607064,0.7099932366668865
CE,0.7190265486725663,0.7191595799766253,0.7035398230088495,0.703032632705124
CELG,0.7350993377483444,0.7355271079565259,0.7262693156732892,0.7266457653998261
CERN,0.7527593818984547,0.7517461627999167,0.7527593818984547,0.7517461627999167
CF,0.7527593818984547,0.7529624707320844,0.7306843267108167,0.7281359024491374
CFG,0.7441860465116279,0.7439621971235638,0.7395348837209302,0.7374807454287619
CHD,0.7748344370860927,0.7690050923112485,0.7726269315673289,0.7712834108419321
CHRW,0.7417218543046358,0.7412527838892186,0.7417218543046358,0.7412527838892186
CHTR,0.7171492204899778,0.7167911903098403,0.7305122494432071,0.7302406904342642
CI,0.7284768211920529,0.7279393154817465,0.7306843267108167,0.729989302899388
CINF,0.7527593818984547,0.7447214284982231,0.7439293598233996,0.7387693319913369
CL,0.7354838709677419,0.7347020307565635,0.7311827956989247,0.7290412642775862
CLX,0.8035320088300221,0.794148749525362,0.7924944812362031,0.7891779978752511
CMA,0.7212389380530974,0.7212781055998565,0.7212389380530974,0.7212781055998565
CMCSA,0.7328918322295805,0.732656330399173,0.7549668874172185,0.7526562898734911
CME,0.7461368653421634,0.7451886110268431,0.7483443708609272,0.7458791614150276
CMG,0.6875,0.6882868089764642,0.7083333333333334,0.7061965811965812
CMI,0.7035398230088495,0.7031848255765349,0.7411504424778761,0.7413664022552057
CMS,0.7924944812362031,0.7896946623089646,0.8233995584988962,0.8209965524610892
CNC,0.6997792494481236,0.6998213401634974,0.6931567328918322,0.6897102866299976
CNP,0.7328918322295805,0.7251512468615722,0.7417218543046358,0.7356977089618977
COF,0.7212389380530974,0.7211993529671084,0.7146017699115044,0.7118397286836007
COG,0.695364238410596,0.6953926105688455,0.7064017660044151,0.7051319760945172
COO,0.7549668874172185,0.7543924144184979,0.7108167770419426,0.7075767333335468
COP,0.7350993377483444,0.7351422044048145,0.7108167770419426,0.7105334448441538
COST,0.7858719646799117,0.7795365726189223,0.7814569536423841,0.7774258566081198
COTY,0.7535714285714286,0.7523581132006772,0.75,0.7491921660447306
CPB,0.7748344370860927,0.7694227983038264,0.7748344370860927,0.7722656259080101
CPRI,0.7252124645892352,0.7226258620057339,0.71671388101983,0.7153993727650126
CPRT,0.7505518763796909,0.7498901254668945,0.7505518763796909,0.7498901254668945
CRM,0.7262693156732892,0.7253650918871288,0.7328918322295805,0.7315225757813278
CSCO,0.7814569536423841,0.7811496054010774,0.7814569536423841,0.7811496054010774
CSX,0.7306843267108167,0.7303422274202825,0.7240618101545254,0.7207167428419686
CTAS,0.7836644591611479,0.778873840376837,0.7947019867549668,0.7891205359441155
CTL,0.7350993377483444,0.7343688641675189,0.7041942604856513,0.701609126702366
CTSH,0.7682119205298014,0.7662624507231801,0.7262693156732892,0.7259588557744222
CTXS,0.739514348785872,0.738869882738743,0.739514348785872,0.7392872598418831
CVS,0.7483443708609272,0.7482071538193916,0.7726269315673289,0.7706102130331175
CVX,0.7064017660044151,0.7034772988743002,0.7571743929359823,0.7531057954791255
CXO,0.7196467991169978,0.7212693395345349,0.7306843267108167,0.7284435955772778
D,0.7991169977924945,0.7925482846780155,0.8013245033112583,0.7956053129493292
DAL,0.75,0.7479205814323755,0.7190265486725663,0.7173565837302031
DE,0.7064017660044151,0.7063612317452987,0.6865342163355408,0.6859198145807357
DFS,0.739514348785872,0.7387360005604727,0.7373068432671082,0.736211173695502
DG,0.7013274336283186,0.6990218302441608,0.6902654867256637,0.6871575115089134
DGX,0.7262693156732892,0.7208485936764407,0.7549668874172185,0.7529111659669299
DHI,0.7035398230088495,0.704401635415844,0.7057522123893806,0.7039892439488771
DHR,0.7708333333333334,0.763584807305148,0.75,0.7445841239721694
DIS,0.7880794701986755,0.7845345985330228,0.7880794701986755,0.7845345985330228
DISCA,0.7130242825607064,0.7125642788317158,0.7086092715231788,0.7066744212842305
DISCK,0.7610619469026548,0.7609806545885763,0.7588495575221239,0.7583841150877444
DISH,0.739514348785872,0.7393555850994069,0.7350993377483444,0.7350562644699296
DLR,0.7108167770419426,0.7104768426177684,0.7108167770419426,0.7104768426177684
DLTR,0.7704194260485652,0.769433176881306,0.7682119205298014,0.76412204252039
DOV,0.7218543046357616,0.7202687122696748,0.7373068432671082,0.7369601688782306
DRE,0.7411504424778761,0.7406848635258321,0.754424778761062,0.7542017254967988
DRI,0.7461368653421634,0.7436566732074797,0.7439293598233996,0.7413915691752826
DTE,0.6666666666666666,0.6592592592592593,0.6041666666666666,0.6092138364779873
DUK,0.8079470198675497,0.7981107131518521,0.7902869757174393,0.7759024374834467
DVA,0.7483443708609272,0.7465771836151998,0.7571743929359823,0.7561257119036533
DVN,0.7306843267108167,0.7296921347517542,0.7218543046357616,0.7180992272335008
DWDP,0.7483443708609272,0.7474831362898906,0.7615894039735099,0.7601039370680647
DXC,0.7306843267108167,0.730783258339273,0.7549668874172185,0.7550312338012207
EA,0.7505518763796909,0.7511439790442593,0.7417218543046358,0.7419448211568735
EBAY,0.7417218543046358,0.7420413047563155,0.7328918322295805,0.7331603025453943
ECL,0.7704194260485652,0.7661079339454182,0.7704194260485652,0.7661079339454182
ED,0.7902869757174393,0.7852018764156159,0.7836644591611479,0.7701435718743216
EFX,0.7549668874172185,0.7529733646986679,0.7770419426048565,0.7752817783058429
EIX,0.7991169977924945,0.7933810102001699,0.7991169977924945,0.7933810102001699
EL,0.7262693156732892,0.718238250036062,0.7262693156732892,0.7188282798959302
EMN,0.7240618101545254,0.7240713856083557,0.7262693156732892,0.7262167301176068
EMR,0.7433628318584071,0.742937873254838,0.7588495575221239,0.7569894022275356
EOG,0.7130242825607064,0.7137206624567771,0.7152317880794702,0.7162013459744896
EQIX,0.7262693156732892,0.7259787312533352,0.7527593818984547,0.7524290162946222
EQR,0.7858719646799117,0.7847844955780838,0.7902869757174393,0.7884677780205498
ES,0.7748344370860927,0.7660568224889092,0.7748344370860927,0.7660568224889092
ESS,0.7411504424778761,0.7384732481928264,0.7367256637168141,0.7367440342456247
ETFC,0.7130242825607064,0.7106193447511306,0.7130242825607064,0.7092556708562497
ETN,0.75,0.750400641025641,0.7916666666666666,0.7911992521367521
ETR,0.7902869757174393,0.7859279446818793,0.8167770419426048,0.812304434578758
EVRG,0.8013245033112583,0.7914127386908235,0.7880794701986755,0.7821441959265275
EW,0.7190265486725663,0.7200437326513597,0.7477876106194691,0.7473122076982851
EXC,0.7660044150110376,0.7643202125075309,0.7571743929359823,0.7519156586899232
EXPD,0.7593818984547461,0.7563933662838161,0.7461368653421634,0.746104004378199
EXPE,0.7262693156732892,0.7265485826206511,0.7196467991169978,0.7201535569513682
EXR,0.7637969094922737,0.7634492965968399,0.7637969094922737,0.7634492965968399
F,0.7743362831858407,0.7744343755343723,0.7588495575221239,0.7590451596115317
FANG,0.7092651757188498,0.7096663088385708,0.6964856230031949,0.6936829499648591
FAST,0.7566371681415929,0.7565709104863355,0.7588495575221239,0.7589278909260279
FB,0.6666666666666666,0.6610449735449735,0.7291666666666666,0.7244247751347143
FBHS,0.7547683923705722,0.7547356555923537,0.7547683923705722,0.7547356555923537
FCX,0.7571743929359823,0.7543853622272825,0.7505518763796909,0.7418622056673363
FDX,0.7306843267108167,0.7292831442311102,0.7637969094922737,0.7613836539683762
FE,0.7461368653421634,0.7453853519178536,0.7483443708609272,0.7472847727483568
FFIV,0.7041942604856513,0.7048268091805838,0.6843267108167771,0.6846869688674556
FIS,0.7615894039735099,0.7582647585088459,0.7615894039735099,0.7582647585088459
FISV,0.7660044150110376,0.7628904604393215,0.7593818984547461,0.7540751250780797
FITB,0.7654867256637168,0.7656661351855841,0.7610619469026548,0.7601577444930293
FL,0.695364238410596,0.6953617456790655,0.6909492273730684,0.6899590299129155
FLIR,0.7300884955752213,0.7299700501027131,0.7566371681415929,0.7567715258857457
FLR,0.7571743929359823,0.7555782287959354,0.7549668874172185,0.7550366756545186
FLS,0.745575221238938,0.7468055099184303,0.7035398230088495,0.7047856648532786
FLT,0.7351485148514851,0.7350413757689881,0.7178217821782178,0.7176838945933217
FMC,0.7350993377483444,0.7349370080495908,0.7527593818984547,0.7528266280883511
FOX,0.851063829787234,0.8480158836629015,0.8085106382978723,0.804515331198275
FOXA,0.7373068432671082,0.7356290345883534,0.7240618101545254,0.7216659952329266
FRC,0.7438423645320197,0.7427294533251322,0.7339901477832512,0.7326182073943103
FRT,0.7858719646799117,0.7854368746448661,0.7947019867549668,0.7906431511386658
FTI,0.7086092715231788,0.7078488587933185,0.7086092715231788,0.7071779149442132
FTNT,0.6902654867256637,0.6883046674966165,0.7234513274336283,0.720867221327059
FTV,0.7659574468085106,0.7644328886943862,0.7872340425531915,0.7871301275556595
GD,0.7637969094922737,0.7615416254273819,0.7571743929359823,0.7482629087352316
GE,0.7461368653421634,0.7446481030848061,0.7284768211920529,0.7243687091146375
GILD,0.7880794701986755,0.787872598412329,0.7880794701986755,0.787872598412329
GIS,0.7902869757174393,0.7825529641002087,0.8035320088300221,0.7945736202466304
GLW,0.7350993377483444,0.7350878735105607,0.7373068432671082,0.7356225976609723
GM,0.7524509803921569,0.7522227334442408,0.7524509803921569,0.7522227334442408
GOOG,0.7166666666666667,0.714891315421448,0.7333333333333333,0.7277089497500479
GOOGL,0.7549668874172185,0.7552737463403941,0.7152317880794702,0.7150138450004626
GPC,0.7306843267108167,0.7259893988511941,0.7196467991169978,0.7149769273304063
GPN,0.7240618101545254,0.7240821336703975,0.7240618101545254,0.7240821336703975
GPS,0.7041942604856513,0.7055546733597728,0.7152317880794702,0.7160830765016524
GRMN,0.7152317880794702,0.7130479782614885,0.7064017660044151,0.7037554033907134
GS,0.7240618101545254,0.7226037693673696,0.7218543046357616,0.7211365564448381
GWW,0.7190265486725663,0.7160981395877896,0.7411504424778761,0.7390005638571356
HAL,0.6875,0.6719782410571885,0.6458333333333334,0.6401515151515152
HAS,0.7350993377483444,0.733606937097425,0.7306843267108167,0.7290287102245256
HBAN,0.7417218543046358,0.7418782869721565,0.7417218543046358,0.7417169243041861
HBI,0.6931567328918322,0.6932030207174202,0.7284768211920529,0.7278140658510928
HCA,0.7353689567430025,0.7355512347286417,0.7633587786259542,0.7630059254778143
HCP,0.7682119205298014,0.7673420255951959,0.7571743929359823,0.7560428951309864
HD,0.7770419426048565,0.7737319116306809,0.7814569536423841,0.7751582199524183
HES,0.7190265486725663,0.7208289075296289,0.7433628318584071,0.7446583901802737
HFC,0.7130242825607064,0.7040132767406276,0.7373068432671082,0.7292720754808321
HIG,0.75,0.7511188565626253,0.75,0.7511188565626253
HII,0.7493606138107417,0.7493716171376124,0.7468030690537084,0.7457724917154535
HLT,0.7204724409448819,0.7199746583401212,0.7125984251968503,0.7125109021104037
HOG,0.717439293598234,0.7178000621484963,0.6931567328918322,0.6936370680071613
HOLX,0.6458333333333334,0.6392250303419719,0.6458333333333334,0.6419191919191919
HON,0.7920353982300885,0.7871468916654895,0.7809734513274337,0.7715489230136793
HP,0.7367256637168141,0.7318656002448484,0.7411504424778761,0.7381472853112477
HPE,0.7950310559006211,0.7947778374410769,0.7577639751552795,0.7587890176159799
HPQ,0.7483443708609272,0.7490612246397476,0.7836644591611479,0.7840919218078136
HRB,0.7262693156732892,0.7283773036204216,0.7041942604856513,0.7055032204435948
HRL,0.7924944812362031,0.78612701301915,0.7571743929359823,0.7575994582453247
HRS,0.7350993377483444,0.7305944498995498,0.7350993377483444,0.7305944498995498
HSIC,0.7527593818984547,0.7506400521462897,0.7527593818984547,0.7469189109235858
HST,0.7411504424778761,0.7412089654733572,0.7522123893805309,0.752021919592063
HSY,0.7924944812362031,0.7879733265627094,0.7682119205298014,0.7608592860634356
HUM,0.7218543046357616,0.7211432394615845,0.7218543046357616,0.7211432394615845
IBM,0.7814569536423841,0.7783379473539361,0.7704194260485652,0.7647746060905154
ICE,0.7527593818984547,0.7504684434559481,0.7328918322295805,0.7300943395337575
IDXX,0.7593818984547461,0.7593844392118563,0.7328918322295805,0.7329101747399309
IFF,0.7704194260485652,0.7664196649040581,0.7417218543046358,0.740710270463092
ILMN,0.7350993377483444,0.7353881924383495,0.7240618101545254,0.7224399323451586
INCY,0.7041942604856513,0.700907385273534,0.7041942604856513,0.6937715027627966
INFO,0.75,0.7321005531048861,0.7807017543859649,0.7764374704878138
INTC,0.7814569536423841,0.7812908711224789,0.7461368653421634,0.744701200772649
INTU,0.7748344370860927,0.7736299205117776,0.7726269315673289,0.7727828217755457
IP,0.7152317880794702,0.715123127121203,0.7328918322295805,0.7330243850136194
IPG,0.7704194260485652,0.7700703027767661,0.7505518763796909,0.7502792796135911
IPGP,0.6887417218543046,0.6880343190707414,0.6975717439293598,0.6937077722325196
IQV,0.7394366197183099,0.7379859123157625,0.7323943661971831,0.7321961621715203
IR,0.7130242825607064,0.712993906078578,0.7527593818984547,0.7527629791272618
IRM,0.6875,0.6862745098039215,0.6666666666666666,0.6666666666666666
ISRG,0.7439293598233996,0.7434919000525367,0.7571743929359823,0.7559625140209195
IT,0.7367256637168141,0.7360046861817382,0.7367256637168141,0.7360046861817382
ITW,0.7704194260485652,0.7701881477613896,0.7704194260485652,0.7701881477613896
IVZ,0.7350993377483444,0.7348593620837282,0.7262693156732892,0.7257999670607345
JBHT,0.7306843267108167,0.7299814169992329,0.7328918322295805,0.7325207559390154
JCI,0.7632743362831859,0.7618040006651747,0.745575221238938,0.7440871831617513
JEC,0.723404255319149,0.7090216290031276,0.8936170212765957,0.8928761900329106
JEF,0.7549668874172185,0.7552198296626565,0.7483443708609272,0.7484754158019203
JKHY,0.6875,0.6858164983164984,0.7291666666666666,0.7301767676767678
JNJ,0.8454746136865342,0.83939623192854,0.8410596026490066,0.8346991229013504
JNPR,0.7527593818984547,0.752085895460761,0.7417218543046358,0.7415136134885697
JPM,0.7632743362831859,0.7619820074366461,0.7699115044247787,0.7683912326509932
JWN,0.7041942604856513,0.7040635865241038,0.6975717439293598,0.6972951593335714
K,0.7920353982300885,0.7861436008728596,0.7676991150442478,0.7695311431088928
KEY,0.7461368653421634,0.746202320723626,0.7130242825607064,0.7130854459938117
KEYS,0.7708333333333334,0.7647342995169081,0.75,0.7481570512820513
KHC,0.7494145199063232,0.7463781806035594,0.7400468384074942,0.7404311303608727
KIM,0.7196467991169978,0.7191938146395811,0.7439293598233996,0.7438592624295522
KLAC,0.7196467991169978,0.7199207669425177,0.7130242825607064,0.7135217499935802
KMB,0.7836644591611479,0.7748727744351467,0.7858719646799117,0.7848651199952034
KMI,0.7682619647355163,0.7676110169224074,0.7632241813602015,0.7632482785168418
KMX,0.7284768211920529,0.7288463686542682,0.717439293598234,0.7178130181071942
KO,0.7969094922737306,0.7876559172131414,0.7969094922737306,0.7876559172131414
KR,0.7218543046357616,0.7224003315743245,0.7218543046357616,0.7224003315743245
KSS,0.7284768211920529,0.7291540023819798,0.739514348785872,0.7382003165667624
KSU,0.7196467991169978,0.720090543574455,0.7240618101545254,0.7247813313190186
L,0.8097345132743363,0.8067787912772826,0.7765486725663717,0.7726561818240925
LB,0.7086092715231788,0.7085984782594421,0.6909492273730684,0.6898278631943336
LEG,0.8189845474613686,0.8183018387840049,0.7704194260485652,0.7685783837574773
LEN,0.7035398230088495,0.7019156697940179,0.665929203539823,0.6646173967620053
LH,0.7660044150110376,0.7596842978758731,0.7593818984547461,0.7542388622258065
LIN,0.7787610619469026,0.7643733942335141,0.831858407079646,0.8242457763475461
LKQ,0.7328918322295805,0.7328196454931385,0.7328918322295805,0.7328196454931385
LLL,0.7660044150110376,0.7620685995816195,0.7615894039735099,0.7568509858039648
LLY,0.7748344370860927,0.7719861706200597,0.7748344370860927,0.7719861706200597
LMT,0.7021276595744681,0.6996135974565908,0.7659574468085106,0.7640337458860613
LNC,0.7256637168141593,0.7252738212547725,0.7323008849557522,0.7325068297010139
LNT,0.7676991150442478,0.764372437774029,0.7787610619469026,0.7739795303491537
LOW,0.75,0.74765625,0.75,0.7498719918074758
LRCX,0.7439293598233996,0.7439130650504289,0.7373068432671082,0.7379679453513467
LUV,0.7218543046357616,0.7225563006389473,0.7306843267108167,0.7312315004529308
LW,0.7614678899082569,0.7584690228136037,0.7706422018348624,0.7711751226121516
LYB,0.7093821510297483,0.709897564343544,0.7048054919908466,0.7054902720378562
M,0.7505518763796909,0.7514937144736987,0.7373068432671082,0.7354983377453996
MA,0.7770419426048565,0.7764576743508708,0.7880794701986755,0.7876692495374964
MAA,0.7417218543046358,0.7400421722091126,0.7262693156732892,0.7256766705290356
MAC,0.7593818984547461,0.7593937605147277,0.7417218543046358,0.741015847531521
MAR,0.7566371681415929,0.7560915172304169,0.7632743362831859,0.7620711103666828
MAS,0.7256637168141593,0.7264684357072012,0.7433628318584071,0.7448516034615681
MAT,0.574468085106383,0.5678650036683786,0.6382978723404256,0.6358982562789953
MCD,0.8079470198675497,0.8012724451986809,0.7880794701986755,0.7862085892653287
MCHP,0.7770419426048565,0.7770386335133466,0.7615894039735099,0.7615937569441504
MCK,0.7770419426048565,0.7766415642761713,0.7770419426048565,0.7769693524602256
MCO,0.7483443708609272,0.7476569760369347,0.7549668874172185,0.7546157837949264
MDLZ,0.7880794701986755,0.784528180092634,0.7748344370860927,0.7718129998869184
MDT,0.7588495575221239,0.7554035369472163,0.7610619469026548,0.756107843147899
MET,0.6991150442477876,0.6982642434489028,0.6969026548672567,0.6956727480563715
MGM,0.7439293598233996,0.7446387240286404,0.7262693156732892,0.7248220188748484
MHK,0.625,0.6123715888321674,0.6666666666666666,0.6644705378942335
MKC,0.8013245033112583,0.7943500804075062,0.7836644591611479,0.7787659952434061
MLM,0.7262693156732892,0.726710816777042,0.7019867549668874,0.7022977717299429
MMC,0.8366445916114791,0.8298272702146913,0.8366445916114791,0.8298272702146913
MMM,0.7770419426048565,0.7728443011270397,0.7836644591611479,0.7819980758781174
MNST,0.7130242825607064,0.7129773054736239,0.7284768211920529,0.728176509045901
MO,0.7549668874172185,0.7443218463165667,0.7593818984547461,0.7401047933519628
MOS,0.7446808510638298,0.7441838449340874,0.7659574468085106,0.7610157858613589
MPC,0.7002652519893899,0.6976997375867053,0.726790450928382,0.7245389278829445
MRK,0.7345132743362832,0.7277646968756734,0.7522123893805309,0.7476854367169828
MRO,0.7240618101545254,0.7239477194546846,0.7461368653421634,0.7455400553798054
MS,0.7256637168141593,0.7267601002733964,0.7234513274336283,0.7240549889686694
MSCI,0.7417218543046358,0.7399761638875564,0.739514348785872,0.7374974511590521
MSFT,0.7086092715231788,0.7073757338658001,0.6909492273730684,0.6877026097206808
MSI,0.7262693156732892,0.7208789571099906,0.7262693156732892,0.7208789571099906
MTB,0.7853982300884956,0.7816547249002488,0.7853982300884956,0.7816547249002488
MTD,0.7306843267108167,0.7306886566924901,0.7196467991169978,0.7189968171079428
MU,0.7483443708609272,0.7389139337243192,0.7417218543046358,0.7281352130501909
MXIM,0.7660044150110376,0.7660219147593897,0.7284768211920529,0.728521628464678
MYL,0.7291666666666666,0.7271074026529739,0.6041666666666666,0.5720486111111112
NBL,0.7130242825607064,0.7139435862202492,0.7130242825607064,0.7114969806274534
NCLH,0.7366666666666667,0.7375731010062763,0.75,0.7498510951492718
NDAQ,0.7858719646799117,0.7842182704214267,0.7682119205298014,0.7683282442569087
NEE,0.7836644591611479,0.7773292761458033,0.7836644591611479,0.7773292761458033
NEM,0.6595744680851063,0.6520524392864819,0.723404255319149,0.7240078466877924
NFLX,0.7086092715231788,0.7072307392245347,0.7373068432671082,0.7332926268479976
NI,0.723404255319149,0.7261072868863858,0.7446808510638298,0.7442716857610474
NKE,0.7527593818984547,0.7478496482073849,0.7505518763796909,0.7463268992124243
NKTR,0.6666666666666666,0.6547243265993266,0.7291666666666666,0.717241895976652
NLSN,0.7218045112781954,0.7195215821588063,0.7293233082706767,0.7279035774367425
NOC,0.7566371681415929,0.7546998790323566,0.7765486725663717,0.7733812469296444
NOV,0.7130242825607064,0.7137420211122251,0.7284768211920529,0.7297248090469047
NRG,0.7234513274336283,0.7245853468973047,0.7190265486725663,0.7208187452521578
NSC,0.6975717439293598,0.6949601175677624,0.717439293598234,0.7153878169788511
NTAP,0.7218543046357616,0.7226446441839386,0.6821192052980133,0.6824997574320494
NTRS,0.7615894039735099,0.7585790716730706,0.7549668874172185,0.7490701724737024
NUE,0.7637969094922737,0.7641620005564257,0.7593818984547461,0.7581038859034716
NVDA,0.7439293598233996,0.7454182717851048,0.7328918322295805,0.7310578587098532
NWL,0.7571743929359823,0.7568318006516641,0.7571743929359823,0.7554201901844774
