time,Real Lower Band,Real Middle Band,Real Upper Band
2010-01-21,1048.2787,1104.6070,1160.9353
2010-01-20,1047.3914,1103.9923,1160.5932
2010-01-19,1047.2732,1103.2402,1159.2072
2010-01-15,1047.2146,1102.0930,1156.9714
2010-01-14,1047.1151,1101.3435,1155.5719
2010-01-13,1047.6742,1100.5010,1153.3278
2010-01-12,1047.9415,1099.5343,1151.1271
2010-01-11,1048.1689,1098.8733,1149.5777
2010-01-08,1048.8001,1097.9573,1147.1145
2010-01-07,1048.7589,1096.7608,1144.7628
2010-01-06,1048.8391,1095.6692,1142.4993
2010-01-05,1048.6121,1094.5750,1140.5379
2010-01-04,1048.1569,1093.3910,1138.6251
2009-12-31,1047.1813,1092.1342,1137.0871
2009-12-30,1045.5771,1091.1278,1136.6786
2009-12-29,1043.2756,1089.6952,1136.1147
2009-12-28,1039.7230,1088.0120,1136.3010
2009-12-24,1036.9708,1086.3798,1135.7889
2009-12-23,1036.3771,1085.2232,1134.0692
2009-12-22,1035.8609,1084.2235,1132.5861
2009-12-21,1035.4573,1083.3062,1131.1550
2009-12-18,1033.9566,1082.1450,1130.3334
2009-12-17,1032.7325,1081.2835,1129.8345
2009-12-16,1032.0242,1080.6967,1129.3691
2009-12-15,1031.9174,1080.0713,1128.2252
2009-12-14,1031.5923,1079.3502,1127.1080
2009-12-11,1031.6178,1078.5867,1125.5555
2009-12-10,1031.3855,1077.9047,1124.4239
2009-12-09,1031.2090,1077.3448,1123.4807
2009-12-08,1030.3186,1076.6228,1122.9270
2009-12-07,1029.2647,1075.9128,1122.5609
2009-12-04,1028.0474,1074.9042,1121.7610
2009-12-03,1027.0758,1073.8735,1120.6712
2009-12-02,1025.3381,1072.7643,1120.1905
2009-12-01,1023.3840,1071.3668,1119.3497
2009-11-30,1020.8303,1069.8258,1118.8214
2009-11-27,1016.8830,1068.2860,1119.6890
2009-11-25,1012.3002,1066.6737,1121.0472
2009-11-24,1008.8720,1064.7972,1120.7223
2009-11-23,1007.3583,1063.3800,1119.4017
2009-11-20,1006.5177,1062.0915,1117.6653
2009-11-19,1005.4815,1061.0848,1116.6882
2009-11-18,1004.4471,1059.9718,1115.4965
2009-11-17,1004.0358,1058.6085,1113.1812
2009-11-16,1003.6731,1057.1960,1110.7189
2009-11-13,1003.4613,1055.8098,1108.1583
2009-11-12,1001.5168,1054.3747,1107.2325
2009-11-11,998.6732,1052.8617,1107.0502
2009-11-10,995.8161,1051.0477,1106.2792
2009-11-09,992.0811,1049.1597,1106.2382
2009-11-06,990.6153,1047.6765,1104.7377
2009-11-05,989.2648,1046.7337,1104.2025
2009-11-04,987.5494,1045.7200,1103.8906
2009-11-03,985.2129,1044.8508,1104.4887
2009-11-02,983.7968,1044.2123,1104.6279
2009-10-30,982.6428,1043.6723,1104.7019
2009-10-29,980.8602,1043.0205,1105.1808
2009-10-28,979.2570,1041.9640,1104.6710
2009-10-27,977.9558,1041.3477,1104.7396
2009-10-26,976.4448,1040.3347,1104.2245
2009-10-23,974.0955,1039.0102,1103.9248
2009-10-22,972.0671,1037.4627,1102.8582
2009-10-21,969.8108,1035.5000,1101.1891
2009-10-20,967.6881,1033.8037,1099.9193
2009-10-19,966.2835,1031.9890,1097.6945
2009-10-16,965.2255,1030.0115,1094.7975
2009-10-15,963.7025,1028.1550,1092.6075
2009-10-14,961.0846,1025.7802,1090.4758
2009-10-13,958.6051,1023.4895,1088.3739
2009-10-12,955.2901,1021.4552,1087.6202
2009-10-09,951.3993,1019.1917,1086.9840
2009-10-08,947.6960,1017.0125,1086.3290
2009-10-07,943.3659,1014.7992,1086.2324
2009-10-06,936.4639,1012.2702,1088.0764
2009-10-05,929.5537,1009.7090,1089.8643
2009-10-02,920.5931,1007.0202,1093.4472
2009-10-01,912.6897,1004.6447,1096.5996
2009-09-30,905.0248,1002.1398,1099.2549
2009-09-29,898.3418,999.2057,1100.0695
2009-09-28,893.7156,996.5075,1099.2994
2009-09-25,889.2872,993.7315,1098.1758
2009-09-24,886.5867,991.7140,1096.8413
2009-09-23,883.9325,989.5230,1095.1135
2009-09-22,882.1822,987.2957,1092.4091
2009-09-21,880.5370,984.7497,1088.9624
2009-09-18,878.9570,982.3430,1085.7290
2009-09-17,876.5647,979.5537,1082.5427
2009-09-16,873.9635,976.7138,1079.4642
2009-09-15,871.6811,973.7852,1075.8893
2009-09-14,870.7202,971.5952,1072.4702
2009-09-11,869.6997,969.4123,1069.1250
2009-09-10,868.2442,967.2120,1066.1798
2009-09-09,867.1106,965.0092,1062.9077
2009-09-08,866.3681,963.1817,1059.9953
2009-09-04,866.3261,961.8620,1057.3979
2009-09-03,866.1062,960.6702,1055.2341
2009-09-02,865.5390,959.6020,1053.6650
2009-09-01,865.0171,958.7300,1052.4429
2009-08-31,864.4702,957.7483,1051.0265
2009-08-28,864.4775,956.4062,1048.3348
2009-08-27,864.9379,954.9650,1044.9921
2009-08-26,865.3078,953.3113,1041.3149
2009-08-25,866.0805,951.9217,1037.7628
2009-08-24,866.9549,950.5028,1034.0508
2009-08-21,867.1350,948.7290,1030.3230
2009-08-20,866.9948,946.7407,1026.4865
2009-08-19,865.5138,944.8355,1024.1572
2009-08-18,864.7528,943.4000,1022.0472
2009-08-17,862.6761,941.6888,1020.7016
2009-08-14,860.6226,940.1655,1019.7084
2009-08-13,860.1740,938.4885,1016.8030
2009-08-12,860.4890,936.7452,1013.0013
2009-08-11,860.7428,935.1435,1009.5442
2009-08-10,859.3258,933.2857,1007.2455
2009-08-07,859.2728,931.3852,1003.4976
2009-08-06,859.1650,929.2758,999.3867
2009-08-05,859.7567,927.7970,995.8373
2009-08-04,860.9052,926.2390,991.5728
2009-08-03,862.9798,924.9653,986.9508
2009-07-31,864.6362,923.3780,982.1198
2009-07-30,865.9204,922.2455,978.5706
2009-07-29,866.9171,920.8630,974.8089
2009-07-28,867.5685,919.7312,971.8938
2009-07-27,867.1470,918.0295,968.9120
2009-07-24,866.8335,916.2067,965.5798
2009-07-23,866.6859,914.4463,962.2068
2009-07-22,865.0555,912.4275,959.7995
2009-07-21,862.6601,910.8182,958.9763
2009-07-20,861.2271,909.3457,957.4642
2009-07-17,858.6217,907.6922,956.7626
2009-07-16,855.0828,906.0783,957.0738
2009-07-15,852.4102,904.5673,956.7245
2009-07-14,848.0888,902.8958,957.7028
2009-07-13,846.8330,902.2918,957.7506
2009-07-10,845.4343,901.6960,957.9577
2009-07-09,843.8439,901.2448,958.6458
2009-07-08,841.3304,900.5585,959.7866
2009-07-07,840.2552,900.2113,960.1674
2009-07-06,839.0041,899.8035,960.6029
2009-07-02,834.8443,898.5775,962.3107
2009-07-01,830.0440,897.2297,964.4154
2009-06-30,827.1060,895.7655,964.4250
2009-06-29,824.7734,894.4852,964.1969
2009-06-26,822.0891,892.9377,963.7862
2009-06-25,817.5990,891.1407,964.6823
2009-06-24,812.1908,889.1008,966.0109
2009-06-23,806.0978,887.2107,968.3236
2009-06-22,802.7840,885.8913,968.9986
2009-06-19,800.7047,884.8883,969.0719
2009-06-18,797.5295,883.0992,968.6689
2009-06-17,793.9341,881.2283,968.5226
2009-06-16,791.5584,879.7652,967.9720
2009-06-15,785.1078,877.3747,969.6415
2009-06-12,780.5530,875.0467,969.5404
2009-06-11,777.6476,872.5157,967.3837
2009-06-10,773.7472,869.7362,965.7251
2009-06-09,767.9104,866.6485,965.3866
2009-06-08,762.8724,863.5505,964.2286
2009-06-05,757.6285,860.4105,963.1925
2009-06-04,750.1032,856.7650,963.4268
2009-06-03,743.1132,853.0507,962.9882
2009-06-02,731.8431,848.7968,965.7505
2009-06-01,722.7331,844.4408,966.1486
2009-05-29,714.2497,840.1022,965.9546
2009-05-28,708.3900,836.6643,964.9386
2009-05-27,701.2857,833.1560,965.0262
2009-05-26,694.7596,829.9520,965.1444
2009-05-22,691.3402,827.0313,962.7224
2009-05-21,688.7092,824.7952,960.8811
2009-05-20,686.8244,822.7380,958.6516
2009-05-19,685.7210,820.5658,955.4106
2009-05-18,683.5081,817.8192,952.1303
2009-05-15,682.8002,815.4915,948.1828
2009-05-14,681.9210,813.7592,945.5974
2009-05-13,681.6593,812.0150,942.3707
2009-05-12,681.3129,810.4358,939.5588
2009-05-11,682.4119,809.0773,935.7428
2009-05-08,683.6873,807.8432,931.9990
2009-05-07,685.9731,806.2517,926.5302
2009-05-06,687.4113,804.9145,922.4176
2009-05-05,689.1527,804.0872,919.0216
2009-05-04,690.2611,803.5005,916.7399
2009-05-01,691.9283,802.4773,913.0263
2009-04-30,692.6244,801.7225,910.8206
2009-04-29,693.1952,801.1508,909.1064
2009-04-28,693.8541,800.3475,906.8409
2009-04-27,694.1095,799.8595,905.6095
2009-04-24,694.3062,799.6533,905.0004
2009-04-23,694.0874,799.7843,905.4812
2009-04-22,694.1764,799.6808,905.1853
2009-04-21,694.2385,799.5645,904.8905
2009-04-20,694.4148,799.2623,904.1098
2009-04-17,694.4289,799.1808,903.9327
2009-04-16,694.9909,798.6915,902.3921
2009-04-15,695.4314,797.6902,899.9489
2009-04-14,695.4666,797.6578,899.8490
2009-04-13,695.4383,797.6952,899.9520
2009-04-09,695.7292,797.4267,899.1241
2009-04-08,695.3201,797.6805,900.0409
2009-04-07,694.6235,798.4322,902.2409
2009-04-06,693.3127,799.6788,906.0449
2009-04-03,691.2368,800.9163,910.5958
2009-04-02,689.4908,801.9855,914.4802
2009-04-01,686.4051,803.6575,920.9099
2009-03-31,684.1432,805.5970,927.0508
2009-03-30,682.1751,807.8292,933.4832
2009-03-27,681.8766,809.7578,937.6390
2009-03-26,681.4614,811.0028,940.5442
2009-03-25,681.3235,811.6122,941.9009
2009-03-24,681.3671,812.5942,943.8212
2009-03-23,681.6460,813.6280,945.6100
2009-03-20,681.7270,814.2987,946.8703
2009-03-19,683.1900,816.0168,948.8437
2009-03-18,683.9300,817.7475,951.5649
2009-03-17,684.4837,819.2630,954.0423
2009-03-16,685.2859,821.3680,957.4501
2009-03-13,687.0974,824.0228,960.9482
2009-03-12,689.6422,825.8898,962.1374
2009-03-11,692.5344,828.0397,963.5449
2009-03-10,697.4771,830.5768,963.6766
2009-03-09,702.5253,833.5708,964.6164
2009-03-06,711.8819,837.1065,962.3311
2009-03-05,720.8778,840.8785,960.8792
2009-03-04,731.0998,844.1038,957.1079
2009-03-03,738.5953,846.3097,954.0240
2009-03-02,748.6741,849.2165,949.7589
2009-02-27,758.8587,851.6830,944.5073
2009-02-26,764.7929,853.0350,941.2771
2009-02-25,770.4613,855.4252,940.3891
2009-02-24,775.4645,857.4715,939.4785
2009-02-23,779.8621,858.8757,937.8892
2009-02-20,787.5855,860.6837,933.7819
2009-02-19,790.1906,861.1833,932.1761
2009-02-18,787.4163,860.7417,934.0670
2009-02-17,788.7733,861.0443,933.3154
2009-02-13,792.3996,862.2102,932.0208
2009-02-12,793.3393,862.6087,931.8780
2009-02-11,794.2936,863.2437,932.1937
2009-02-10,794.9424,864.5362,934.1300
2009-02-09,795.9664,864.9552,933.9439
2009-02-06,795.9131,865.4395,934.9659
2009-02-05,795.4087,866.2830,937.1573
2009-02-04,795.1320,867.7020,940.2720
2009-02-03,796.3263,868.9128,941.4994
2009-02-02,795.5743,870.8172,946.0600
2009-01-30,791.9573,873.8223,955.6873
2009-01-29,791.9197,876.1627,960.4056
2009-01-28,791.1181,878.2228,965.3276
2009-01-27,790.3222,879.5562,968.7902
2009-01-26,791.2481,880.9625,970.6769
2009-01-23,792.4636,882.6948,972.9261
2009-01-22,793.2796,882.9777,972.6757
2009-01-21,795.2526,883.7988,972.3450
2009-01-20,796.9060,884.9300,972.9540
2009-01-16,800.8716,886.4560,972.0404
2009-01-15,801.3825,888.2048,975.0271
2009-01-14,801.0460,890.5658,980.0857
2009-01-13,802.6634,892.1980,981.7326
2009-01-12,803.0066,893.4420,983.8774
2009-01-09,803.7633,894.0683,984.3733
2009-01-08,801.7274,895.8627,989.9979
2009-01-07,799.3969,897.4230,995.4491
2009-01-06,799.3012,897.2992,995.2971
2009-01-05,799.3142,896.8862,994.4581
2009-01-02,797.9883,897.8443,997.7004
2008-12-31,796.2777,898.9182,1001.5587
2008-12-30,791.1554,901.4788,1011.8023
2008-12-29,783.6206,904.9553,1026.2901
2008-12-26,776.7773,909.0363,1041.2953
2008-12-24,767.0518,913.8407,1060.6296
2008-12-23,758.9357,918.8108,1078.6860
2008-12-22,756.6294,922.8652,1089.1009
2008-12-19,747.0324,928.5592,1110.0859
2008-12-18,739.0378,933.9142,1128.7906
2008-12-17,734.1049,938.9240,1143.7431
2008-12-16,729.3523,943.6540,1157.9557
2008-12-15,724.0667,948.5525,1173.0383
2008-12-12,718.2131,954.9943,1191.7756
2008-12-11,715.9281,960.4407,1204.9533
2008-12-10,716.6496,965.1540,1213.6584
2008-12-09,714.5223,970.3933,1226.2644
2008-12-08,714.2772,975.4605,1236.6438
2008-12-05,711.1870,981.1605,1251.1340
2008-12-04,710.2863,987.3768,1264.4674
2008-12-03,712.2988,993.8238,1275.3489
2008-12-02,713.9665,999.7200,1285.4735
2008-12-01,715.6145,1006.7030,1297.7915
2008-11-28,720.8673,1013.8047,1306.7421
2008-11-26,722.7017,1019.4812,1316.2606
2008-11-25,724.0997,1025.9362,1327.7726
2008-11-24,727.5923,1032.9393,1338.2864
2008-11-21,731.8922,1040.1230,1348.3538
2008-11-20,739.5808,1048.4672,1357.3535
2008-11-19,752.5209,1057.2875,1362.0541
2008-11-18,762.5274,1065.0363,1367.5453
2008-11-17,769.8132,1071.8317,1373.8502
2008-11-14,777.5642,1079.1892,1380.8142
2008-11-13,784.9359,1085.9297,1386.9234
2008-11-12,790.6718,1091.9838,1393.2959
2008-11-11,800.8919,1098.8903,1396.8888
2008-11-10,808.3494,1105.2178,1402.0863
2008-11-07,814.6379,1111.5343,1408.4308
2008-11-06,820.8808,1117.5667,1414.2525
2008-11-05,829.4111,1123.9158,1418.4206
2008-11-04,835.4477,1129.5295,1423.6113
2008-11-03,838.8483,1134.5223,1430.1964
2008-10-31,844.7926,1140.0227,1435.2527
2008-10-30,851.4373,1144.9780,1438.5187
2008-10-29,859.0178,1150.5630,1442.1082
2008-10-28,868.6899,1156.4762,1444.2624
2008-10-27,878.4631,1161.6178,1444.7725
2008-10-24,896.2259,1168.4743,1440.7228
2008-10-23,912.4410,1174.9845,1437.5280
2008-10-22,926.6563,1181.2537,1435.8510
2008-10-21,942.9771,1187.3607,1431.7442
2008-10-20,954.9800,1192.0160,1429.0520
2008-10-17,965.1557,1196.5553,1427.9549
2008-10-16,979.7702,1201.7552,1423.7401
2008-10-15,994.6605,1207.3512,1420.0418
2008-10-14,1014.9369,1213.5038,1412.0708
2008-10-13,1027.0802,1217.8703,1408.6604
2008-10-10,1039.4530,1222.1592,1404.8653
2008-10-09,1065.7549,1228.1775,1390.6000
2008-10-08,1094.0426,1233.7682,1373.4937
2008-10-07,1113.6636,1237.6010,1361.5384
2008-10-06,1134.5932,1241.4688,1348.3445
2008-10-03,1149.0432,1244.5122,1339.9811
2008-10-02,1159.4114,1247.0815,1334.7516
2008-10-01,1168.6834,1249.2550,1329.8266
2008-09-30,1173.6793,1251.1323,1328.5853
2008-09-29,1178.3236,1252.5648,1326.8060
2008-09-26,1191.3936,1255.1728,1318.9520
2008-09-25,1193.1214,1255.9770,1318.8326
2008-09-24,1195.1564,1257.2392,1319.3219
2008-09-23,1199.3152,1258.8080,1318.3008
2008-09-22,1203.5329,1260.3107,1317.0884
2008-09-19,1206.2318,1261.5783,1316.9248
2008-09-18,1205.2598,1262.6932,1320.1265
2008-09-17,1207.4568,1264.4895,1321.5222
2008-09-16,1215.8452,1267.1830,1318.5208
2008-09-15,1217.8949,1268.9218,1319.9488
2008-09-12,1220.8716,1271.4240,1321.9764
2008-09-11,1219.8009,1272.8592,1325.9175
2008-09-10,1218.2349,1274.5572,1330.8794
2008-09-09,1217.3479,1276.6922,1336.0364
2008-09-08,1217.4462,1278.9508,1340.4555
2008-09-05,1216.7791,1280.1522,1343.5253
2008-09-04,1217.5554,1281.7052,1345.8549
2008-09-03,1217.7240,1283.7320,1349.7400
2008-09-02,1216.2619,1285.1783,1354.0947
2008-08-29,1215.0233,1286.5633,1358.1034
2008-08-28,1210.9890,1288.5837,1366.1783
2008-08-27,1209.0618,1289.8590,1370.6562
2008-08-26,1207.6299,1291.4588,1375.2878
2008-08-25,1206.3098,1293.3615,1380.4132
2008-08-22,1204.6211,1295.5872,1386.5532
2008-08-21,1202.6746,1297.3548,1392.0350
2008-08-20,1201.7361,1299.2402,1396.7443
2008-08-19,1201.3520,1301.0870,1400.8220
2008-08-18,1201.7723,1302.9077,1404.0430
2008-08-15,1201.2438,1304.8368,1408.4299
2008-08-14,1200.4981,1306.3787,1412.2592
2008-08-13,1199.0884,1308.3865,1417.6846
2008-08-12,1197.4979,1310.7332,1423.9685
2008-08-11,1196.1722,1312.9958,1429.8194
2008-08-08,1194.7860,1314.9667,1435.1474
2008-08-07,1194.3995,1316.8390,1439.2785
2008-08-06,1195.4524,1319.1218,1442.7913
2008-08-05,1195.7470,1321.0283,1446.3096
2008-08-04,1196.6647,1322.7517,1448.8387
2008-08-01,1199.1933,1325.2295,1451.2657
2008-07-31,1201.3900,1327.4338,1453.4776
2008-07-30,1202.7822,1329.9485,1457.1148
2008-07-29,1203.8771,1332.0023,1460.1276
2008-07-28,1205.9745,1334.5140,1463.0536
2008-07-25,1210.1782,1337.4302,1464.6822
2008-07-24,1213.4401,1339.5607,1465.6812
2008-07-23,1217.1426,1341.8673,1466.5920
2008-07-22,1219.2618,1343.7703,1468.2789
2008-07-21,1221.7527,1345.7843,1469.8159
2008-07-18,1225.4639,1347.9313,1470.3988
2008-07-17,1229.3236,1349.9188,1470.5141
2008-07-16,1233.3625,1351.8458,1470.3292
2008-07-15,1238.6939,1354.2260,1469.7581
2008-07-14,1247.1204,1357.1497,1467.1789
2008-07-11,1254.6356,1359.4373,1464.2391
2008-07-10,1261.4810,1361.5243,1461.5677
2008-07-09,1266.5901,1362.8750,1459.1599
2008-07-08,1272.5550,1364.2688,1455.9827
2008-07-07,1276.2229,1365.2543,1454.2858
2008-07-03,1283.0070,1367.0583,1451.1097
2008-07-02,1288.9446,1368.5848,1448.2251
2008-07-01,1295.7063,1370.3185,1444.9307
2008-06-30,1300.5578,1371.7790,1443.0002
2008-06-27,1306.1891,1373.2857,1440.3823
2008-06-26,1312.4045,1374.8012,1437.1979
2008-06-25,1318.5103,1376.2075,1433.9047
2008-06-24,1321.0406,1377.0110,1432.9815
2008-06-23,1321.7707,1377.1512,1432.5316
2008-06-20,1321.5222,1377.1048,1432.6875
2008-06-19,1322.1747,1377.2353,1432.2959
2008-06-18,1322.0739,1377.2070,1432.3401
2008-06-17,1322.9162,1377.4600,1432.0038
2008-06-16,1322.8640,1377.4425,1432.0210
2008-06-13,1321.1558,1376.9320,1432.7082
2008-06-12,1316.7557,1375.9052,1435.0546
2008-06-11,1316.1880,1375.7530,1435.3180
2008-06-10,1310.8068,1374.7715,1438.7362
2008-06-09,1306.0088,1373.5998,1441.1909
2008-06-06,1303.6764,1372.8285,1441.9806
2008-06-05,1300.9510,1371.9633,1442.9756
2008-06-04,1298.8662,1370.5733,1442.2805
2008-06-03,1292.9685,1368.8428,1444.7172
2008-06-02,1289.1848,1367.4382,1445.6916
2008-05-30,1286.3361,1366.0827,1445.8292
2008-05-29,1285.3092,1364.9713,1444.6335
2008-05-28,1284.0055,1363.7795,1443.5535
2008-05-27,1282.9048,1362.7878,1442.6708
2008-05-23,1281.7948,1361.8758,1441.9569
2008-05-22,1281.7260,1361.7383,1441.7507
2008-05-21,1281.7930,1361.4995,1441.2060
2008-05-20,1281.8299,1361.3425,1440.8551
2008-05-19,1282.2466,1360.6492,1439.0517
2008-05-16,1282.9091,1359.4238,1435.9386
2008-05-15,1283.3698,1358.0435,1432.7172
2008-05-14,1284.2817,1356.9845,1429.6873
2008-05-13,1284.5150,1355.9865,1427.4580
2008-05-12,1284.6762,1355.1023,1425.5285
2008-05-09,1284.8907,1354.1903,1423.4900
2008-05-08,1285.0222,1353.8392,1422.6561
2008-05-07,1285.1532,1353.0255,1420.8978
2008-05-06,1284.9627,1352.1348,1419.3069
2008-05-05,1285.5612,1350.6853,1415.8095
2008-05-02,1286.0019,1349.5090,1413.0161
2008-05-01,1286.5398,1348.0515,1409.5632
2008-04-30,1287.3749,1346.8398,1406.3048
2008-04-29,1287.4904,1346.7603,1406.0303
2008-04-28,1287.3318,1346.8350,1406.3382
2008-04-25,1287.8545,1346.5380,1405.2215
2008-04-24,1288.6356,1345.8375,1403.0394
2008-04-23,1289.1267,1345.3955,1401.6643
2008-04-22,1289.3676,1344.9627,1400.5578
2008-04-21,1289.0865,1344.2072,1399.3279
2008-04-18,1289.6415,1343.6055,1397.5695
2008-04-17,1290.1575,1342.7433,1395.3292
2008-04-16,1288.9437,1341.8257,1394.7076
2008-04-15,1288.4574,1341.1670,1393.8766
2008-04-14,1288.4268,1341.1473,1393.8679
2008-04-11,1288.6531,1341.8953,1395.1376
2008-04-10,1288.5829,1342.6973,1396.8118
2008-04-09,1286.4913,1343.6257,1400.7601
2008-04-08,1285.4633,1344.4012,1403.3391
2008-04-07,1283.4686,1345.3143,1407.1601
2008-04-04,1282.3200,1345.9242,1409.5283
2008-04-03,1281.9442,1346.2540,1410.5638
2008-04-02,1280.5232,1347.0352,1413.5471
2008-04-01,1279.4193,1347.7702,1416.1211
2008-03-31,1276.3185,1349.0532,1421.7879
2008-03-28,1274.5214,1351.1275,1427.7336
2008-03-27,1271.9932,1353.6798,1435.3665
2008-03-26,1268.8564,1356.2253,1443.5942
2008-03-25,1265.9652,1358.4777,1450.9901
2008-03-24,1261.7690,1360.8888,1460.0087
2008-03-20,1258.3654,1363.3317,1468.2979
2008-03-19,1256.8586,1365.9142,1474.9697
2008-03-18,1258.3730,1368.6092,1478.8453
2008-03-17,1258.7782,1370.6468,1482.5155
2008-03-14,1262.4276,1373.6198,1484.8121
2008-03-13,1265.8081,1376.2492,1486.6903
2008-03-12,1267.0504,1378.7903,1490.5303
2008-03-11,1268.0997,1381.7843,1495.4690
2008-03-10,1268.8922,1384.5500,1500.2078
2008-03-07,1273.5687,1387.9547,1502.3406
2008-03-06,1275.3674,1391.6645,1507.9616
2008-03-05,1277.4308,1395.0032,1512.5756
2008-03-04,1277.9783,1397.8972,1517.8160
2008-03-03,1280.0311,1400.5348,1521.0386
2008-02-29,1282.5544,1402.7257,1522.8969
2008-02-28,1285.1051,1405.0888,1525.0726
2008-02-27,1285.8432,1406.9798,1528.1165
2008-02-26,1286.4949,1408.4748,1530.4548
2008-02-25,1287.1947,1409.9370,1532.6793
2008-02-22,1288.4541,1410.8775,1533.3009
2008-02-21,1290.2777,1411.7793,1533.2810
2008-02-20,1293.0494,1413.4155,1533.7816
2008-02-19,1294.7987,1414.3612,1533.9236
2008-02-15,1297.3773,1415.8765,1534.3757
2008-02-14,1299.9396,1417.2645,1534.5894
2008-02-13,1302.6722,1419.0958,1535.5194
2008-02-12,1304.5826,1420.4948,1536.4071
2008-02-11,1307.4395,1422.5235,1537.6074
2008-02-08,1310.9298,1424.8888,1538.8479
2008-02-07,1315.3169,1426.6870,1538.0571
2008-02-06,1319.5489,1428.6335,1537.7181
2008-02-05,1324.7061,1431.1055,1537.5049
2008-02-04,1329.3231,1433.4218,1537.5206
2008-02-01,1330.2315,1435.7460,1541.2605
2008-01-31,1331.1937,1437.5252,1543.8567
2008-01-30,1332.9290,1439.7102,1546.4913
2008-01-29,1336.3202,1442.2540,1548.1878
2008-01-28,1338.0315,1445.3720,1552.7125
2008-01-25,1341.4628,1448.3230,1555.1832
2008-01-24,1346.8600,1451.8292,1556.7983
2008-01-23,1351.0461,1454.8827,1558.7193
2008-01-22,1357.4014,1457.8127,1558.2239
2008-01-18,1367.3549,1461.2357,1555.1164
2008-01-17,1376.3580,1464.4757,1552.5933
2008-01-16,1385.5055,1467.3603,1549.2152
2008-01-15,1390.9674,1469.4842,1548.0009
2008-01-14,1395.0231,1472.1363,1549.2495
2008-01-11,1396.5071,1474.2195,1551.9319
2008-01-10,1399.4612,1476.5113,1553.5615
2008-01-09,1400.8339,1478.6510,1556.4681
2008-01-08,1402.6569,1481.1955,1559.7341
2008-01-07,1406.8380,1483.9325,1561.0270
2008-01-04,1408.7500,1486.3707,1563.9914
2008-01-03,1411.2111,1488.9293,1566.6475
2008-01-02,1412.0635,1490.6863,1569.3092
2007-12-31,1412.9020,1492.5268,1572.1516
2007-12-28,1413.3706,1493.7682,1574.1657
2007-12-27,1413.6444,1494.7865,1575.9286
2007-12-26,1413.8930,1495.9592,1578.0254
2007-12-24,1413.6804,1496.7822,1579.8840
2007-12-21,1413.8321,1497.2872,1580.7422
2007-12-20,1414.2311,1498.0692,1581.9072
2007-12-19,1415.6234,1499.1575,1582.6916
2007-12-18,1417.4445,1500.2277,1583.0109
2007-12-17,1419.2210,1501.2735,1583.3260
2007-12-14,1421.6040,1502.6043,1583.6047
2007-12-13,1422.8563,1503.4510,1584.0457
2007-12-12,1423.3678,1504.1280,1584.8882
2007-12-11,1423.9544,1504.6812,1585.4079
2007-12-10,1423.9150,1504.6645,1585.4140
2007-12-07,1423.2741,1504.1360,1584.9979
2007-12-06,1422.7642,1503.7908,1584.8175
2007-12-05,1421.7555,1503.1945,1584.6335
2007-12-04,1421.2558,1502.9692,1584.6825
2007-12-03,1420.6592,1502.7843,1584.9095
2007-11-30,1419.7396,1502.4698,1585.2000
2007-11-29,1419.6493,1502.4267,1585.2040
2007-11-28,1419.7573,1502.4695,1585.1817
2007-11-27,1420.4832,1502.8095,1585.1358
2007-11-26,1423.1990,1503.5722,1583.9454
2007-11-23,1427.0901,1504.4125,1581.7349
2007-11-21,1428.5228,1504.7968,1581.0709
2007-11-20,1429.8857,1505.0567,1580.2277
2007-11-19,1431.5980,1505.5082,1579.4184
2007-11-16,1434.4572,1506.2765,1578.0958
2007-11-15,1434.6795,1506.3392,1577.9989
2007-11-14,1435.4842,1506.5545,1577.6248
2007-11-13,1434.0553,1506.1635,1578.2717
2007-11-12,1432.0798,1505.5718,1579.0639
2007-11-09,1432.5802,1505.6845,1578.7888
2007-11-08,1429.1068,1504.9773,1580.8479
2007-11-07,1424.2548,1503.8428,1583.4309
2007-11-06,1421.3128,1503.0248,1584.7369
2007-11-05,1419.3229,1501.9023,1584.4818
2007-11-02,1417.5948,1501.0935,1584.5922
2007-11-01,1415.7873,1500.1508,1584.5144
2007-10-31,1415.6299,1499.9683,1584.3068
2007-10-30,1415.2084,1498.7572,1582.3060
2007-10-29,1414.2090,1497.7013,1581.1937
2007-10-26,1411.5716,1495.9027,1580.2337
2007-10-25,1410.9383,1494.8513,1578.7643
2007-10-24,1409.9611,1494.0415,1578.1219
2007-10-23,1408.5692,1493.0313,1577.4935
2007-10-22,1407.9558,1492.2700,1576.5842
2007-10-19,1406.8208,1491.4803,1576.1398
2007-10-18,1406.5258,1491.1808,1575.8359
2007-10-17,1406.8214,1490.8143,1574.8072
2007-10-16,1407.1753,1490.3110,1573.4467
2007-10-15,1407.1048,1490.3617,1573.6185
2007-10-12,1407.4621,1490.1182,1572.7743
2007-10-11,1407.7921,1489.9728,1572.1536
2007-10-10,1408.0594,1489.8355,1571.6116
2007-10-09,1408.5511,1489.6172,1570.6832
2007-10-08,1409.1674,1489.3567,1569.5459
2007-10-05,1409.1703,1489.3553,1569.5404
2007-10-04,1409.5283,1489.1905,1568.8527
2007-10-03,1409.9740,1488.7892,1567.6044
2007-10-02,1410.3932,1488.2980,1566.2028
2007-10-01,1410.7955,1488.0517,1565.3079
2007-09-28,1411.2503,1487.7750,1564.2997
2007-09-27,1411.2729,1487.7525,1564.2321
