time,Real Lower Band,Real Middle Band,Real Upper Band
2015-05-27,2050.0854,2094.0868,2138.0882
2015-05-26,2050.2282,2093.9853,2137.7425
2015-05-22,2050.2284,2093.9903,2137.7522
2015-05-21,2050.5496,2093.7350,2136.9204
2015-05-20,2051.0262,2093.4523,2135.8785
2015-05-19,2051.3006,2093.2795,2135.2584
2015-05-18,2051.7436,2092.9767,2134.2098
2015-05-15,2052.2599,2092.6617,2133.0634
2015-05-14,2052.5812,2092.2403,2131.8995
2015-05-13,2052.8897,2091.8833,2130.8769
2015-05-12,2052.8968,2091.9143,2130.9318
2015-05-11,2052.8838,2091.8788,2130.8739
2015-05-08,2052.7520,2091.5980,2130.4439
2015-05-07,2052.0502,2090.8052,2129.5601
2015-05-06,2051.3166,2090.4817,2129.6467
2015-05-05,2049.2665,2089.9248,2130.5832
2015-05-04,2047.7537,2089.3583,2130.9630
2015-05-01,2046.8525,2088.4922,2130.1318
2015-04-30,2044.3684,2087.3792,2130.3899
2015-04-29,2042.7277,2086.7878,2130.8479
2015-04-28,2038.4920,2085.3545,2132.2170
2015-04-27,2031.7163,2083.3583,2135.0003
2015-04-24,2028.3065,2081.8972,2135.4878
2015-04-23,2023.4421,2079.9717,2136.5012
2015-04-22,2021.2677,2078.5820,2135.8963
2015-04-21,2020.6788,2077.7342,2134.7895
2015-04-20,2019.7724,2076.9763,2134.1803
2015-04-17,2019.3738,2076.3555,2133.3372
2015-04-16,2017.4591,2075.5378,2133.6166
2015-04-15,2015.0458,2074.1638,2133.2819
2015-04-14,2012.5770,2072.7103,2132.8436
2015-04-13,2007.7799,2070.9908,2134.2017
2015-04-10,2004.8660,2069.6382,2134.4103
2015-04-09,2003.0276,2068.3210,2133.6144
2015-04-08,2001.4621,2067.2723,2133.0826
2015-04-07,2000.7085,2066.6542,2132.5999
2015-04-06,2000.5107,2066.4177,2132.3246
2015-04-02,1998.8994,2065.5057,2132.1120
2015-04-01,1995.9103,2064.4332,2132.9560
2015-03-31,1994.3523,2063.7813,2133.2103
2015-03-30,1994.1847,2063.6198,2133.0549
2015-03-27,1993.9704,2063.1642,2132.3579
2015-03-26,1994.1556,2063.4863,2132.8170
2015-03-25,1994.4127,2064.0600,2133.7073
2015-03-24,1994.5935,2064.5220,2134.4505
2015-03-23,1994.6375,2064.3617,2134.0858
2015-03-20,1994.8890,2063.9908,2133.0927
2015-03-19,1995.2449,2063.4982,2131.7514
2015-03-18,1995.2375,2063.1878,2131.1382
2015-03-17,1995.2598,2062.5500,2129.8402
2015-03-16,1993.1235,2061.5268,2129.9302
2015-03-13,1987.8464,2059.7193,2131.5922
2015-03-12,1984.5887,2058.6565,2132.7243
2015-03-11,1982.1674,2057.5962,2133.0250
2015-03-10,1981.9998,2057.5143,2133.0289
2015-03-09,1981.3469,2057.2140,2133.0811
2015-03-06,1981.2370,2056.8872,2132.5373
2015-03-05,1981.1413,2056.7047,2132.2680
2015-03-04,1981.4352,2056.2768,2131.1185
2015-03-03,1981.6864,2055.8333,2129.9803
2015-03-02,1982.2043,2055.2758,2128.3473
2015-02-27,1983.0994,2054.4285,2125.7576
2015-02-26,1983.4501,2053.5775,2123.7050
2015-02-25,1984.2212,2052.8578,2121.4945
2015-02-24,1985.1843,2052.1740,2119.1637
2015-02-23,1986.3084,2051.3665,2116.4246
2015-02-20,1987.2456,2050.6957,2114.1458
2015-02-19,1988.2913,2049.9157,2111.5401
2015-02-18,1988.7948,2049.1707,2109.5466
2015-02-17,1989.3952,2048.3213,2107.2475
2015-02-13,1990.1531,2047.5123,2104.8716
2015-02-12,1990.6739,2046.5845,2102.4951
2015-02-11,1990.9155,2045.7735,2100.6315
2015-02-10,1990.7277,2045.2868,2099.8460
2015-02-09,1990.5338,2044.7812,2099.0285
2015-02-06,1990.4030,2044.6635,2098.9240
2015-02-05,1990.1658,2044.3767,2098.5875
2015-02-04,1989.7725,2043.8667,2097.9608
2015-02-03,1989.5067,2043.6950,2097.8833
2015-02-02,1988.8489,2043.2540,2097.6591
2015-01-30,1988.4175,2043.1082,2097.7989
2015-01-29,1989.8340,2043.4885,2097.1430
2015-01-28,1989.6861,2043.4352,2097.1842
2015-01-27,1989.1437,2043.3100,2097.4763
2015-01-26,1986.2461,2042.5225,2098.7989
2015-01-23,1983.2932,2041.3218,2099.3505
2015-01-22,1978.3831,2039.8187,2101.2542
2015-01-21,1974.1084,2038.1758,2102.2432
2015-01-20,1968.9712,2036.8208,2104.6705
2015-01-16,1961.8659,2035.2302,2108.5944
2015-01-15,1956.8091,2033.9278,2111.0466
2015-01-14,1949.0815,2032.4502,2115.8188
2015-01-13,1939.1706,2030.3750,2121.5794
2015-01-12,1926.9115,2027.7038,2128.4962
2015-01-09,1915.6330,2024.9410,2134.2490
2015-01-08,1906.6732,2022.1558,2137.6384
2015-01-07,1898.0392,2019.0325,2140.0258
2015-01-06,1892.6575,2017.0363,2141.4152
2015-01-05,1889.3998,2015.7963,2142.1929
2015-01-02,1887.9771,2014.9348,2141.8926
2014-12-31,1884.8146,2012.8832,2140.9517
2014-12-30,1883.2349,2011.3152,2139.3954
2014-12-29,1882.1679,2009.4410,2136.7141
2014-12-26,1880.5300,2007.0343,2133.5387
2014-12-24,1879.0294,2004.6575,2130.2856
2014-12-23,1878.5677,2002.8310,2127.0943
2014-12-22,1878.4074,2001.0915,2123.7756
2014-12-19,1878.4037,1999.4967,2120.5897
2014-12-18,1877.7995,1997.7523,2117.7051
2014-12-17,1877.8941,1996.7035,2115.5129
2014-12-16,1877.4154,1996.2015,2114.9876
2014-12-15,1877.9303,1996.5607,2115.1910
2014-12-12,1878.2382,1996.9068,2115.5755
2014-12-11,1878.3387,1997.0573,2115.7760
2014-12-10,1878.1876,1996.4947,2114.8017
2014-12-09,1877.9845,1996.0420,2114.0995
2014-12-08,1877.8639,1994.7805,2111.6971
2014-12-05,1877.8508,1993.5343,2109.2179
2014-12-04,1878.5233,1992.2357,2105.9480
2014-12-03,1879.1549,1990.9652,2102.7754
2014-12-02,1879.8503,1989.5337,2099.2170
2014-12-01,1880.5617,1988.4502,2096.3386
2014-11-28,1881.0074,1987.6880,2094.3686
2014-11-26,1881.8489,1986.5228,2091.1968
2014-11-25,1883.0092,1985.3210,2087.6328
2014-11-24,1884.0564,1984.2418,2084.4273
2014-11-21,1885.2990,1983.1412,2080.9833
2014-11-20,1886.3730,1982.0285,2077.6840
2014-11-19,1887.1552,1981.1513,2075.1475
2014-11-18,1887.8626,1980.3397,2072.8167
2014-11-17,1888.7281,1979.4417,2070.1552
2014-11-14,1889.2517,1978.5597,2067.8677
2014-11-13,1889.8146,1977.7688,2065.7231
2014-11-12,1890.3709,1976.8885,2063.4061
2014-11-11,1890.9021,1975.9443,2060.9866
2014-11-10,1891.4008,1974.8120,2058.2232
2014-11-07,1891.5268,1973.4253,2055.3238
2014-11-06,1891.5554,1972.1463,2052.7373
2014-11-05,1891.3814,1970.7382,2050.0950
2014-11-04,1890.5413,1969.2412,2047.9410
2014-11-03,1889.6646,1967.9882,2046.3117
2014-10-31,1888.7749,1966.5512,2044.3275
2014-10-30,1886.7962,1964.7432,2042.6901
2014-10-29,1885.1322,1963.5030,2041.8738
2014-10-28,1883.4802,1962.4682,2041.4561
2014-10-27,1882.7100,1961.7005,2040.6910
2014-10-24,1881.5496,1961.0925,2040.6354
2014-10-23,1880.6106,1960.5273,2040.4441
2014-10-22,1880.9353,1960.8482,2040.7610
2014-10-21,1882.1036,1961.5622,2041.0207
2014-10-20,1882.7870,1962.1893,2041.5917
2014-10-17,1885.3876,1963.4282,2041.4687
2014-10-16,1889.4365,1965.1152,2040.7938
2014-10-15,1896.1675,1967.1860,2038.2045
2014-10-14,1903.5192,1969.2033,2034.8875
2014-10-13,1909.5870,1970.8022,2032.0173
2014-10-10,1916.6352,1972.5268,2028.4184
2014-10-09,1920.0942,1973.3933,2026.6925
2014-10-08,1922.2635,1974.2827,2026.3018
2014-10-07,1922.3549,1974.3558,2026.3568
2014-10-06,1924.0665,1975.0558,2026.0451
2014-10-03,1924.1443,1975.1017,2026.0590
2014-10-02,1924.0537,1975.0480,2026.0423
2014-10-01,1925.0506,1975.4923,2025.9340
2014-09-30,1925.8257,1975.7848,2025.7440
2014-09-29,1925.9211,1975.8742,2025.8272
2014-09-26,1925.9906,1976.0015,2026.0124
2014-09-25,1925.8842,1975.8643,2025.8445
2014-09-24,1926.0677,1975.9865,2025.9053
2014-09-23,1925.6163,1975.3520,2025.0877
2014-09-22,1925.1563,1974.9885,2024.8207
2014-09-19,1924.5918,1974.3707,2024.1495
2014-09-18,1924.5004,1973.5228,2022.5453
2014-09-17,1924.1209,1972.4998,2020.8788
2014-09-16,1924.0068,1971.8505,2019.6942
2014-09-15,1923.8791,1971.2487,2018.6182
2014-09-12,1923.4947,1970.8378,2018.1810
2014-09-11,1923.0452,1970.3618,2017.6784
2014-09-10,1922.1069,1969.4375,2016.7681
2014-09-09,1920.9610,1968.4723,2015.9837
2014-09-08,1919.6706,1967.6010,2015.5313
2014-09-05,1918.3630,1966.4105,2014.4580
2014-09-04,1918.1860,1965.3468,2012.5076
2014-09-03,1918.0227,1964.5658,2011.1089
2014-09-02,1918.0450,1963.7417,2009.4383
2014-08-29,1918.1429,1962.8610,2007.5791
2014-08-28,1918.0019,1961.8125,2005.6230
2014-08-27,1916.9667,1960.6648,2004.3630
2014-08-26,1915.9513,1959.4002,2002.8490
2014-08-25,1915.1310,1958.1493,2001.1676
2014-08-22,1914.2639,1956.9102,1999.5564
2014-08-21,1912.8979,1955.7707,1998.6434
2014-08-20,1911.0098,1954.3942,1997.7785
2014-08-19,1909.2465,1953.1508,1997.0551
2014-08-18,1906.5125,1951.7997,1997.0868
2014-08-15,1903.0242,1950.4788,1997.9335
2014-08-14,1899.3062,1949.3617,1999.4171
2014-08-13,1894.2656,1947.9892,2001.7128
2014-08-12,1890.8750,1946.9618,2003.0487
2014-08-11,1887.3024,1946.0303,2004.7582
2014-08-08,1883.1603,1944.9292,2006.6980
2014-08-07,1880.8591,1944.2115,2007.5639
2014-08-06,1880.1414,1944.0095,2007.8776
2014-08-05,1878.8832,1943.6163,2008.3494
2014-08-04,1876.3268,1942.9208,2009.5149
2014-08-01,1873.0815,1941.8648,2010.6482
2014-07-31,1870.5119,1941.0825,2011.6530
2014-07-30,1867.0445,1940.0333,2013.0222
2014-07-29,1864.6941,1938.6098,2012.5256
2014-07-28,1862.2332,1937.1297,2012.0261
2014-07-25,1860.2199,1935.5425,2010.8650
2014-07-24,1858.3457,1933.9693,2009.5929
2014-07-23,1856.5278,1932.1418,2007.7558
2014-07-22,1854.2638,1930.1822,2006.1005
2014-07-21,1851.6610,1928.1800,2004.6990
2014-07-18,1849.9724,1926.5963,2003.2202
2014-07-17,1848.3540,1924.8825,2001.4110
2014-07-16,1846.6763,1923.5730,2000.4697
2014-07-15,1845.2364,1921.7450,1998.2536
2014-07-14,1843.2615,1919.9378,1996.6141
2014-07-11,1841.4206,1918.0247,1994.6287
2014-07-10,1838.0846,1915.9482,1993.8117
2014-07-09,1833.9017,1913.7137,1993.5256
2014-07-08,1828.9357,1911.0947,1993.2537
2014-07-07,1825.5368,1908.9175,1992.2982
2014-07-03,1825.2145,1907.1597,1989.1048
2014-07-02,1824.3755,1904.9350,1985.4944
2014-07-01,1822.8592,1902.7753,1982.6915
2014-06-30,1822.6358,1900.9715,1979.3072
2014-06-27,1822.9259,1899.7805,1976.6351
2014-06-26,1823.4004,1898.6128,1973.8253
2014-06-25,1823.7046,1897.4178,1971.1311
2014-06-24,1823.7849,1895.9647,1968.1445
2014-06-23,1822.9833,1894.4253,1965.8673
2014-06-20,1822.4111,1892.5325,1962.6539
2014-06-19,1822.2822,1890.6940,1959.1058
2014-06-18,1822.8208,1889.1297,1955.4386
2014-06-17,1823.0820,1887.4707,1951.8593
2014-06-16,1823.1995,1886.2128,1949.2261
2014-06-13,1823.4560,1885.1167,1946.7774
2014-06-12,1823.3494,1883.8602,1944.3709
2014-06-11,1823.5308,1882.8958,1942.2609
2014-06-10,1823.9737,1881.4782,1938.9826
2014-06-09,1824.1378,1879.6505,1935.1632
2014-06-06,1824.9730,1877.9017,1930.8303
2014-06-05,1826.9573,1876.5477,1926.1380
2014-06-04,1828.5761,1875.3338,1922.0916
2014-06-03,1829.7720,1874.4887,1919.2054
2014-06-02,1830.9047,1873.7187,1916.5327
2014-05-30,1832.2244,1872.9197,1913.6149
2014-05-29,1833.5887,1872.0903,1910.5920
2014-05-28,1834.8934,1871.3217,1907.7499
2014-05-27,1834.6519,1870.2542,1905.8564
2014-05-23,1835.3716,1869.3798,1903.3881
2014-05-22,1835.3725,1868.6092,1901.8459
2014-05-21,1834.6416,1867.8203,1900.9991
2014-05-20,1833.8500,1867.1052,1900.3603
2014-05-19,1833.0939,1866.6848,1900.2758
2014-05-16,1831.7404,1865.8710,1900.0016
2014-05-15,1830.6085,1865.2363,1899.8641
2014-05-14,1828.7050,1864.5347,1900.3643
2014-05-13,1827.9541,1863.7385,1899.5230
2014-05-12,1827.5027,1862.7582,1898.0136
2014-05-09,1826.5205,1861.6445,1896.7685
2014-05-08,1824.1792,1860.6575,1897.1358
2014-05-07,1821.9927,1859.7262,1897.4596
2014-05-06,1818.0059,1858.4200,1898.8341
2014-05-05,1813.9599,1857.2417,1900.5234
2014-05-02,1807.6622,1855.3878,1903.1135
2014-05-01,1799.0772,1853.2295,1907.3818
2014-04-30,1791.9869,1851.0882,1910.1895
2014-04-29,1783.9633,1848.7205,1913.4777
2014-04-28,1780.6687,1847.1248,1913.5809
2014-04-25,1778.3152,1845.8708,1913.4265
2014-04-24,1774.5495,1844.3842,1914.2189
2014-04-23,1772.4507,1842.9490,1913.4474
2014-04-22,1769.6822,1841.3852,1913.0881
2014-04-21,1767.7213,1839.8975,1912.0737
2014-04-17,1767.4255,1839.1737,1910.9218
2014-04-16,1767.3873,1838.8405,1910.2937
2014-04-15,1767.3274,1838.5320,1909.7366
2014-04-14,1767.2655,1838.4607,1909.6559
2014-04-11,1767.5250,1838.7153,1909.9057
2014-04-10,1768.2830,1839.2602,1910.2374
2014-04-09,1768.3978,1839.3568,1910.3159
2014-04-08,1767.8528,1838.4738,1909.0949
2014-04-07,1767.7724,1838.3140,1908.8556
2014-04-04,1767.6790,1838.1988,1908.7187
2014-04-03,1767.5674,1837.7388,1907.9103
2014-04-02,1767.9883,1836.8907,1905.7931
2014-04-01,1768.3286,1835.8218,1903.3150
2014-03-31,1768.6718,1834.9193,1901.1669
2014-03-28,1768.7169,1834.2467,1899.7764
2014-03-27,1768.7401,1834.0923,1899.4445
2014-03-26,1768.6970,1833.9595,1899.2220
2014-03-25,1768.6607,1833.7735,1898.8863
2014-03-24,1768.7584,1833.3802,1898.0020
2014-03-21,1768.6607,1832.9782,1897.2957
2014-03-20,1768.6042,1832.3360,1896.0678
2014-03-19,1768.4594,1831.4412,1894.4229
2014-03-18,1767.8328,1830.5883,1893.3438
2014-03-17,1767.5550,1829.5617,1891.5683
2014-03-14,1765.5094,1828.2645,1891.0196
2014-03-13,1763.7943,1827.3547,1890.9150
2014-03-12,1761.4347,1826.1710,1890.9073
2014-03-11,1759.5518,1824.6260,1889.7002
2014-03-10,1758.2168,1823.2025,1888.1882
2014-03-07,1758.3122,1821.9600,1885.6078
2014-03-06,1758.7642,1820.7988,1882.8335
2014-03-05,1759.1995,1819.5998,1880.0002
2014-03-04,1758.7636,1818.1202,1877.4767
2014-03-03,1758.8798,1816.7685,1874.6571
2014-02-28,1758.2758,1815.9255,1873.5752
2014-02-27,1758.3065,1814.9497,1871.5928
2014-02-26,1758.3902,1814.1417,1869.8931
2014-02-25,1758.3219,1813.5095,1868.6970
2014-02-24,1758.1702,1812.8033,1867.4364
2014-02-21,1758.1174,1812.0512,1865.9849
2014-02-20,1757.9329,1811.5263,1865.1197
2014-02-19,1757.5657,1810.7942,1864.0227
2014-02-18,1756.4601,1810.0045,1863.5489
2014-02-14,1755.8924,1809.1230,1862.3536
2014-02-13,1755.4833,1808.3380,1861.1927
2014-02-12,1755.1931,1807.8105,1860.4279
2014-02-11,1754.6203,1807.3332,1860.0460
2014-02-10,1753.6986,1806.7040,1859.7094
2014-02-07,1752.2539,1806.1682,1860.0825
2014-02-06,1751.1709,1805.7493,1860.3277
2014-02-05,1751.0079,1805.7023,1860.3967
2014-02-04,1750.6260,1805.6275,1860.6290
2014-02-03,1751.6819,1805.8823,1860.0827
2014-01-31,1753.4421,1806.2337,1859.0253
2014-01-30,1752.6296,1805.9893,1859.3490
2014-01-29,1750.9682,1805.4468,1859.9255
2014-01-28,1749.8177,1805.1525,1860.4873
2014-01-27,1748.3895,1804.6660,1860.9425
2014-01-24,1747.9134,1804.5058,1861.0983
2014-01-23,1746.5194,1804.0362,1861.5529
2014-01-22,1744.6350,1802.8913,1861.1477
2014-01-21,1742.7019,1801.3448,1859.9878
2014-01-17,1740.4785,1799.7212,1858.9639
2014-01-16,1738.8575,1798.3207,1857.7838
2014-01-15,1736.9209,1796.6335,1856.3461
2014-01-14,1735.2676,1794.9022,1854.5367
2014-01-13,1732.5665,1793.1400,1853.7135
2014-01-10,1728.6232,1791.5123,1854.4015
2014-01-09,1723.2157,1789.1072,1854.9987
2014-01-08,1719.3057,1786.9740,1854.6423
2014-01-07,1715.0458,1784.7358,1854.4259
2014-01-06,1710.1239,1782.3138,1854.5037
2014-01-03,1701.3442,1779.4743,1857.6045
2014-01-02,1693.3807,1776.5423,1859.7040
2013-12-31,1688.1758,1773.9447,1859.7135
2013-12-30,1685.1532,1771.3137,1857.4742
2013-12-27,1681.1869,1768.6068,1856.0267
2013-12-26,1678.7571,1766.1480,1853.5389
2013-12-24,1676.7100,1763.6977,1850.6853
2013-12-23,1673.6011,1761.1682,1848.7352
2013-12-20,1671.3135,1758.8975,1846.4815
2013-12-19,1669.3735,1756.9033,1844.4331
2013-12-18,1667.0052,1754.9562,1842.9072
2013-12-17,1665.1200,1753.0690,1841.0181
2013-12-16,1663.1437,1751.7497,1840.3557
2013-12-13,1661.7003,1750.4725,1839.2448
2013-12-12,1660.7695,1749.5895,1838.4095
2013-12-11,1659.9866,1748.7565,1837.5264
2013-12-10,1658.4272,1747.4655,1836.5038
2013-12-09,1656.9541,1745.7152,1834.4763
2013-12-06,1655.2619,1743.7088,1832.1558
2013-12-05,1653.3772,1741.6810,1829.9848
2013-12-04,1651.5041,1740.0827,1828.6613
2013-12-03,1649.6269,1738.2690,1826.9111
2013-12-02,1647.2165,1736.2117,1825.2068
2013-11-29,1644.0308,1733.7828,1823.5348
2013-11-27,1641.2859,1731.2707,1821.2554
2013-11-26,1638.7360,1728.7015,1818.6670
2013-11-25,1635.2880,1725.9852,1816.6824
2013-11-22,1631.6136,1723.1600,1814.7064
2013-11-21,1628.7999,1720.3835,1811.9671
2013-11-20,1625.6933,1717.7020,1809.7107
2013-11-19,1622.0355,1715.1872,1808.3389
2013-11-18,1620.6260,1713.0023,1805.3787
2013-11-15,1619.9431,1710.8685,1801.7939
2013-11-14,1619.4598,1708.5148,1797.5698
2013-11-13,1618.0455,1706.0512,1794.0568
2013-11-12,1617.0916,1703.8903,1790.6891
2013-11-11,1615.4387,1701.8632,1788.2876
2013-11-08,1614.6729,1699.9288,1785.1847
2013-11-07,1614.3122,1698.1073,1781.9024
2013-11-06,1614.2057,1697.0780,1779.9503
2013-11-05,1615.1670,1695.8058,1776.4447
2013-11-04,1615.8499,1694.5808,1773.3118
2013-11-01,1616.9247,1693.3057,1769.6866
2013-10-31,1617.9441,1692.2363,1766.5285
2013-10-30,1618.7616,1691.1425,1763.5234
2013-10-29,1620.1182,1690.0435,1759.9688
2013-10-28,1622.2017,1688.9633,1755.7250
2013-10-25,1623.8558,1688.0893,1752.3229
2013-10-24,1625.5326,1687.2077,1748.8827
2013-10-23,1626.7843,1686.1020,1745.4198
2013-10-22,1627.8909,1685.0950,1742.2991
2013-10-21,1629.6783,1683.9393,1738.2004
2013-10-18,1631.1010,1683.0558,1735.0106
2013-10-17,1632.6765,1682.1517,1731.6268
2013-10-16,1633.6901,1681.3648,1729.0396
2013-10-15,1634.2696,1680.8790,1727.4884
2013-10-14,1634.2851,1680.8368,1727.3885
2013-10-11,1634.5154,1680.5360,1726.5566
2013-10-10,1634.6038,1680.3055,1726.0072
2013-10-09,1634.5207,1680.1113,1725.7020
2013-10-08,1635.2586,1680.4423,1725.6261
2013-10-07,1636.1785,1680.8932,1725.6078
2013-10-04,1636.2632,1680.9610,1725.6588
2013-10-03,1636.0497,1680.7030,1725.3563
2013-10-02,1635.0422,1680.2690,1725.4958
2013-10-01,1633.9334,1679.5765,1725.2196
2013-09-30,1632.1258,1678.6675,1725.2092
2013-09-27,1629.7908,1677.8398,1725.8889
2013-09-26,1626.0782,1676.5675,1727.0568
2013-09-25,1622.5367,1675.1577,1727.7786
2013-09-24,1619.2427,1673.8608,1728.4790
2013-09-23,1615.4086,1672.3418,1729.2750
2013-09-20,1612.4878,1670.8645,1729.2411
2013-09-19,1609.1016,1669.0870,1729.0724
2013-09-18,1604.9844,1666.8485,1728.7126
2013-09-17,1599.8262,1664.3080,1728.7898
2013-09-16,1596.2602,1662.4358,1728.6115
2013-09-13,1592.4142,1660.6123,1728.8104
2013-09-12,1591.3341,1659.6280,1727.9219
2013-09-11,1591.0624,1659.1012,1727.1400
2013-09-10,1590.4931,1658.2663,1726.0395
2013-09-09,1589.4021,1657.3120,1725.2219
2013-09-06,1588.7095,1656.7228,1724.7361
2013-09-05,1587.0636,1656.0120,1724.9604
2013-09-04,1586.1578,1655.5295,1724.9012
2013-09-03,1585.9127,1655.3583,1724.8040
2013-08-30,1586.0208,1655.4185,1724.8162
2013-08-29,1585.5721,1655.2450,1724.9179
2013-08-28,1584.2085,1654.7572,1725.3058
2013-08-27,1584.0760,1654.6975,1725.3190
2013-08-26,1584.4233,1654.8632,1725.3031
2013-08-23,1583.7215,1654.4292,1725.1369
2013-08-22,1583.6094,1654.2777,1724.9459
2013-08-21,1583.4536,1654.1343,1724.8151
2013-08-20,1583.7876,1654.4220,1725.0564
2013-08-19,1583.7329,1654.3762,1725.0195
2013-08-16,1583.8328,1654.4503,1725.0679
2013-08-15,1583.8253,1654.4423,1725.0594
2013-08-14,1583.8766,1654.5730,1725.2694
2013-08-13,1583.9452,1654.2547,1724.5641
2013-08-12,1584.1815,1653.8098,1723.4382
2013-08-09,1584.1498,1653.1598,1722.1699
2013-08-08,1584.3098,1652.6158,1720.9219
2013-08-07,1584.5293,1651.8302,1719.1310
2013-08-06,1584.2017,1650.8778,1717.5540
2013-08-05,1584.1145,1649.8167,1715.5188
2013-08-02,1584.2397,1648.4755,1712.7113
2013-08-01,1584.8498,1647.1925,1709.5352
2013-07-31,1585.2473,1645.8440,1706.4407
2013-07-30,1584.5879,1644.7068,1704.8258
2013-07-29,1583.8798,1643.5145,1703.1492
2013-07-26,1582.2878,1642.0522,1701.8166
2013-07-25,1579.9915,1640.2363,1700.4812
2013-07-24,1578.9045,1638.6917,1698.4788
2013-07-23,1577.5567,1637.1528,1696.7489
2013-07-22,1575.8541,1635.3170,1694.7799
2013-07-19,1574.7552,1633.4775,1692.1998
2013-07-18,1573.2420,1631.5892,1689.9364
2013-07-17,1571.8310,1629.7460,1687.6610
2013-07-16,1568.9038,1627.7725,1686.6412
2013-07-15,1565.3971,1625.7557,1686.1142
2013-07-12,1561.1302,1623.4075,1685.6848
2013-07-11,1558.1435,1621.2712,1684.3988
2013-07-10,1556.9336,1619.5970,1682.2604
2013-07-09,1553.5504,1617.9260,1682.3016
2013-07-08,1552.7025,1616.8682,1681.0339
2013-07-05,1551.9391,1616.0833,1680.2275
2013-07-03,1550.9327,1615.3473,1679.7620
2013-07-02,1549.0506,1614.5673,1680.0840
2013-07-01,1546.8865,1613.7172,1680.5478
2013-06-28,1544.0924,1612.6892,1681.2859
2013-06-27,1542.0204,1611.9175,1681.8146
2013-06-26,1539.4582,1610.9257,1682.3931
2013-06-25,1538.1760,1610.3755,1682.5750
2013-06-24,1536.9126,1609.9445,1682.9764
2013-06-21,1536.7097,1609.8795,1683.0493
2013-06-20,1535.3595,1609.3865,1683.4135
2013-06-19,1534.2259,1608.9795,1683.7331
2013-06-18,1531.7070,1607.6922,1683.6773
2013-06-17,1529.9128,1606.1102,1682.3075
2013-06-14,1527.3126,1604.5562,1681.7997
2013-06-13,1525.5202,1603.4225,1681.3248
2013-06-12,1523.2782,1601.9555,1680.6328
2013-06-11,1521.2972,1600.9485,1680.5997
2013-06-10,1519.8250,1599.8580,1679.8910
2013-06-07,1518.7526,1598.5317,1678.3107
2013-06-06,1517.3577,1597.0507,1676.7436
2013-06-05,1515.6669,1595.8827,1676.0984
2013-06-04,1514.2268,1595.0047,1675.7825
2013-06-03,1512.6881,1593.6680,1674.6479
2013-05-31,1511.0438,1592.0653,1673.0869
2013-05-30,1509.1731,1590.5773,1671.9816
2013-05-29,1507.9677,1588.6670,1669.3662
2013-05-28,1505.8276,1586.6143,1667.4011
2013-05-24,1503.8973,1584.2500,1664.6027
2013-05-23,1501.5384,1582.0013,1662.4643
2013-05-22,1499.5609,1579.7593,1659.9577
2013-05-21,1496.6192,1577.1192,1657.6191
2013-05-20,1494.0335,1574.0973,1654.1612
2013-05-17,1493.8267,1571.5858,1649.3450
2013-05-16,1493.1896,1568.8350,1644.4804
2013-05-15,1492.5510,1566.5263,1640.5016
2013-05-14,1493.8887,1564.3957,1634.9026
2013-05-13,1494.4518,1562.2198,1629.9879
2013-05-10,1494.4045,1560.3467,1626.2888
2013-05-09,1494.5656,1558.4572,1622.3487
2013-05-08,1494.5353,1556.6698,1618.8043
2013-05-07,1495.0307,1554.7418,1614.4529
2013-05-06,1495.4552,1552.9413,1610.4274
2013-05-03,1495.1015,1551.1395,1607.1775
2013-05-02,1494.9995,1549.4345,1603.8695
2013-05-01,1494.1696,1547.9962,1601.8227
2013-04-30,1491.8576,1546.5463,1601.2351
2013-04-29,1491.4400,1545.1397,1598.8393
2013-04-26,1490.0284,1543.5480,1597.0675
2013-04-25,1488.6126,1542.2100,1595.8074
2013-04-24,1487.8006,1540.9213,1594.0420
2013-04-23,1486.4134,1539.6112,1592.8089
2013-04-22,1485.3297,1538.3475,1591.3653
2013-04-19,1483.4309,1537.2195,1591.0081
2013-04-18,1481.5552,1536.2122,1590.8692
2013-04-17,1479.6290,1535.3947,1591.1603
2013-04-16,1477.2911,1534.2942,1591.2972
2013-04-15,1475.1035,1532.7337,1590.3639
2013-04-12,1471.9967,1531.4048,1590.8130
2013-04-11,1470.0759,1529.4630,1588.8501
2013-04-10,1468.5268,1527.4182,1586.3095
2013-04-09,1467.0505,1525.4902,1583.9298
2013-04-08,1464.9686,1523.8820,1582.7954
2013-04-05,1462.0124,1522.1812,1582.3499
2013-04-04,1458.7124,1520.5790,1582.4455
2013-04-03,1456.1516,1518.9442,1581.7368
2013-04-02,1453.9488,1517.4905,1581.0321
2013-04-01,1451.8968,1515.6425,1579.3882
2013-03-28,1449.9724,1513.9800,1577.9876
2013-03-27,1445.3785,1511.5967,1577.8149
2013-03-26,1438.3849,1508.9230,1579.4611
2013-03-25,1433.6843,1506.4952,1579.3060
2013-03-22,1429.1533,1504.2975,1579.4417
2013-03-21,1425.6728,1502.1270,1578.5812
2013-03-20,1422.4267,1500.1995,1577.9723
2013-03-19,1420.7031,1498.2825,1575.8619
2013-03-18,1418.3196,1496.4070,1574.4943
2013-03-15,1416.9173,1494.6518,1572.3863
2013-03-14,1414.9649,1492.4795,1569.9941
2013-03-13,1412.1076,1489.9853,1567.8630
2013-03-12,1409.6400,1487.7342,1565.8283
2013-03-11,1407.9744,1485.6675,1563.3606
