time,SlowD,SlowK
2016-12-14,86.4975,73.1361
2016-12-13,94.3795,93.2142
2016-12-12,94.8395,93.1420
2016-12-09,92.3752,96.7821
2016-12-08,79.5234,94.5943
2016-12-07,58.5863,85.7491
2016-12-06,35.8389,58.2268
2016-12-05,26.3719,31.7830
2016-12-02,30.5134,17.5069
2016-12-01,48.0857,29.8260
2016-11-30,66.6452,44.2073
2016-11-29,84.5772,70.2239
2016-11-28,93.6582,85.5044
2016-11-25,95.0515,98.0032
2016-11-23,92.6189,97.4669
2016-11-22,88.6307,89.6843
2016-11-21,89.4898,90.7055
2016-11-18,86.8784,85.5023
2016-11-17,85.4872,92.2617
2016-11-16,80.5440,82.8712
2016-11-15,81.2742,81.3288
2016-11-14,83.6582,77.4321
2016-11-11,88.9020,85.0617
2016-11-10,81.6843,88.4807
2016-11-09,64.1903,93.1636
2016-11-08,34.9587,63.4087
2016-11-07,18.4605,35.9986
2016-11-04,12.7639,5.4690
2016-11-03,18.6307,13.9140
2016-11-02,19.8823,18.9087
2016-11-01,21.3188,23.0694
2016-10-31,25.0368,17.6688
2016-10-28,38.7827,23.2181
2016-10-27,54.2195,34.2236
2016-10-26,67.6970,58.9065
2016-10-25,72.9237,69.5285
2016-10-24,74.8876,74.6558
2016-10-21,70.3483,74.5868
2016-10-20,59.9972,75.4201
2016-10-19,44.9584,61.0379
2016-10-18,34.7379,43.5337
2016-10-17,28.8060,30.3037
2016-10-14,32.2061,30.3764
2016-10-13,37.7111,25.7379
2016-10-12,48.5631,40.5039
2016-10-11,51.5433,46.8916
2016-10-10,49.7475,58.2937
2016-10-07,44.6685,49.4445
2016-10-06,45.7539,41.5041
2016-10-05,50.4906,43.0570
2016-10-04,56.8602,52.7005
2016-10-03,56.8153,55.7144
2016-09-30,54.3465,62.1657
2016-09-29,48.3622,52.5659
2016-09-28,50.4523,48.3080
2016-09-27,62.6692,44.2129
2016-09-26,75.5427,58.8361
2016-09-23,79.4057,84.9586
2016-09-22,69.0072,82.8333
2016-09-21,59.0295,70.4251
2016-09-20,47.9753,53.7632
2016-09-19,38.7119,52.9001
2016-09-16,29.9295,37.2625
2016-09-15,25.2371,25.9729
2016-09-14,31.7706,26.5531
2016-09-13,42.1528,23.1854
2016-09-12,64.7346,45.5734
2016-09-09,80.2696,57.6995
2016-09-08,86.2283,90.9310
2016-09-07,74.2917,92.1784
2016-09-06,59.1281,75.5756
2016-09-02,51.2638,55.1210
2016-09-01,48.8686,46.6877
2016-08-31,44.2214,51.9827
2016-08-30,33.1846,47.9354
2016-08-29,28.7910,32.7460
2016-08-26,36.6582,18.8722
2016-08-25,53.7976,34.7547
2016-08-24,65.5692,56.3478
2016-08-23,67.6874,70.2905
2016-08-22,61.5437,70.0693
2016-08-19,56.5898,62.7025
2016-08-18,56.2077,51.8592
2016-08-17,65.9147,55.2077
2016-08-16,71.6406,61.5561
2016-08-15,76.3482,80.9804
2016-08-12,74.7491,72.3853
2016-08-11,80.7446,75.6790
2016-08-10,82.4365,76.1829
2016-08-09,80.0495,90.3720
2016-08-08,65.2408,80.7546
2016-08-05,54.4108,69.0220
2016-08-04,50.5860,45.9458
2016-08-03,58.6471,48.2647
2016-08-02,64.3332,57.5476
2016-08-01,64.5639,70.1291
2016-07-29,59.3190,65.3230
2016-07-28,61.1840,58.2398
2016-07-27,64.0650,54.3944
2016-07-26,71.5462,70.9178
2016-07-25,71.3569,66.8828
2016-07-22,77.5584,76.8380
2016-07-21,79.7273,70.3499
2016-07-20,85.6838,85.4872
2016-07-19,86.7408,83.3447
2016-07-18,90.2426,88.2196
2016-07-15,92.0940,88.6581
2016-07-14,94.1167,93.8502
2016-07-13,91.6751,93.7738
2016-07-12,88.7118,94.7262
2016-07-11,83.5846,86.5253
2016-07-08,83.8227,84.8841
2016-07-07,85.6288,79.3443
2016-07-06,87.5900,87.2398
2016-07-05,80.4116,90.3023
2016-07-01,62.4012,85.2278
2016-06-30,39.5238,65.7048
2016-06-29,30.2086,36.2709
2016-06-28,37.6460,16.5957
2016-06-27,59.4887,37.7592
2016-06-24,70.4302,58.5831
2016-06-23,71.5315,82.1236
2016-06-22,61.4570,70.5839
2016-06-21,49.5003,61.8870
2016-06-20,37.7994,51.9002
2016-06-17,24.4019,34.7137
2016-06-16,17.4168,26.7842
2016-06-15,20.3768,11.7077
2016-06-14,38.8634,13.7586
2016-06-13,63.2493,35.6641
2016-06-10,80.3812,67.1677
2016-06-09,84.0847,86.9163
2016-06-08,83.5142,87.0595
2016-06-07,82.5708,78.2782
2016-06-06,86.5058,85.2048
2016-06-03,88.1319,84.2295
2016-06-02,90.9879,90.0831
2016-06-01,92.6437,90.0831
2016-05-31,93.5534,92.7976
2016-05-27,89.6018,95.0504
2016-05-26,80.8480,92.8122
2016-05-25,65.8905,80.9427
2016-05-24,52.4045,68.7890
2016-05-23,38.2581,47.9398
2016-05-20,33.9097,40.4847
2016-05-19,29.2766,26.3498
2016-05-18,33.7159,34.8947
2016-05-17,35.1614,26.5852
2016-05-16,49.4441,39.6677
2016-05-13,58.9994,39.2314
2016-05-12,67.0521,69.4333
2016-05-11,55.5343,68.3334
2016-05-10,39.8685,63.3895
2016-05-09,23.9688,34.8799
2016-05-06,22.8847,21.3362
2016-05-05,28.2024,15.6902
2016-05-04,34.4607,31.6277
2016-05-03,36.0630,37.2892
2016-05-02,37.4386,34.4651
2016-04-29,41.5119,36.4348
2016-04-28,42.7960,41.4158
2016-04-27,43.0179,46.6851
2016-04-26,46.6214,40.2870
2016-04-25,57.1948,42.0815
2016-04-22,72.9193,57.4955
2016-04-21,84.4333,72.0072
2016-04-20,90.8882,89.2552
2016-04-19,91.4875,92.0374
2016-04-18,90.9427,91.3720
2016-04-15,83.3915,91.0530
2016-04-14,68.8189,90.4031
2016-04-13,47.3942,68.7183
2016-04-12,38.7206,47.3351
2016-04-11,34.2545,26.1293
2016-04-08,43.6602,42.6976
2016-04-07,49.8734,33.9366
2016-04-06,66.4393,54.3465
2016-04-05,76.4804,61.3372
2016-04-04,84.2174,83.6343
2016-04-01,80.9405,84.4697
2016-03-31,72.5012,84.5483
2016-03-30,58.1366,73.8036
2016-03-29,52.0991,59.1516
2016-03-28,57.1482,41.4545
2016-03-24,73.8580,55.6911
2016-03-23,86.2268,74.2991
2016-03-22,92.0704,91.5839
2016-03-21,91.0725,92.7973
2016-03-18,89.8982,91.8299
2016-03-17,89.8583,88.5901
2016-03-16,87.1841,89.2744
2016-03-15,78.3205,91.7104
2016-03-14,60.4532,80.5674
2016-03-11,50.6132,62.6836
2016-03-10,52.3725,38.1086
2016-03-09,70.5008,51.0475
2016-03-08,85.4419,67.9615
2016-03-07,96.0584,92.4933
2016-03-04,93.8048,95.8707
2016-03-03,88.1341,99.8111
2016-03-02,81.1262,85.7325
2016-03-01,80.1849,78.8587
2016-02-29,77.9382,78.7874
2016-02-26,75.5618,82.9085
2016-02-25,73.7095,72.1185
2016-02-24,80.1687,71.6583
2016-02-23,86.6027,77.3517
2016-02-22,92.5877,91.4960
2016-02-19,92.4282,90.9604
2016-02-18,83.7399,95.3067
2016-02-17,65.1455,91.0175
2016-02-16,42.1521,64.8954
2016-02-12,28.4168,39.5236
2016-02-11,21.6686,22.0373
2016-02-10,24.4862,23.6896
2016-02-09,30.1270,19.2790
2016-02-08,40.6024,30.4900
2016-02-05,50.8802,40.6119
2016-02-04,62.9223,50.7054
2016-02-03,72.2595,61.3233
2016-02-02,73.6623,76.7383
2016-02-01,69.3262,78.7169
2016-01-29,66.6029,65.5319
2016-01-28,72.7949,63.7299
2016-01-27,74.2334,70.5469
2016-01-26,69.7306,84.1078
2016-01-25,53.4601,68.0454
2016-01-22,40.0902,57.0384
2016-01-21,32.4551,35.2965
2016-01-20,29.6792,27.9356
2016-01-19,30.4293,34.1331
2016-01-15,25.3366,26.9689
2016-01-14,22.5286,30.1859
2016-01-13,15.2559,18.8552
2016-01-12,10.9519,18.5448
2016-01-11,9.6889,8.3676
2016-01-08,14.2146,5.9433
2016-01-07,18.3750,14.7557
2016-01-06,22.3024,21.9448
2016-01-05,31.5835,18.4243
2016-01-04,51.0911,26.5382
2015-12-31,71.8909,49.7880
2015-12-30,83.6334,76.9473
2015-12-29,82.4119,88.9373
2015-12-28,69.6857,85.0157
2015-12-24,50.6813,73.2825
2015-12-23,36.8264,50.7590
2015-12-22,38.6423,28.0024
2015-12-21,52.8072,31.7177
2015-12-18,62.9194,56.2066
2015-12-17,54.7294,70.4972
2015-12-16,38.4201,62.0543
2015-12-15,23.4152,31.6367
2015-12-14,21.8750,21.5692
2015-12-11,26.8770,17.0398
2015-12-10,40.0925,27.0160
2015-12-09,47.4757,36.5753
2015-12-08,46.4240,56.6861
2015-12-07,40.6775,49.1657
2015-12-04,40.5741,33.4202
2015-12-03,52.9638,39.4466
2015-12-02,60.1941,48.8554
2015-12-01,69.0058,70.5895
2015-11-30,71.1836,61.1375
2015-11-27,78.7826,75.2905
2015-11-25,82.7091,77.1227
2015-11-24,88.0071,83.9344
2015-11-23,86.1596,87.0700
2015-11-20,78.6227,93.0169
2015-11-19,58.4361,78.3917
2015-11-18,38.0785,64.4595
2015-11-17,18.6580,32.4571
2015-11-16,12.9844,17.3188
2015-11-13,14.6773,6.1981
2015-11-12,23.9603,15.4363
2015-11-11,33.0923,22.3975
2015-11-10,44.3942,34.0471
2015-11-09,55.7952,42.8323
2015-11-06,68.7148,56.3031
2015-11-05,76.6983,68.2502
2015-11-04,81.0856,81.5909
2015-11-03,81.5304,80.2536
2015-11-02,84.6445,81.4122
2015-10-30,86.8576,82.9254
2015-10-29,87.7507,89.5958
2015-10-28,88.0947,88.0517
2015-10-27,85.2175,85.6045
2015-10-26,82.0545,90.6280
2015-10-23,77.8032,79.4201
2015-10-22,82.4335,76.1155
2015-10-21,89.9862,77.8741
2015-10-20,88.1842,93.3110
2015-10-19,76.8334,98.7736
2015-10-16,63.1420,72.4679
2015-10-15,66.3036,59.2588
2015-10-14,78.1051,57.6992
2015-10-13,90.6766,81.9527
2015-10-12,94.8042,94.6634
2015-10-09,94.7718,95.4138
2015-10-08,94.8554,94.3355
2015-10-07,92.5541,94.5662
2015-10-06,85.8680,95.6646
2015-10-05,69.3759,87.4314
2015-10-02,48.8519,74.5081
2015-10-01,29.5557,46.1883
2015-09-30,21.2374,25.8593
2015-09-29,20.5060,16.6194
2015-09-28,20.9714,21.2334
2015-09-25,18.9180,23.6652
2015-09-24,16.3913,18.0155
2015-09-23,21.0484,15.0734
2015-09-22,35.2082,16.0851
2015-09-21,56.3712,31.9868
2015-09-18,69.9553,57.5526
2015-09-17,71.4199,79.5742
2015-09-16,62.6053,72.7391
2015-09-15,55.8322,61.9465
2015-09-14,55.7499,53.1303
2015-09-11,55.1212,52.4198
2015-09-10,56.2111,61.6996
2015-09-09,49.5890,51.2442
2015-09-08,47.8240,55.6895
2015-09-04,47.9096,41.8333
2015-09-03,57.6926,45.9493
2015-09-02,70.3449,55.9463
2015-09-01,74.3225,71.1822
2015-08-31,62.5444,83.9063
2015-08-28,39.7322,67.8790
2015-08-27,18.3660,35.8480
2015-08-26,7.6478,15.4696
2015-08-25,5.5542,3.7806
2015-08-24,17.0514,3.6934
2015-08-21,39.5948,9.1885
2015-08-20,65.4736,38.2724
2015-08-19,78.4929,71.3234
2015-08-18,76.5630,86.8250
2015-08-17,65.2483,77.3304
2015-08-14,59.5743,65.5337
2015-08-13,53.1463,52.8809
2015-08-12,49.2284,60.3083
2015-08-11,38.9989,46.2498
2015-08-10,33.5367,41.1271
2015-08-07,34.6016,29.6198
2015-08-06,43.1652,29.8632
2015-08-05,59.8142,44.3217
2015-08-04,73.9017,55.3108
2015-08-03,81.5006,79.8101
2015-07-31,70.9914,86.5843
2015-07-30,49.3521,78.1073
2015-07-29,25.6752,48.2826
2015-07-28,13.2558,21.6663
2015-07-27,15.3235,7.0766
2015-07-24,30.7652,11.0247
2015-07-23,53.4655,27.8691
2015-07-22,75.5167,53.4019
2015-07-21,89.3506,79.1254
2015-07-20,94.6258,94.0228
2015-07-17,94.7456,94.9035
2015-07-16,93.7428,94.9512
2015-07-15,84.0868,94.3821
2015-07-14,64.4394,91.8951
2015-07-13,46.6055,65.9832
2015-07-10,38.7022,35.4399
2015-07-09,44.5817,38.3935
2015-07-08,43.2984,42.2731
2015-07-07,38.5519,53.0784
2015-07-06,26.0373,34.5436
2015-07-02,17.7437,28.0336
2015-07-01,10.7328,15.5347
2015-06-30,10.4819,9.6628
2015-06-29,19.7948,7.0010
2015-06-26,39.2636,14.7820
2015-06-25,61.0827,37.6014
2015-06-24,75.7216,65.4073
2015-06-23,78.9157,80.2392
2015-06-22,75.6904,81.5184
2015-06-19,65.2221,74.9896
2015-06-18,55.3209,70.5633
2015-06-17,50.1923,50.1134
2015-06-16,57.7101,45.2861
2015-06-15,62.9318,55.1774
2015-06-12,55.3857,72.6666
2015-06-11,35.1901,60.9515
2015-06-10,18.1226,32.5389
2015-06-09,17.6539,12.0800
2015-06-08,26.1020,9.7489
2015-06-05,39.4733,31.1328
2015-06-04,41.3114,37.4244
2015-06-03,43.6012,49.8628
2015-06-02,44.1849,36.6470
2015-06-01,47.9766,44.2937
2015-05-29,46.9484,51.6140
2015-05-28,44.5747,48.0219
2015-05-27,50.0659,41.2092
2015-05-26,62.8098,44.4929
2015-05-22,76.2583,64.4955
2015-05-21,85.5770,79.4411
2015-05-20,91.3650,84.8383
2015-05-19,90.9755,92.4517
2015-05-18,84.2380,96.8049
2015-05-15,73.3980,83.6699
2015-05-14,70.9186,72.2393
2015-05-13,69.4907,64.2847
2015-05-12,64.9241,76.2317
2015-05-11,49.3221,67.9559
2015-05-08,41.7284,50.5848
2015-05-07,44.4222,29.4256
2015-05-06,52.9482,45.1749
2015-05-05,51.0513,58.6662
2015-05-04,45.1545,55.0035
2015-05-01,44.3518,39.4843
2015-04-30,54.5757,40.9756
2015-04-29,66.1130,52.5956
2015-04-28,78.2405,70.1560
2015-04-27,81.3812,75.5872
2015-04-24,81.2227,88.9782
2015-04-23,68.9184,79.5781
2015-04-22,61.1739,75.1117
2015-04-21,56.5933,52.0653
2015-04-20,64.5101,56.3448
2015-04-17,68.7591,61.3697
2015-04-16,72.7599,75.8158
2015-04-15,75.1222,69.0917
2015-04-14,82.5276,73.3723
2015-04-13,85.0236,82.9026
2015-04-10,82.7004,91.3080
2015-04-09,73.6719,80.8602
2015-04-08,64.2570,75.9332
2015-04-07,52.4497,64.2224
2015-04-06,46.7457,52.6156
2015-04-02,43.7698,40.5112
2015-04-01,41.7442,47.1103
2015-03-31,30.2330,43.6880
2015-03-30,23.6478,34.4343
2015-03-27,27.3892,12.5768
2015-03-26,48.4234,23.9322
2015-03-25,67.5382,45.6584
2015-03-24,80.3319,75.6795
2015-03-23,82.3237,81.2767
2015-03-20,85.3653,84.0395
2015-03-19,81.0948,81.6550
2015-03-18,73.1730,90.4014
2015-03-17,51.3778,71.2280
2015-03-16,32.4959,57.8895
2015-03-13,16.0804,25.0159
2015-03-12,11.4103,14.5822
2015-03-11,13.3784,8.6431
2015-03-10,16.4889,11.0058
2015-03-09,22.8887,20.4863
2015-03-06,32.5360,17.9747
2015-03-05,42.0759,30.2052
2015-03-04,50.8116,49.4281
2015-03-03,52.8186,46.5945
2015-03-02,65.0356,56.4121
2015-02-27,76.4402,55.4492
2015-02-26,89.8931,83.2456
2015-02-25,93.3042,90.6257
2015-02-24,94.2590,95.8080
2015-02-23,93.4209,93.4788
2015-02-20,94.9684,93.4903
2015-02-19,96.9159,93.2935
2015-02-18,97.3909,98.1215
2015-02-17,95.0782,99.3326
2015-02-13,86.6360,94.7186
2015-02-12,79.4164,91.1835
2015-02-11,74.4231,74.0059
2015-02-10,78.9027,73.0598
2015-02-09,85.7103,76.2037
2015-02-06,87.1264,87.4447
2015-02-05,76.6185,93.4825
2015-02-04,57.8584,80.4521
2015-02-03,36.9306,55.9208
2015-02-02,26.9367,37.2023
2015-01-30,28.0738,17.6686
2015-01-29,44.8561,25.9394
2015-01-28,66.0789,40.6134
2015-01-27,82.4353,68.0156
2015-01-26,85.9653,89.6077
2015-01-23,76.4545,89.6826
2015-01-22,57.7926,78.6054
2015-01-21,40.6016,61.0753
2015-01-20,27.4985,33.6969
2015-01-16,28.4315,27.0326
2015-01-15,36.3307,21.7659
2015-01-14,52.3772,36.4960
2015-01-13,61.9766,50.7303
2015-01-12,59.9248,69.9051
2015-01-09,42.2635,65.2943
2015-01-08,24.9914,44.5749
2015-01-07,13.7489,16.9214
2015-01-06,11.9017,13.4780
2015-01-05,18.1053,10.8472
2015-01-02,34.6186,11.3798
2014-12-31,60.4954,32.0889
2014-12-30,80.3848,60.3873
2014-12-29,92.1972,89.0100
2014-12-26,94.6292,91.7572
2014-12-24,96.5939,95.8245
2014-12-23,91.5157,96.3059
2014-12-22,75.9489,97.6515
2014-12-19,49.8678,80.5898
2014-12-18,24.0730,49.6055
2014-12-17,10.8110,19.4080
2014-12-16,6.9478,3.2054
2014-12-15,14.7770,9.8194
2014-12-12,21.0011,7.8186
2014-12-11,37.1014,26.6928
2014-12-10,49.5613,28.4918
2014-12-09,68.8940,56.1195
2014-12-08,76.6336,64.0726
2014-12-05,74.4216,86.4899
2014-12-04,60.7556,79.3385
2014-12-03,52.9260,57.4366
2014-12-02,59.5089,45.4917
2014-12-01,74.1335,55.8497
2014-11-28,83.3697,77.1852
2014-11-26,86.1402,89.3655
2014-11-25,82.3938,83.5585
2014-11-24,81.1186,85.4967
2014-11-21,77.4780,78.1262
2014-11-20,75.0698,79.7331
2014-11-19,70.3752,74.5749
2014-11-18,69.5063,70.9014
2014-11-17,73.6141,65.6492
2014-11-14,82.9484,71.9683
2014-11-13,90.7188,83.2247
2014-11-12,95.2536,93.6521
2014-11-11,96.2435,95.2795
2014-11-10,94.9947,96.8293
2014-11-07,92.1497,96.6216
2014-11-06,89.5496,91.5333
2014-11-05,90.1303,88.2943
2014-11-04,91.3410,88.8213
2014-11-03,92.3993,93.2753
2014-10-31,92.2426,91.9264
2014-10-30,94.1178,91.9962
2014-10-29,94.6953,92.8053
2014-10-28,93.5684,97.5518
2014-10-27,90.8451,93.7287
2014-10-24,90.5362,89.4248
2014-10-23,90.7420,89.3819
2014-10-22,83.9791,92.8020
2014-10-21,68.2608,90.0421
2014-10-20,46.0957,69.0933
2014-10-17,26.9614,45.6470
2014-10-16,12.4936,23.5469
2014-10-15,5.3517,11.6904
2014-10-14,11.3128,2.2435
2014-10-13,22.3557,2.1211
2014-10-10,40.1017,29.5738
2014-10-09,47.3431,35.3721
2014-10-08,54.4153,55.3593
2014-10-07,48.4246,51.2981
2014-10-06,38.4852,56.5885
2014-10-03,27.3504,37.3871
2014-10-02,26.0763,21.4801
2014-10-01,27.5403,23.1841
2014-09-30,29.5390,33.5646
2014-09-29,23.7300,25.8723
2014-09-26,24.6945,29.1800
2014-09-25,27.8745,16.1375
2014-09-24,46.1914,28.7661
2014-09-23,64.0420,38.7198
2014-09-22,79.4482,71.0884
2014-09-19,76.0617,82.3180
2014-09-18,63.1594,84.9382
2014-09-17,46.3126,60.9289
2014-09-16,39.6900,43.6110
2014-09-15,38.2621,34.3979
2014-09-12,39.4387,41.0611
2014-09-11,42.6731,39.3274
2014-09-10,48.7197,37.9275
2014-09-09,55.2413,50.7645
2014-09-08,56.5735,57.4671
2014-09-05,61.6682,57.4922
2014-09-04,67.2770,54.7611
2014-09-03,73.8356,72.7513
2014-09-02,73.6367,74.3186
2014-08-29,75.9305,74.4369
2014-08-28,78.9391,72.1547
2014-08-27,84.2485,81.1999
2014-08-26,87.5889,83.4626
2014-08-25,91.8870,88.0828
2014-08-22,95.0802,91.2212
2014-08-21,94.9224,96.3570
2014-08-20,93.2702,97.6622
2014-08-19,90.8161,90.7480
2014-08-18,90.3697,91.4004
2014-08-15,87.5078,90.2998
2014-08-14,82.1425,89.4089
2014-08-13,70.4464,82.8148
2014-08-12,53.8664,74.2038
2014-08-11,33.4449,54.3207
2014-08-08,21.9260,33.0747
2014-08-07,17.0945,12.9395
2014-08-06,17.8761,19.7637
2014-08-05,15.6468,18.5802
2014-08-04,13.6055,15.2843
2014-08-01,18.0154,13.0759
2014-07-31,25.6789,12.4564
2014-07-30,42.2024,28.5140
2014-07-29,58.3988,36.0663
2014-07-28,76.7549,62.0270
2014-07-25,83.6562,77.1030
2014-07-24,84.0236,91.1348
2014-07-23,70.5766,82.7308
2014-07-22,63.1244,78.2051
2014-07-21,55.9611,50.7938
2014-07-18,66.9223,60.3742
2014-07-17,69.6381,56.7153
2014-07-16,69.9366,83.6775
2014-07-15,56.9538,68.5216
2014-07-14,45.6184,57.6106
2014-07-11,41.7951,44.7293
2014-07-10,47.6416,34.5153
2014-07-09,64.8983,46.1408
2014-07-08,79.7787,62.2687
2014-07-07,85.5756,86.2855
2014-07-03,81.2533,90.7818
2014-07-02,71.9750,79.6594
2014-07-01,65.5194,73.3186
2014-06-30,57.5910,62.9470
2014-06-27,57.8257,60.2926
2014-06-26,63.2372,49.5333
2014-06-25,79.0988,63.6512
2014-06-24,90.4660,76.5271
2014-06-23,94.4154,97.1181
2014-06-20,85.8409,97.7528
2014-06-19,70.0822,88.3752
2014-06-18,51.4304,71.3948
2014-06-17,40.2617,50.4766
2014-06-16,41.8715,32.4197
2014-06-13,57.7082,37.8890
2014-06-12,75.6935,55.3058
2014-06-11,88.7524,79.9298
2014-06-10,94.4473,91.8448
2014-06-09,95.1898,94.4826
2014-06-06,95.1816,97.0146
2014-06-05,94.6059,94.0723
2014-06-04,95.9917,94.4578
2014-06-03,96.4081,95.2875
2014-06-02,96.6212,98.2298
2014-05-30,95.6087,95.7069
2014-05-29,95.3476,95.9269
2014-05-28,94.7828,95.1922
2014-05-27,86.9424,94.9237
2014-05-23,75.7757,94.2324
2014-05-22,58.3780,71.6711
2014-05-21,47.5245,61.4236
2014-05-20,40.5451,42.0393
2014-05-19,45.5746,39.1107
2014-05-16,60.1790,40.4853
2014-05-15,74.6183,57.1279
2014-05-14,79.2166,82.9240
2014-05-13,70.7370,83.8030
2014-05-12,55.3018,70.9228
2014-05-09,46.6733,57.4853
2014-05-08,44.3655,37.4973
2014-05-07,57.9653,45.0374
2014-05-06,71.6678,50.5619
2014-05-05,84.4059,78.2967
2014-05-02,84.3244,86.1447
2014-05-01,72.5494,88.7761
2014-04-30,59.3236,78.0523
2014-04-29,51.9685,50.8198
2014-04-28,62.3051,49.0988
2014-04-25,75.6924,55.9871
2014-04-24,88.5375,81.8294
2014-04-23,91.6813,89.2605
2014-04-22,86.7036,94.5224
2014-04-21,72.9258,91.2608
2014-04-17,51.3302,74.3276
2014-04-16,30.2820,53.1889
2014-04-15,19.6228,26.4741
2014-04-14,20.3036,11.1831
2014-04-11,26.4204,21.2113
2014-04-10,24.4764,28.5163
2014-04-09,27.2413,29.5337
2014-04-08,39.5754,15.3791
2014-04-07,65.9290,36.8112
2014-04-04,85.2402,66.5359
2014-04-03,89.1230,94.4400
2014-04-02,74.5142,94.7446
2014-04-01,50.7995,78.1845
2014-03-31,32.6712,50.6135
2014-03-28,24.4057,23.6006
2014-03-27,30.6147,23.7994
2014-03-26,42.0205,25.8169
2014-03-25,57.0049,42.2276
2014-03-24,70.5438,58.0170
2014-03-21,73.3954,70.7701
2014-03-20,65.6381,82.8443
2014-03-19,44.6243,66.5718
2014-03-18,29.2929,47.4983
2014-03-17,22.0302,19.8028
2014-03-14,31.8463,20.5775
2014-03-13,46.0041,25.7103
2014-03-12,66.2974,49.2511
2014-03-11,80.0965,63.0509
2014-03-10,89.9295,86.5903
2014-03-07,85.7003,90.6485
2014-03-06,77.8142,92.5499
2014-03-05,67.7860,73.9026
2014-03-04,66.9266,66.9901
2014-03-03,66.9694,62.4653
2014-02-28,67.0319,71.3245
2014-02-27,63.0988,67.1184
2014-02-26,62.7511,62.6527
2014-02-25,62.0633,59.5252
2014-02-24,67.3197,66.0755
2014-02-21,71.9598,60.5894
2014-02-20,83.7849,75.2941
2014-02-19,90.1595,79.9959
2014-02-18,95.1485,96.0648
2014-02-14,94.8493,94.4178
2014-02-13,96.0136,94.9629
2014-02-12,93.4276,95.1673
2014-02-11,82.1855,97.9107
2014-02-10,62.0256,87.2049
2014-02-07,38.8029,61.4410
2014-02-06,26.4258,37.4310
2014-02-05,23.7988,17.5365
2014-02-04,27.9641,24.3099
2014-02-03,28.0550,29.5500
2014-01-31,22.9932,30.0324
2014-01-30,17.1906,24.5824
2014-01-29,13.4491,14.3646
2014-01-28,19.3635,12.6247
2014-01-27,34.3156,13.3582
2014-01-24,53.1244,32.1078
2014-01-23,67.7256,57.4810
2014-01-22,75.7485,69.7846
2014-01-21,81.6712,75.9112
2014-01-17,77.4618,81.5497
2014-01-16,71.6567,87.5528
2014-01-15,62.7626,63.2829
2014-01-14,67.4032,64.1344
2014-01-13,67.2541,60.8706
2014-01-10,61.3017,77.2047
2014-01-09,44.8545,63.6872
2014-01-08,28.9690,43.0132
2014-01-07,29.2119,27.8632
2014-01-06,41.8252,16.0306
2014-01-03,66.2034,43.7418
2014-01-02,81.6851,65.7032
2013-12-31,91.7784,89.1652
2013-12-30,94.8538,90.1870
2013-12-27,96.7261,95.9829
2013-12-26,96.2848,98.3913
2013-12-24,95.2465,95.8040
2013-12-23,88.1986,94.6591
2013-12-20,75.1749,95.2765
2013-12-19,51.8060,74.6602
2013-12-18,33.0639,55.5881
2013-12-17,17.0600,25.1696
2013-12-16,18.3967,18.4339
2013-12-13,31.0988,7.5766
2013-12-12,56.0070,29.1797
2013-12-11,67.5676,56.5400
2013-12-10,64.4001,82.3012
2013-12-09,46.4616,63.8616
2013-12-06,34.4637,47.0375
2013-12-05,30.1989,28.4856
2013-12-04,39.5420,27.8680
2013-12-03,56.4727,34.2430
2013-12-02,73.8180,56.5149
2013-11-29,84.2381,78.6603
2013-11-27,86.4279,86.2788
2013-11-26,78.8225,87.7753
2013-11-25,66.8966,85.2295
2013-11-22,55.8094,63.4626
2013-11-21,61.2446,51.9976
2013-11-20,74.1248,51.9681
2013-11-19,89.8934,79.7680
2013-11-18,93.7214,90.6385
2013-11-15,93.1172,99.2736
2013-11-14,88.0939,91.2520
2013-11-13,77.6914,88.8260
2013-11-12,67.4203,84.2036
2013-11-11,54.1869,60.0447
2013-11-08,56.1482,58.0127
2013-11-07,53.8030,44.5032
2013-11-06,52.8898,65.9288
2013-11-05,43.9787,50.9771
2013-11-04,46.7025,41.7634
2013-11-01,60.3062,39.1957
2013-10-31,79.1897,59.1485
2013-10-30,88.0519,82.5744
2013-10-29,87.2296,95.8461
2013-10-28,81.1320,85.7353
2013-10-25,81.1537,80.1072
2013-10-24,86.0648,77.5535
2013-10-23,92.6329,85.8003
2013-10-22,97.0826,94.8405
2013-10-21,96.3822,97.2579
2013-10-18,94.7971,99.1493
2013-10-17,92.5749,92.7395
2013-10-16,94.7950,92.5025
2013-10-15,88.5411,92.4825
2013-10-14,71.3497,99.4001
2013-10-11,43.1850,73.7408
2013-10-10,29.7129,40.9082
2013-10-09,30.5862,14.9059
2013-10-08,44.9520,33.3246
2013-10-07,52.3378,43.5281
2013-10-04,55.0343,58.0035
2013-10-03,47.7558,55.4819
2013-10-02,35.8762,51.6174
2013-10-01,23.3120,36.1681
2013-09-30,14.5795,19.8431
2013-09-27,10.6341,13.9248
2013-09-26,13.7033,9.9705
2013-09-25,26.6469,8.0068
2013-09-24,48.8312,23.1325
2013-09-23,71.4676,48.8013
2013-09-20,84.5648,74.5598
2013-09-19,89.3290,91.0417
2013-09-18,87.4393,88.0930
2013-09-17,89.2694,88.8522
2013-09-16,91.4868,85.3727
2013-09-13,96.1421,93.5831
2013-09-12,95.1424,95.5045
