time,ADX
2015-08-06,8.6252
2015-08-05,8.5621
2015-08-04,8.5525
2015-08-03,8.5077
2015-07-31,8.4622
2015-07-30,8.4570
2015-07-29,8.4390
2015-07-28,8.4207
2015-07-27,8.3514
2015-07-24,8.2196
2015-07-23,8.1216
2015-07-22,8.0817
2015-07-21,8.0742
2015-07-20,8.0825
2015-07-17,8.1155
2015-07-16,8.1358
2015-07-15,8.1413
2015-07-14,8.1118
2015-07-13,8.0743
2015-07-10,7.9969
2015-07-09,7.8484
2015-07-08,7.6711
2015-07-07,7.4909
2015-07-06,7.3075
2015-07-02,7.1577
2015-07-01,7.0385
2015-06-30,6.9092
2015-06-29,6.7476
2015-06-26,6.5841
2015-06-25,6.5218
2015-06-24,6.4768
2015-06-23,6.4507
2015-06-22,6.4574
2015-06-19,6.4642
2015-06-18,6.4438
2015-06-17,6.4230
2015-06-16,6.3346
2015-06-15,6.2116
2015-06-12,6.0651
2015-06-11,5.9672
2015-06-10,5.9100
2015-06-09,5.8289
2015-06-08,5.6631
2015-06-05,5.5137
2015-06-04,5.3802
2015-06-03,5.2657
2015-06-02,5.1970
2015-06-01,5.1115
2015-05-29,5.0345
2015-05-28,4.9630
2015-05-27,4.9135
2015-05-26,4.8631
2015-05-22,4.8089
2015-05-21,4.8330
2015-05-20,4.8575
2015-05-19,4.8824
2015-05-18,4.9134
2015-05-15,4.9410
2015-05-14,4.9447
2015-05-13,4.9408
2015-05-12,4.9016
2015-05-11,4.8455
2015-05-08,4.8408
2015-05-07,4.8360
2015-05-06,4.7522
2015-05-05,4.6670
2015-05-04,4.6366
2015-05-01,4.6689
2015-04-30,4.6615
2015-04-29,4.6446
2015-04-28,4.6863
2015-04-27,4.7288
2015-04-24,4.8089
2015-04-23,4.8726
2015-04-22,4.9387
2015-04-21,5.0071
2015-04-20,5.0867
2015-04-17,5.1505
2015-04-16,5.2113
2015-04-15,5.2432
2015-04-14,5.2756
2015-04-13,5.3473
2015-04-10,5.3925
2015-04-09,5.4531
2015-04-08,5.5421
2015-04-07,5.6199
2015-04-06,5.7071
2015-04-02,5.7875
2015-04-01,5.8255
2015-03-31,5.8505
2015-03-30,5.9285
2015-03-27,6.0078
2015-03-26,6.0096
2015-03-25,6.0115
2015-03-24,6.0566
2015-03-23,6.1256
2015-03-20,6.1551
2015-03-19,6.1878
2015-03-18,6.2659
2015-03-17,6.3453
2015-03-16,6.3991
2015-03-13,6.4537
2015-03-12,6.4552
2015-03-11,6.4568
2015-03-10,6.4046
2015-03-09,6.3640
2015-03-06,6.4039
2015-03-05,6.4444
2015-03-04,6.5349
2015-03-03,6.6268
2015-03-02,6.7083
2015-02-27,6.7713
2015-02-26,6.8498
2015-02-25,6.9296
2015-02-24,6.9917
2015-02-23,7.0596
2015-02-20,7.1516
2015-02-19,7.2451
2015-02-18,7.3646
2015-02-17,7.4872
2015-02-13,7.6119
2015-02-12,7.7267
2015-02-11,7.8193
2015-02-10,7.8700
2015-02-09,7.9138
2015-02-06,7.9148
2015-02-05,7.9368
2015-02-04,7.9327
2015-02-03,7.9019
2015-02-02,7.8572
2015-01-30,7.7214
2015-01-29,7.6134
2015-01-28,7.5036
2015-01-27,7.4217
2015-01-26,7.3847
2015-01-23,7.4027
2015-01-22,7.4470
2015-01-21,7.4922
2015-01-20,7.4567
2015-01-16,7.3904
2015-01-15,7.2953
2015-01-14,7.2070
2015-01-13,7.1076
2015-01-12,7.0570
2015-01-09,7.0434
2015-01-08,7.0727
2015-01-07,7.1015
2015-01-06,7.0197
2015-01-05,6.9364
2015-01-02,6.9196
2014-12-31,6.9872
2014-12-30,7.0932
2014-12-29,7.1551
2014-12-26,7.1968
2014-12-24,7.2419
2014-12-23,7.3036
2014-12-22,7.3688
2014-12-19,7.4594
2014-12-18,7.5543
2014-12-17,7.6624
2014-12-16,7.6203
2014-12-15,7.5774
2014-12-12,7.5629
2014-12-11,7.6107
2014-12-10,7.7341
2014-12-09,7.8597
2014-12-08,7.9527
2014-12-05,7.9740
2014-12-04,7.9316
2014-12-03,7.8953
2014-12-02,7.8415
2014-12-01,7.8105
2014-11-28,7.7885
2014-11-26,7.7058
2014-11-25,7.6293
2014-11-24,7.5515
2014-11-21,7.4845
2014-11-20,7.4165
2014-11-19,7.4010
2014-11-18,7.3905
2014-11-17,7.3759
2014-11-14,7.4014
2014-11-13,7.4299
2014-11-12,7.4590
2014-11-11,7.5064
2014-11-10,7.5435
2014-11-07,7.5890
2014-11-06,7.6486
2014-11-05,7.7171
2014-11-04,7.8103
2014-11-03,7.9287
2014-10-31,8.0092
2014-10-30,8.1099
2014-10-29,8.2242
2014-10-28,8.3149
2014-10-27,8.3866
2014-10-24,8.3914
2014-10-23,8.3963
2014-10-22,8.3901
2014-10-21,8.3407
2014-10-20,8.2665
2014-10-17,8.0521
2014-10-16,7.8068
2014-10-15,7.4658
2014-10-14,7.1112
2014-10-13,6.8835
2014-10-10,6.6587
2014-10-09,6.5264
2014-10-08,6.4635
2014-10-07,6.3997
2014-10-06,6.3680
2014-10-03,6.4222
2014-10-02,6.4499
2014-10-01,6.3968
2014-09-30,6.4024
2014-09-29,6.5007
2014-09-26,6.6042
2014-09-25,6.7134
2014-09-24,6.8245
2014-09-23,6.8826
2014-09-22,6.9599
2014-09-19,7.0020
2014-09-18,6.9729
2014-09-17,6.9712
2014-09-16,6.9760
2014-09-15,7.0156
2014-09-12,7.1206
2014-09-11,7.2194
2014-09-10,7.2944
2014-09-09,7.3750
2014-09-08,7.4497
2014-09-05,7.4763
2014-09-04,7.5033
2014-09-03,7.5198
2014-09-02,7.5114
2014-08-29,7.5150
2014-08-28,7.5293
2014-08-27,7.5623
2014-08-26,7.5713
2014-08-25,7.5700
2014-08-22,7.5802
2014-08-21,7.6222
2014-08-20,7.6562
2014-08-19,7.7142
2014-08-18,7.7960
2014-08-15,7.9204
2014-08-14,8.0306
2014-08-13,8.1066
2014-08-12,8.1555
2014-08-11,8.1679
2014-08-08,8.1996
2014-08-07,8.1777
2014-08-06,8.1398
2014-08-05,8.1255
2014-08-04,8.1194
2014-08-01,8.1404
2014-07-31,8.1380
2014-07-30,8.1887
2014-07-29,8.2851
2014-07-28,8.3499
2014-07-25,8.4294
2014-07-24,8.4790
2014-07-23,8.4771
2014-07-22,8.4837
2014-07-21,8.5021
2014-07-18,8.5576
2014-07-17,8.6140
2014-07-16,8.6714
2014-07-15,8.6397
2014-07-14,8.6128
2014-07-11,8.5645
2014-07-10,8.5573
2014-07-09,8.5500
2014-07-08,8.4863
2014-07-07,8.4216
2014-07-03,8.2824
2014-07-02,8.1361
2014-07-01,8.0183
2014-06-30,7.8986
2014-06-27,7.8279
2014-06-26,7.7662
2014-06-25,7.7091
2014-06-24,7.6385
2014-06-23,7.5628
2014-06-20,7.4382
2014-06-19,7.3101
2014-06-18,7.1934
2014-06-17,7.0819
2014-06-16,7.0164
2014-06-13,6.9586
2014-06-12,6.9132
2014-06-11,6.8670
2014-06-10,6.7593
2014-06-09,6.6299
2014-06-06,6.4874
2014-06-05,6.3621
2014-06-04,6.2599
2014-06-03,6.2001
2014-06-02,6.1515
2014-05-30,6.1020
2014-05-29,6.0580
2014-05-28,6.0266
2014-05-27,6.0133
2014-05-23,6.0072
2014-05-22,6.0384
2014-05-21,6.0872
2014-05-20,6.1630
2014-05-19,6.2539
2014-05-16,6.3311
2014-05-15,6.4365
2014-05-14,6.5436
2014-05-13,6.5683
2014-05-12,6.5544
2014-05-09,6.5571
2014-05-08,6.6235
2014-05-07,6.6797
2014-05-06,6.7731
2014-05-05,6.8388
2014-05-02,6.9055
2014-05-01,6.9297
2014-04-30,6.9636
2014-04-29,7.0095
2014-04-28,7.0717
2014-04-25,7.1470
2014-04-24,7.1910
2014-04-23,7.1971
2014-04-22,7.2173
2014-04-21,7.2379
2014-04-17,7.3009
2014-04-16,7.3725
2014-04-15,7.4695
2014-04-14,7.5616
2014-04-11,7.6203
2014-04-10,7.6800
2014-04-09,7.7959
2014-04-08,7.8659
2014-04-07,7.9987
2014-04-04,8.1192
2014-04-03,8.1597
2014-04-02,8.1223
2014-04-01,8.0795
2014-03-31,8.0607
2014-03-28,8.0785
2014-03-27,8.1268
2014-03-26,8.2163
2014-03-25,8.2657
2014-03-24,8.3307
2014-03-21,8.3968
2014-03-20,8.4090
2014-03-19,8.4586
2014-03-18,8.5092
2014-03-17,8.5262
2014-03-14,8.5841
2014-03-13,8.6791
2014-03-12,8.7667
2014-03-11,8.8058
2014-03-10,8.8065
2014-03-07,8.8230
2014-03-06,8.8252
2014-03-05,8.8127
2014-03-04,8.8183
2014-03-03,8.8250
2014-02-28,8.8961
2014-02-27,8.9154
2014-02-26,8.9830
2014-02-25,9.0586
2014-02-24,9.1355
2014-02-21,9.2137
2014-02-20,9.3382
2014-02-19,9.4770
2014-02-18,9.6092
2014-02-14,9.7138
2014-02-13,9.8243
2014-02-12,9.9770
2014-02-11,10.1075
2014-02-10,10.2508
2014-02-07,10.3661
2014-02-06,10.4761
2014-02-05,10.4930
2014-02-04,10.4320
2014-02-03,10.3898
2014-01-31,10.3468
2014-01-30,10.4184
2014-01-29,10.5097
2014-01-28,10.5659
2014-01-27,10.6572
2014-01-24,10.7501
2014-01-23,10.9122
2014-01-22,10.9895
2014-01-21,10.9683
2014-01-17,10.9468
2014-01-16,10.9375
2014-01-15,10.9033
2014-01-14,10.8675
2014-01-13,10.8750
2014-01-10,10.8826
2014-01-09,10.8081
2014-01-08,10.7324
2014-01-07,10.6671
2014-01-06,10.6006
2014-01-03,10.5435
2014-01-02,10.4599
2013-12-31,10.3748
2013-12-30,10.2176
2013-12-27,10.0811
2013-12-26,9.9372
2013-12-24,9.7977
2013-12-23,9.6877
2013-12-20,9.5879
2013-12-19,9.5069
2013-12-18,9.4697
2013-12-17,9.4320
2013-12-16,9.4838
2013-12-13,9.5346
2013-12-12,9.6304
2013-12-11,9.7279
2013-12-10,9.7936
2013-12-09,9.7624
2013-12-06,9.7096
2013-12-05,9.6760
2013-12-04,9.6922
2013-12-03,9.7086
2013-12-02,9.6848
2013-11-29,9.6093
2013-11-27,9.5061
2013-11-26,9.4202
2013-11-25,9.3329
2013-11-22,9.2452
2013-11-21,9.1674
2013-11-20,9.1154
2013-11-19,9.0676
2013-11-18,8.9851
2013-11-15,8.8862
2013-11-14,8.7995
2013-11-13,8.7343
2013-11-12,8.7013
2013-11-11,8.7045
2013-11-08,8.6836
2013-11-07,8.6718
2013-11-06,8.6598
2013-11-05,8.5678
2013-11-04,8.4973
2013-11-01,8.3996
2013-10-31,8.3108
2013-10-30,8.2070
2013-10-29,8.0947
2013-10-28,7.9554
2013-10-25,7.8366
2013-10-24,7.7326
2013-10-23,7.6460
2013-10-22,7.5635
2013-10-21,7.4544
2013-10-18,7.3809
2013-10-17,7.3143
2013-10-16,7.2863
2013-10-15,7.2983
2013-10-14,7.3468
2013-10-11,7.3982
2013-10-10,7.4778
2013-10-09,7.5988
2013-10-08,7.6135
2013-10-07,7.6604
2013-10-04,7.7853
2013-10-03,7.9114
2013-10-02,8.0397
2013-10-01,8.1295
2013-09-30,8.2138
2013-09-27,8.3357
2013-09-26,8.4099
2013-09-25,8.4600
2013-09-24,8.5191
2013-09-23,8.5666
2013-09-20,8.6059
2013-09-19,8.5961
2013-09-18,8.5369
2013-09-17,8.4780
2013-09-16,8.5044
2013-09-13,8.5333
2013-09-12,8.6250
2013-09-11,8.7183
2013-09-10,8.8164
2013-09-09,8.9356
2013-09-06,9.0712
2013-09-05,9.1784
2013-09-04,9.3312
2013-09-03,9.4782
2013-08-30,9.6101
2013-08-29,9.6978
2013-08-28,9.7978
2013-08-27,9.8779
2013-08-26,9.9652
2013-08-23,10.1082
2013-08-22,10.2725
2013-08-21,10.4321
2013-08-20,10.5840
2013-08-19,10.7619
2013-08-16,10.9428
2013-08-15,11.0999
2013-08-14,11.2356
2013-08-13,11.2617
2013-08-12,11.2883
2013-08-09,11.3348
2013-08-08,11.3705
2013-08-07,11.3965
2013-08-06,11.4404
2013-08-05,11.4489
2013-08-02,11.4123
2013-08-01,11.3751
2013-07-31,11.3434
2013-07-30,11.3428
2013-07-29,11.3601
2013-07-26,11.3855
2013-07-25,11.4113
2013-07-24,11.4211
2013-07-23,11.4208
2013-07-22,11.3853
2013-07-19,11.3529
2013-07-18,11.3373
2013-07-17,11.3214
2013-07-16,11.3314
2013-07-15,11.3447
2013-07-12,11.3349
2013-07-11,11.3381
2013-07-10,11.3522
2013-07-09,11.4252
2013-07-08,11.5115
2013-07-05,11.6303
2013-07-03,11.7933
2013-07-02,11.9817
2013-07-01,12.1811
2013-06-28,12.3809
2013-06-27,12.5603
2013-06-26,12.7611
2013-06-25,12.9187
2013-06-24,13.0313
2013-06-21,13.1270
2013-06-20,13.2820
2013-06-19,13.4622
2013-06-18,13.5675
2013-06-17,13.6291
2013-06-14,13.7188
2013-06-13,13.8303
2013-06-12,13.9492
2013-06-11,14.0586
2013-06-10,14.1204
2013-06-07,14.1128
2013-06-06,14.1192
2013-06-05,14.2014
2013-06-04,14.2460
2013-06-03,14.2153
2013-05-31,14.2051
2013-05-30,14.1568
2013-05-29,14.0191
2013-05-28,13.8966
2013-05-24,13.7066
2013-05-23,13.5955
2013-05-22,13.4825
2013-05-21,13.2956
2013-05-20,13.0268
2013-05-17,12.7602
2013-05-16,12.5063
2013-05-15,12.2709
2013-05-14,12.0315
2013-05-13,11.8223
2013-05-10,11.6622
2013-05-09,11.5076
2013-05-08,11.3504
2013-05-07,11.1983
2013-05-06,11.0675
2013-05-03,10.9570
2013-05-02,10.8493
2013-05-01,10.8140
2013-04-30,10.7822
2013-04-29,10.7237
2013-04-26,10.6677
2013-04-25,10.6521
2013-04-24,10.6296
2013-04-23,10.6441
2013-04-22,10.6724
2013-04-19,10.7580
2013-04-18,10.8861
2013-04-17,11.0229
2013-04-16,11.1269
2013-04-15,11.1920
2013-04-12,11.2581
2013-04-11,11.1869
2013-04-10,11.0812
2013-04-09,11.0057
2013-04-08,10.9906
2013-04-05,11.0217
2013-04-04,11.0669
2013-04-03,11.0432
2013-04-02,11.0192
2013-04-01,10.9259
2013-03-28,10.8437
2013-03-27,10.7454
2013-03-26,10.6707
2013-03-25,10.5952
2013-03-22,10.5183
2013-03-21,10.4689
2013-03-20,10.4187
2013-03-19,10.3425
2013-03-18,10.2819
2013-03-15,10.1858
2013-03-14,10.0308
2013-03-13,9.8743
2013-03-12,9.7408
2013-03-11,9.6051
2013-03-08,9.4689
2013-03-07,9.3442
2013-03-06,9.2420
2013-03-05,9.1400
2013-03-04,9.0427
2013-03-01,9.0124
2013-02-28,9.0023
2013-02-27,8.9282
2013-02-26,8.8733
2013-02-25,8.9036
2013-02-22,8.9205
2013-02-21,8.8634
2013-02-20,8.8205
2013-02-19,8.7014
2013-02-15,8.5335
2013-02-14,8.3892
2013-02-13,8.2467
2013-02-12,8.0913
2013-02-11,7.9425
2013-02-08,7.8066
2013-02-07,7.6683
2013-02-06,7.5484
2013-02-05,7.3940
2013-02-04,7.2370
2013-02-01,7.0839
2013-01-31,6.9124
2013-01-30,6.7755
2013-01-29,6.6194
2013-01-28,6.4628
2013-01-25,6.3257
2013-01-24,6.1864
2013-01-23,6.0482
2013-01-22,5.9296
2013-01-18,5.8218
2013-01-17,5.7362
2013-01-16,5.6521
2013-01-15,5.6077
2013-01-14,5.5650
2013-01-11,5.5132
2013-01-10,5.4524
2013-01-09,5.3922
2013-01-08,5.3578
2013-01-07,5.3330
2013-01-04,5.2874
2013-01-03,5.2312
2013-01-02,5.1826
2012-12-31,5.1435
2012-12-28,5.2271
2012-12-27,5.2777
2012-12-26,5.3300
2012-12-24,5.4007
2012-12-21,5.4395
2012-12-20,5.4789
2012-12-19,5.4774
2012-12-18,5.4636
2012-12-17,5.4495
2012-12-14,5.4990
2012-12-13,5.5918
2012-12-12,5.6708
2012-12-11,5.7080
2012-12-10,5.7623
2012-12-07,5.8534
2012-12-06,5.9409
2012-12-05,6.0047
2012-12-04,6.0696
2012-12-03,6.1559
2012-11-30,6.2586
2012-11-29,6.3478
2012-11-28,6.4386
2012-11-27,6.4954
2012-11-26,6.5994
2012-11-23,6.7051
2012-11-21,6.8126
2012-11-20,6.8547
2012-11-19,6.8919
2012-11-16,6.9187
2012-11-15,6.8468
2012-11-14,6.7894
2012-11-13,6.7459
2012-11-12,6.7673
2012-11-09,6.8100
2012-11-08,6.8534
2012-11-07,6.9136
2012-11-06,7.0133
2012-11-05,7.0361
2012-11-02,7.1102
2012-11-01,7.1660
2012-10-31,7.2453
2012-10-26,7.3632
2012-10-25,7.4864
2012-10-24,7.6077
2012-10-23,7.7235
2012-10-22,7.8396
2012-10-19,7.9015
2012-10-18,7.9334
2012-10-17,7.8699
2012-10-16,7.8116
2012-10-15,7.7756
2012-10-12,7.7898
2012-10-11,7.8149
2012-10-10,7.8098
2012-10-09,7.8096
2012-10-08,7.7649
2012-10-05,7.6674
2012-10-04,7.5513
2012-10-03,7.4595
2012-10-02,7.3965
2012-10-01,7.3420
2012-09-28,7.2786
2012-09-27,7.2486
2012-09-26,7.2181
2012-09-25,7.2170
2012-09-24,7.1701
2012-09-21,7.0778
2012-09-20,6.9514
2012-09-19,6.8421
2012-09-18,6.6963
2012-09-17,6.5600
2012-09-14,6.4152
2012-09-13,6.2571
2012-09-12,6.1305
2012-09-11,6.0848
2012-09-10,6.0432
2012-09-07,6.0010
2012-09-06,5.9479
2012-09-05,5.9137
2012-09-04,5.9620
2012-08-31,6.0111
2012-08-30,6.0517
2012-08-29,6.1038
2012-08-28,6.1199
2012-08-27,6.1375
2012-08-24,6.1418
2012-08-23,6.1555
2012-08-22,6.1601
2012-08-21,6.1411
2012-08-20,6.1065
2012-08-17,6.0989
2012-08-16,6.0817
2012-08-15,6.0683
2012-08-14,6.0858
2012-08-13,6.1036
2012-08-10,6.1350
2012-08-09,6.1669
2012-08-08,6.1885
2012-08-07,6.2161
2012-08-06,6.2441
2012-08-03,6.2952
2012-08-02,6.3639
2012-08-01,6.4503
2012-07-31,6.5209
2012-07-30,6.5734
2012-07-27,6.6195
2012-07-26,6.6742
2012-07-25,6.7627
2012-07-24,6.7879
2012-07-23,6.8136
2012-07-20,6.8655
2012-07-19,6.9654
2012-07-18,7.0362
2012-07-17,7.1250
2012-07-16,7.2435
2012-07-13,7.3368
2012-07-12,7.4316
2012-07-11,7.4720
2012-07-10,7.5380
2012-07-09,7.6148
2012-07-06,7.7264
2012-07-05,7.8444
2012-07-03,7.9410
2012-07-02,8.0374
2012-06-29,8.1625
2012-06-28,8.2985
2012-06-27,8.3332
2012-06-26,8.3918
2012-06-25,8.4155
2012-06-22,8.4395
2012-06-21,8.5162
2012-06-20,8.5943
2012-06-19,8.7340
2012-06-18,8.8760
2012-06-15,8.9808
2012-06-14,9.0704
2012-06-13,9.1276
2012-06-12,9.1630
2012-06-11,9.1885
2012-06-08,9.2177
2012-06-07,9.2131
2012-06-06,9.2229
2012-06-05,9.1830
2012-06-04,9.0373
2012-06-01,8.8688
2012-05-31,8.7266
2012-05-30,8.6448
2012-05-29,8.5978
2012-05-25,8.5756
2012-05-24,8.5111
2012-05-23,8.4452
2012-05-22,8.3649
2012-05-21,8.3243
2012-05-18,8.2357
2012-05-17,8.1291
2012-05-16,8.0596
2012-05-15,8.0522
2012-05-14,8.0567
2012-05-11,8.0884
2012-05-10,8.1624
2012-05-09,8.2574
2012-05-08,8.3461
2012-05-07,8.4522
2012-05-04,8.5738
2012-05-03,8.6829
2012-05-02,8.7162
2012-05-01,8.7297
2012-04-30,8.7365
2012-04-27,8.7835
2012-04-26,8.8187
2012-04-25,8.8697
2012-04-24,8.9577
2012-04-23,9.1028
2012-04-20,9.2503
2012-04-19,9.3334
2012-04-18,9.4179
2012-04-17,9.4545
2012-04-16,9.4917
2012-04-13,9.5735
2012-04-12,9.6399
2012-04-11,9.7075
2012-04-10,9.8214
2012-04-09,9.9373
2012-04-05,9.9775
2012-04-04,9.9606
2012-04-03,9.9387
2012-04-02,9.8739
2012-03-30,9.8080
2012-03-29,9.7767
2012-03-28,9.7621
2012-03-27,9.7252
2012-03-26,9.6279
2012-03-23,9.5368
2012-03-22,9.4980
2012-03-21,9.4511
2012-03-20,9.3549
2012-03-19,9.2570
2012-03-16,9.1382
2012-03-15,9.0414
2012-03-14,8.9526
2012-03-13,8.8719
2012-03-12,8.7996
2012-03-09,8.7970
2012-03-08,8.7944
2012-03-07,8.8108
2012-03-06,8.8723
2012-03-05,8.9348
2012-03-02,8.9276
2012-03-01,8.8923
2012-02-29,8.8563
2012-02-28,8.8197
2012-02-27,8.7974
2012-02-24,8.7782
2012-02-23,8.7274
2012-02-22,8.6893
2012-02-21,8.6388
2012-02-17,8.5782
2012-02-16,8.5288
2012-02-15,8.4909
2012-02-14,8.4611
2012-02-13,8.4436
2012-02-10,8.4183
2012-02-09,8.3984
2012-02-08,8.3541
2012-02-07,8.3178
2012-02-06,8.2856
2012-02-03,8.2656
2012-02-02,8.2453
2012-02-01,8.2672
2012-01-31,8.2894
2012-01-30,8.3361
2012-01-27,8.3977
2012-01-26,8.4269
2012-01-25,8.4511
2012-01-24,8.4890
2012-01-23,8.5598
2012-01-20,8.6207
2012-01-19,8.7006
2012-01-18,8.7819
2012-01-17,8.8835
2012-01-13,9.0000
2012-01-12,9.1397
2012-01-11,9.2600
2012-01-10,9.3901
2012-01-09,9.5224
2012-01-06,9.6741
2012-01-05,9.8280
2012-01-04,9.9845
2012-01-03,10.1330
2011-12-30,10.2840
2011-12-29,10.3868
2011-12-28,10.4899
2011-12-27,10.5948
2011-12-23,10.7324
2011-12-22,10.8629
2011-12-21,10.9710
2011-12-20,11.0562
2011-12-19,11.1374
2011-12-16,11.1750
2011-12-15,11.2403
2011-12-14,11.2933
2011-12-13,11.3472
2011-12-12,11.4226
2011-12-09,11.5156
2011-12-08,11.6253
2011-12-07,11.7368
2011-12-06,11.8778
2011-12-05,12.0385
2011-12-02,12.2020
2011-12-01,12.3537
2011-11-30,12.4886
2011-11-29,12.6170
2011-11-28,12.6494
2011-11-25,12.6673
2011-11-23,12.6258
2011-11-22,12.5893
2011-11-21,12.5887
2011-11-18,12.5908
2011-11-17,12.6465
2011-11-16,12.7032
2011-11-15,12.8123
2011-11-14,12.9408
2011-11-11,13.0762
2011-11-10,13.2139
2011-11-09,13.3080
2011-11-08,13.4037
2011-11-07,13.5562
2011-11-04,13.6763
2011-11-03,13.7965
2011-11-02,13.9188
2011-11-01,13.9975
2011-10-31,14.0776
2011-10-28,14.2305
2011-10-27,14.4339
2011-10-26,14.6407
2011-10-25,14.7483
2011-10-24,14.8691
2011-10-21,15.0155
2011-10-20,15.1243
2011-10-19,15.1891
2011-10-18,15.2721
2011-10-17,15.3565
2011-10-14,15.4223
2011-10-13,15.5024
2011-10-12,15.5439
2011-10-11,15.5963
2011-10-10,15.6000
2011-10-07,15.5935
2011-10-06,15.5296
2011-10-05,15.4501
2011-10-04,15.3203
2011-10-03,15.1339
2011-09-30,14.9823
2011-09-29,14.8821
2011-09-28,14.7951
2011-09-27,14.7247
2011-09-26,14.6759
2011-09-23,14.5434
2011-09-22,14.3468
2011-09-21,14.1468
2011-09-20,14.0330
2011-09-19,13.9841
2011-09-16,13.9193
2011-09-15,13.8851
2011-09-14,13.8200
2011-09-13,13.7349
2011-09-12,13.5735
2011-09-09,13.3678
2011-09-08,13.1808
2011-09-07,13.0572
2011-09-06,12.9141
2011-09-02,12.6923
2011-09-01,12.5258
2011-08-31,12.4265
2011-08-30,12.3377
2011-08-29,12.2137
2011-08-26,12.0560
2011-08-25,11.7978
2011-08-24,11.5752
2011-08-23,11.3062
2011-08-22,10.9737
2011-08-19,10.5719
2011-08-18,10.1650
2011-08-17,9.7680
2011-08-16,9.4724
2011-08-15,9.1554
2011-08-12,8.8331
2011-08-11,8.4457
2011-08-10,8.0410
2011-08-09,7.5719
2011-08-08,7.0948
2011-08-05,6.6437
2011-08-04,6.2889
2011-08-03,6.0044
2011-08-02,5.8104
2011-08-01,5.6714
2011-07-29,5.5964
2011-07-28,5.5474
2011-07-27,5.5542
2011-07-26,5.5767
2011-07-25,5.6445
2011-07-22,5.7075
2011-07-21,5.7485
2011-07-20,5.7901
2011-07-19,5.8818
2011-07-18,5.9662
2011-07-15,6.0042
2011-07-14,6.0866
2011-07-13,6.1705
2011-07-12,6.2641
2011-07-11,6.3648
2011-07-08,6.4665
2011-07-07,6.5025
2011-07-06,6.5154
2011-07-05,6.5861
2011-07-01,6.6445
2011-06-30,6.7040
2011-06-29,6.7981
2011-06-28,6.8424
2011-06-27,6.8352
2011-06-24,6.7757
2011-06-23,6.7109
2011-06-22,6.6450
2011-06-21,6.6661
2011-06-20,6.6833
2011-06-17,6.6252
2011-06-16,6.5633
2011-06-15,6.4747
2011-06-14,6.3983
2011-06-13,6.3581
2011-06-10,6.2471
2011-06-09,6.1437
2011-06-08,6.0801
2011-06-07,5.9810
2011-06-06,5.9071
2011-06-03,5.8320
2011-06-02,5.8050
2011-06-01,5.8074
2011-05-31,5.8419
2011-05-27,5.9327
2011-05-26,5.9956
2011-05-25,6.0325
2011-05-24,6.0581
2011-05-23,6.0746
2011-05-20,6.0915
2011-05-19,6.1812
2011-05-18,6.2752
2011-05-17,6.3711
2011-05-16,6.4190
2011-05-13,6.5046
2011-05-12,6.6122
2011-05-11,6.7215
2011-05-10,6.8143
2011-05-09,6.8566
2011-05-06,6.9410
2011-05-05,7.0269
2011-05-04,7.1408
2011-05-03,7.2032
2011-05-02,7.2307
2011-04-29,7.2169
2011-04-28,7.2270
2011-04-27,7.2487
2011-04-26,7.2878
2011-04-25,7.3600
2011-04-21,7.4842
2011-04-20,7.6047
2011-04-19,7.7193
2011-04-18,7.7468
2011-04-15,7.7747
2011-04-14,7.8833
2011-04-13,7.9660
2011-04-12,8.0796
2011-04-11,8.1965
2011-04-08,8.3042
2011-04-07,8.4052
2011-04-06,8.4916
2011-04-05,8.5590
2011-04-04,8.6323
2011-04-01,8.7129
2011-03-31,8.7948
2011-03-30,8.9108
2011-03-29,9.0288
2011-03-28,9.1644
2011-03-25,9.3168
2011-03-24,9.4741
2011-03-23,9.6030
2011-03-22,9.6883
2011-03-21,9.8095
2011-03-18,9.9327
2011-03-17,10.0083
2011-03-16,10.0410
2011-03-15,10.0743
2011-03-14,10.1543
2011-03-11,10.3130
2011-03-10,10.4497
2011-03-09,10.5790
2011-03-08,10.6282
2011-03-07,10.6782
2011-03-04,10.7292
2011-03-03,10.7411
2011-03-02,10.7532
2011-03-01,10.8364
2011-02-28,10.9048
2011-02-25,10.9065
2011-02-24,10.9428
2011-02-23,11.0194
2011-02-22,11.0721
2011-02-18,11.0633
2011-02-17,10.9167
2011-02-16,10.7774
2011-02-15,10.6506
2011-02-14,10.5493
2011-02-11,10.4338
2011-02-10,10.3246
2011-02-09,10.2445
2011-02-08,10.1463
2011-02-07,10.0405
2011-02-04,9.9405
2011-02-03,9.8841
2011-02-02,9.8362
2011-02-01,9.7478
2011-01-31,9.6578
2011-01-28,9.6517
2011-01-27,9.6455
2011-01-26,9.5389
2011-01-25,9.4365
2011-01-24,9.3660
2011-01-21,9.2870
2011-01-20,9.2094
2011-01-19,9.1615
2011-01-18,9.0734
2011-01-14,8.9238
2011-01-13,8.7823
2011-01-12,8.6635
2011-01-11,8.5427
2011-01-10,8.4570
2011-01-07,8.3925
2011-01-06,8.3270
2011-01-05,8.2159
2011-01-04,8.1049
2011-01-03,8.0054
2010-12-31,7.9042
2010-12-30,7.8660
2010-12-29,7.8168
2010-12-28,7.7549
2010-12-27,7.7023
2010-12-23,7.6544
2010-12-22,7.5936
2010-12-21,7.5277
2010-12-20,7.4737
2010-12-17,7.4396
