time,SMA
2019-11-25,3089.2090
2019-11-22,3084.4980
2019-11-21,3080.1110
2019-11-20,3075.4485
2019-11-19,3070.2515
2019-11-18,3064.0420
2019-11-15,3058.2765
2019-11-14,3051.5635
2019-11-13,3046.6295
2019-11-12,3041.4120
2019-11-11,3036.6040
2019-11-08,3030.5610
2019-11-07,3024.4205
2019-11-06,3017.0680
2019-11-05,3009.1990
2019-11-04,3000.1210
2019-11-01,2993.1470
2019-10-31,2987.4020
2019-10-30,2981.0555
2019-10-29,2973.0975
2019-10-28,2968.2655
2019-10-25,2965.1315
2019-10-24,2962.0935
2019-10-23,2960.4600
2019-10-22,2959.4775
2019-10-21,2958.0080
2019-10-18,2957.2610
2019-10-17,2957.5545
2019-10-16,2957.9965
2019-10-15,2958.8485
2019-10-14,2959.3495
2019-10-11,2960.9400
2019-10-10,2962.7960
2019-10-09,2966.3680
2019-10-08,2970.4445
2019-10-07,2974.7610
2019-10-04,2976.7430
2019-10-03,2978.0780
2019-10-02,2981.3465
2019-10-01,2983.8550
2019-09-30,2982.1560
2019-09-27,2979.6420
2019-09-26,2977.7815
2019-09-25,2973.2975
2019-09-24,2967.5120
2019-09-23,2963.1010
2019-09-20,2955.8675
2019-09-19,2952.4115
2019-09-18,2948.2935
2019-09-17,2942.9825
2019-09-16,2938.8800
2019-09-13,2933.4160
2019-09-12,2925.4265
2019-09-11,2916.9780
2019-09-10,2913.2475
2019-09-09,2908.4130
2019-09-06,2905.4240
2019-09-05,2903.3930
2019-09-04,2898.7920
2019-09-03,2895.9915
2019-08-30,2892.9150
2019-08-29,2893.1945
2019-08-28,2894.6435
2019-08-27,2899.2655
2019-08-26,2906.4665
2019-08-23,2913.5960
2019-08-22,2922.5335
2019-08-21,2926.5695
2019-08-20,2931.3260
2019-08-19,2936.5740
2019-08-16,2939.6430
2019-08-15,2944.0395
2019-08-14,2951.4150
2019-08-13,2958.6060
2019-08-12,2962.4920
2019-08-09,2969.0720
2019-08-08,2973.8280
2019-08-07,2976.9190
2019-08-06,2982.3735
2019-08-05,2987.2665
2019-08-02,2993.8270
2019-08-01,2996.7450
2019-07-31,2998.8580
2019-07-30,2998.4895
2019-07-29,2996.0470
2019-07-26,2992.0865
2019-07-25,2987.0395
2019-07-24,2982.5450
2019-07-23,2977.4360
2019-07-22,2974.4300
2019-07-19,2972.7015
2019-07-18,2971.5800
2019-07-17,2968.1475
2019-07-16,2964.8140
2019-07-15,2959.0955
2019-07-12,2952.7295
2019-07-11,2946.6230
2019-07-10,2940.6195
2019-07-09,2935.2520
2019-07-08,2930.6070
2019-07-05,2925.4765
2019-07-03,2918.1305
2019-07-02,2909.6470
2019-07-01,2901.1600
2019-06-28,2890.1660
2019-06-27,2880.6810
2019-06-26,2873.8780
2019-06-25,2867.3400
2019-06-24,2861.5905
2019-06-21,2855.6260
2019-06-20,2849.2150
2019-06-19,2844.3195
2019-06-18,2841.2145
2019-06-17,2837.3385
2019-06-14,2835.8315
2019-06-13,2835.2985
2019-06-12,2833.2645
2019-06-11,2830.9930
2019-06-10,2827.3005
2019-06-07,2827.0340
2019-06-06,2826.9030
2019-06-05,2828.6995
2019-06-04,2831.5945
2019-06-03,2838.0545
2019-05-31,2848.1140
2019-05-30,2856.3870
2019-05-29,2863.1305
2019-05-28,2871.2710
2019-05-24,2878.3030
2019-05-23,2883.9940
2019-05-22,2889.1905
2019-05-21,2892.7395
2019-05-20,2896.2055
2019-05-17,2899.5925
2019-05-16,2901.8675
2019-05-15,2903.0740
2019-05-14,2905.8790
2019-05-13,2909.4375
2019-05-10,2914.2145
2019-05-09,2914.5605
2019-05-08,2915.4350
2019-05-07,2915.3740
2019-05-06,2915.9600
2019-05-03,2913.9735
2019-05-02,2910.6610
2019-05-01,2908.4550
2019-04-30,2905.6305
2019-04-29,2901.6985
2019-04-26,2896.2670
2019-04-25,2890.0450
2019-04-24,2884.0050
2019-04-23,2878.5655
2019-04-22,2871.7995
2019-04-18,2866.4365
2019-04-17,2863.9290
2019-04-16,2860.1180
2019-04-15,2856.3935
2019-04-12,2852.7615
2019-04-11,2848.5150
2019-04-10,2844.5230
2019-04-09,2840.6585
2019-04-08,2836.3245
2019-04-05,2830.7010
2019-04-04,2823.2175
2019-04-03,2816.6945
2019-04-02,2811.5970
2019-04-01,2807.7175
2019-03-29,2803.9985
2019-03-28,2802.4630
2019-03-27,2800.9155
2019-03-26,2800.2660
2019-03-25,2799.0380
2019-03-22,2798.9255
2019-03-21,2798.5235
2019-03-20,2794.5235
2019-03-19,2792.5470
2019-03-18,2789.9065
2019-03-15,2787.0395
2019-03-14,2783.2020
2019-03-13,2780.4295
2019-03-12,2777.1200
2019-03-11,2773.0340
2019-03-08,2769.2630
2019-03-07,2767.4120
2019-03-06,2766.5460
2019-03-05,2764.8585
2019-03-04,2761.6195
2019-03-01,2757.3055
2019-02-28,2752.3260
2019-02-27,2747.1540
2019-02-26,2739.5350
2019-02-25,2732.0325
2019-02-22,2725.4650
2019-02-21,2717.9480
2019-02-20,2711.1390
2019-02-19,2703.5490
2019-02-15,2698.0965
2019-02-14,2691.1145
2019-02-13,2684.6330
2019-02-12,2677.4965
2019-02-11,2669.3905
2019-02-08,2663.7135
2019-02-07,2658.1515
2019-02-06,2652.0970
2019-02-05,2644.2370
2019-02-04,2634.8365
2019-02-01,2625.1900
2019-01-31,2612.2580
2019-01-30,2602.5545
2019-01-29,2593.8445
2019-01-28,2586.1315
2019-01-25,2578.3805
2019-01-24,2568.5275
2019-01-23,2553.9660
2019-01-22,2542.8620
2019-01-18,2534.5880
2019-01-17,2526.4005
2019-01-16,2521.9105
2019-01-15,2518.4025
2019-01-14,2517.8850
2019-01-11,2521.2815
2019-01-10,2524.0220
2019-01-09,2526.0290
2019-01-08,2528.6670
2019-01-07,2531.6005
2019-01-04,2538.9135
2019-01-03,2547.3195
2019-01-02,2564.4435
2018-12-31,2576.9505
2018-12-28,2588.4980
2018-12-27,2601.4005
2018-12-26,2611.0675
2018-12-24,2621.3550
2018-12-21,2635.4280
2018-12-20,2647.0935
2018-12-19,2655.8170
2018-12-18,2665.0055
2018-12-17,2674.5110
2018-12-14,2683.7240
2018-12-13,2688.8055
2018-12-12,2692.3875
2018-12-11,2696.1450
2018-12-10,2703.3565
2018-12-07,2711.8120
2018-12-06,2720.8525
2018-12-04,2723.8275
2018-12-03,2725.7400
2018-11-30,2722.3745
2018-11-29,2721.3845
2018-11-28,2720.0815
2018-11-27,2717.0235
2018-11-26,2714.9775
2018-11-23,2714.2395
2018-11-21,2717.8900
2018-11-20,2718.1985
2018-11-19,2723.1385
2018-11-16,2726.3960
2018-11-15,2727.9715
2018-11-14,2729.9005
2018-11-13,2735.2820
2018-11-12,2739.6690
2018-11-09,2740.8975
2018-11-08,2740.2035
2018-11-07,2736.2805
2018-11-06,2734.8700
2018-11-05,2741.1145
2018-11-02,2748.4205
2018-11-01,2756.5460
2018-10-31,2764.6080
2018-10-30,2775.2965
2018-10-29,2787.3365
2018-10-26,2801.5035
2018-10-25,2814.2680
2018-10-24,2824.6895
2018-10-23,2837.1830
2018-10-22,2845.9265
2018-10-19,2854.1010
2018-10-18,2862.1955
2018-10-17,2870.2940
2018-10-16,2875.2310
2018-10-15,2879.9505
2018-10-12,2886.8510
2018-10-11,2893.7435
2018-10-10,2902.5340
2018-10-09,2907.6960
2018-10-08,2908.0735
2018-10-05,2907.7085
2018-10-04,2907.0140
2018-10-03,2905.8360
2018-10-02,2903.9905
2018-10-01,2902.6550
2018-09-28,2901.5015
2018-09-27,2900.8590
2018-09-26,2900.8610
2018-09-25,2900.4385
2018-09-24,2899.4975
2018-09-21,2897.2635
2018-09-20,2893.6290
2018-09-19,2890.1825
2018-09-18,2887.9330
2018-09-17,2885.5700
2018-09-14,2883.6365
2018-09-13,2880.4220
2018-09-12,2876.1315
2018-09-11,2873.6835
2018-09-10,2870.3855
2018-09-07,2868.1930
2018-09-06,2867.2880
2018-09-05,2866.2705
2018-09-04,2864.7630
2018-08-31,2862.4470
2018-08-30,2859.3885
2018-08-29,2855.6930
2018-08-28,2850.6590
2018-08-27,2846.5975
2018-08-24,2841.8905
2018-08-23,2839.0970
2018-08-22,2838.1200
2018-08-21,2837.3325
2018-08-20,2835.2045
2018-08-17,2832.7010
2018-08-16,2830.2860
2018-08-15,2828.4760
2018-08-14,2828.3385
2018-08-13,2826.8180
2018-08-10,2825.6430
2018-08-09,2824.0445
2018-08-08,2821.2800
2018-08-07,2817.0960
2018-08-06,2813.8655
2018-08-03,2810.5540
2018-08-02,2806.5275
2018-08-01,2801.9970
2018-07-31,2796.9900
2018-07-30,2792.5110
2018-07-27,2788.2995
2018-07-26,2783.1740
2018-07-25,2776.2835
2018-07-24,2770.1330
2018-07-23,2764.9665
2018-07-20,2762.3615
2018-07-19,2759.7580
2018-07-18,2757.8995
2018-07-17,2755.2480
2018-07-16,2753.4580
2018-07-13,2752.5195
2018-07-12,2751.5785
2018-07-11,2750.4455
2018-07-10,2751.0870
2018-07-09,2750.4950
2018-07-06,2750.2380
2018-07-05,2750.7655
2018-07-03,2752.5525
2018-07-02,2754.3315
2018-06-29,2755.3395
2018-06-28,2756.1520
2018-06-27,2755.6000
2018-06-26,2756.8190
2018-06-25,2755.1590
2018-06-22,2755.3720
2018-06-21,2754.0160
2018-06-20,2753.1925
2018-06-19,2751.0485
2018-06-18,2749.5695
2018-06-15,2746.5305
2018-06-14,2743.5540
2018-06-13,2740.5525
2018-06-12,2737.3435
2018-06-11,2734.5075
2018-06-08,2731.7935
2018-06-07,2728.9955
2018-06-06,2725.3665
2018-06-05,2720.3450
2018-06-04,2716.5365
2018-06-01,2712.3640
2018-05-31,2707.1195
2018-05-30,2703.6395
2018-05-29,2700.1790
2018-05-25,2698.0885
2018-05-24,2695.5175
2018-05-23,2692.4765
2018-05-22,2687.7820
2018-05-21,2683.2880
2018-05-18,2680.1520
2018-05-17,2678.0105
2018-05-16,2676.6605
2018-05-15,2675.9695
2018-05-14,2675.7165
2018-05-11,2673.1020
2018-05-10,2669.5310
2018-05-09,2666.5770
2018-05-08,2663.7970
2018-05-07,2663.0445
2018-05-04,2660.0710
2018-05-03,2657.1235
2018-05-02,2658.7790
2018-05-01,2659.2300
2018-04-30,2657.2125
2018-04-27,2653.9040
2018-04-26,2652.4520
2018-04-25,2649.3550
2018-04-24,2648.0160
2018-04-23,2649.2155
2018-04-20,2645.1140
2018-04-19,2643.7915
2018-04-18,2644.7315
2018-04-17,2645.1465
2018-04-16,2645.4730
2018-04-13,2649.1815
2018-04-12,2653.7330
2018-04-11,2658.0075
2018-04-10,2664.1635
2018-04-09,2670.4710
2018-04-06,2679.1415
2018-04-05,2685.8665
2018-04-04,2689.0645
2018-04-03,2693.2360
2018-04-02,2698.5605
2018-03-29,2704.0290
2018-03-28,2705.8690
2018-03-27,2711.3105
2018-03-26,2717.8935
2018-03-23,2723.9460
2018-03-22,2731.8980
2018-03-21,2734.9115
2018-03-20,2734.3815
2018-03-19,2734.3475
2018-03-16,2735.3125
2018-03-15,2734.2720
2018-03-14,2731.8370
2018-03-13,2727.5100
2018-03-12,2722.0445
2018-03-09,2713.8710
2018-03-08,2703.5925
2018-03-07,2700.7270
2018-03-06,2699.1440
2018-03-05,2695.1850
2018-03-02,2697.2445
2018-03-01,2703.7810
2018-02-28,2711.0880
2018-02-27,2716.5180
2018-02-26,2721.9805
2018-02-23,2726.6440
2018-02-22,2731.2415
2018-02-21,2737.9205
2018-02-20,2744.8105
2018-02-16,2750.6460
2018-02-15,2754.5500
2018-02-14,2757.8915
2018-02-13,2763.0880
2018-02-12,2768.7620
2018-02-09,2775.2740
2018-02-08,2782.6745
2018-02-07,2791.0360
2018-02-06,2794.5175
2018-02-05,2797.1460
2018-02-02,2801.8565
2018-02-01,2799.9495
2018-01-31,2794.5035
2018-01-30,2788.1035
2018-01-29,2780.6625
2018-01-26,2772.3630
2018-01-25,2762.8505
2018-01-24,2754.9130
2018-01-23,2747.2030
2018-01-22,2739.4750
2018-01-19,2731.7890
2018-01-18,2725.3475
2018-01-17,2719.9540
2018-01-16,2713.6165
2018-01-12,2707.3960
2018-01-11,2701.2265
2018-01-10,2696.0540
2018-01-09,2691.6420
2018-01-08,2686.6525
2018-01-05,2681.1160
2018-01-04,2675.4220
2018-01-03,2670.7010
2018-01-02,2667.0200
2017-12-29,2664.3405
2017-12-28,2663.0390
2017-12-27,2659.9655
2017-12-26,2657.1865
2017-12-22,2653.2325
2017-12-21,2649.1865
2017-12-20,2644.8120
2017-12-19,2640.8010
2017-12-18,2635.8345
2017-12-15,2630.2690
2017-12-14,2625.7605
2017-12-13,2621.3910
2017-12-12,2617.1920
2017-12-11,2613.2285
2017-12-08,2609.3440
2017-12-07,2606.0000
2017-12-06,2603.8700
2017-12-05,2601.9385
2017-12-04,2600.0165
2017-12-01,2597.4365
2017-11-30,2594.3180
2017-11-29,2590.9070
2017-11-28,2588.3665
2017-11-27,2585.6560
2017-11-24,2584.6385
2017-11-22,2582.5375
2017-11-21,2580.5410
2017-11-20,2579.0460
2017-11-17,2578.1880
2017-11-16,2578.0060
2017-11-15,2576.8290
2017-11-14,2576.6610
2017-11-13,2575.6855
2017-11-10,2574.3255
2017-11-09,2572.8690
2017-11-08,2571.1845
2017-11-07,2569.2275
2017-11-06,2567.2275
2017-11-03,2564.9075
2017-11-02,2562.9820
2017-11-01,2561.5930
2017-10-31,2559.5120
2017-10-30,2557.4780
2017-10-27,2555.2925
2017-10-26,2552.2070
2017-10-25,2549.6900
2017-10-24,2547.1845
2017-10-23,2543.5700
2017-10-20,2540.1540
2017-10-19,2536.5045
2017-10-18,2533.4295
2017-10-17,2530.7785
2017-10-16,2528.1430
2017-10-13,2525.4545
2017-10-12,2522.8075
2017-10-11,2520.0420
2017-10-10,2517.1985
2017-10-09,2514.4905
2017-10-06,2511.6595
2017-10-05,2507.2645
2017-10-04,2502.9160
2017-10-03,2499.3060
2017-10-02,2495.4695
2017-09-29,2492.8410
2017-09-28,2490.4555
2017-09-27,2487.8320
2017-09-26,2484.7950
2017-09-25,2482.1650
2017-09-22,2479.4845
2017-09-21,2476.3220
2017-09-20,2473.4940
2017-09-19,2470.7075
2017-09-18,2466.7935
2017-09-15,2462.8775
2017-09-14,2459.3665
2017-09-13,2457.9910
2017-09-12,2456.3030
2017-09-11,2454.7710
2017-09-08,2452.4315
2017-09-07,2451.2705
2017-09-06,2451.7165
2017-09-05,2452.1855
2017-09-01,2453.3385
2017-08-31,2453.3525
2017-08-30,2453.3780
2017-08-29,2454.3770
2017-08-28,2455.8795
2017-08-25,2457.1825
2017-08-24,2458.6350
2017-08-23,2460.4575
2017-08-22,2462.1470
2017-08-21,2463.3780
2017-08-18,2465.4550
2017-08-17,2467.8045
2017-08-16,2469.9765
2017-08-15,2470.2625
2017-08-14,2470.0625
2017-08-11,2469.7275
2017-08-10,2470.6250
2017-08-09,2471.1060
2017-08-08,2469.5675
2017-08-07,2467.0980
2017-08-04,2464.4240
2017-08-03,2461.8415
2017-08-02,2458.7210
2017-08-01,2456.4695
2017-07-31,2454.1025
2017-07-28,2451.7580
2017-07-27,2449.1380
2017-07-26,2447.4015
2017-07-25,2444.4790
2017-07-24,2442.5760
2017-07-21,2440.9955
2017-07-20,2439.0935
2017-07-19,2437.2015
2017-07-18,2435.3615
2017-07-17,2435.0040
2017-07-14,2433.7045
2017-07-13,2432.3640
2017-07-12,2431.8685
2017-07-11,2431.7235
2017-07-10,2431.9165
2017-07-07,2432.1335
2017-07-06,2432.5640
2017-07-05,2433.7335
2017-07-03,2433.5730
2017-06-30,2433.9275
2017-06-29,2434.7105
2017-06-28,2435.2285
2017-06-27,2433.7840
2017-06-26,2433.4605
2017-06-23,2432.2980
2017-06-22,2431.1365
2017-06-21,2429.6310
2017-06-20,2427.7715
2017-06-19,2425.6210
2017-06-16,2422.0345
2017-06-15,2418.6630
2017-06-14,2414.8915
2017-06-13,2413.0290
2017-06-12,2411.1275
2017-06-09,2409.2030
2017-06-08,2407.3365
2017-06-07,2405.6285
2017-06-06,2403.8175
2017-06-05,2402.3200
2017-06-02,2400.4795
2017-06-01,2398.0020
2017-05-31,2395.9055
2017-05-30,2394.8740
2017-05-26,2393.6450
2017-05-25,2392.0640
2017-05-24,2390.7490
2017-05-23,2389.9020
2017-05-22,2389.4115
2017-05-19,2388.4180
2017-05-18,2386.7660
2017-05-17,2386.2720
2017-05-16,2385.3290
2017-05-15,2382.4050
2017-05-12,2379.7395
2017-05-11,2376.6420
2017-05-10,2374.1665
2017-05-09,2371.8740
2017-05-08,2369.8860
2017-05-05,2367.6940
2017-05-04,2365.6040
2017-05-03,2363.7755
2017-05-02,2362.3770
2017-05-01,2360.7605
2017-04-28,2359.4800
2017-04-27,2358.6730
2017-04-26,2357.2910
2017-04-25,2355.8470
2017-04-24,2353.4960
2017-04-21,2351.9875
2017-04-20,2351.8510
2017-04-19,2351.4815
2017-04-18,2351.7740
2017-04-17,2353.3380
2017-04-13,2354.8000
2017-04-12,2357.4215
2017-04-11,2359.4380
2017-04-10,2360.0215
2017-04-07,2360.8370
2017-04-06,2361.6900
2017-04-05,2362.0590
2017-04-04,2362.5605
2017-04-03,2362.9720
2017-03-31,2363.7955
2017-03-30,2364.8155
2017-03-29,2365.5085
2017-03-28,2367.2500
2017-03-27,2367.5035
2017-03-24,2368.9115
2017-03-23,2370.0795
2017-03-22,2370.9720
2017-03-21,2371.6905
2017-03-20,2372.7585
2017-03-17,2371.6430
2017-03-16,2370.0915
2017-03-15,2368.4850
2017-03-14,2366.1010
2017-03-13,2364.2410
2017-03-10,2361.3725
2017-03-09,2358.1360
2017-03-08,2354.6260
2017-03-07,2351.1310
2017-03-06,2347.3395
2017-03-03,2343.4450
2017-03-02,2338.3315
2017-03-01,2333.2130
2017-02-28,2327.3585
2017-02-27,2323.2215
2017-02-24,2319.4685
2017-02-23,2315.9355
2017-02-22,2312.6635
2017-02-21,2308.5260
2017-02-17,2303.5170
2017-02-16,2299.5245
2017-02-15,2295.3480
2017-02-14,2291.4800
2017-02-13,2287.9955
2017-02-10,2285.3150
2017-02-09,2283.0320
2017-02-08,2281.4045
2017-02-07,2280.1160
2017-02-06,2278.9070
2017-02-03,2278.1280
2017-02-02,2276.7070
2017-02-01,2276.2020
2017-01-31,2275.1160
2017-01-30,2273.1140
2017-01-27,2271.5320
2017-01-26,2269.2935
2017-01-25,2267.9035
2017-01-24,2266.1745
2017-01-23,2265.2190
2017-01-20,2265.2180
2017-01-19,2265.1905
2017-01-18,2265.1325
2017-01-17,2264.4415
2017-01-13,2264.1485
2017-01-12,2263.0805
2017-01-11,2263.1445
2017-01-10,2262.2265
2017-01-09,2261.7580
2017-01-06,2260.6225
2017-01-05,2258.8410
2017-01-04,2256.0025
2017-01-03,2252.7005
2016-12-30,2249.4065
2016-12-29,2247.0190
2016-12-28,2244.4965
2016-12-27,2242.2335
2016-12-23,2238.8755
2016-12-22,2236.3535
2016-12-21,2233.5415
2016-12-20,2230.4295
2016-12-19,2226.8005
2016-12-16,2222.7690
2016-12-15,2219.2215
2016-12-14,2214.9670
2016-12-13,2211.3225
2016-12-12,2205.9465
2016-12-09,2201.3210
2016-12-08,2196.7185
2016-12-07,2192.5720
2016-12-06,2187.4825
2016-12-05,2183.4470
2016-12-02,2177.4705
2016-12-01,2172.3060
2016-11-30,2167.6490
2016-11-29,2163.2945
2016-11-28,2159.3690
2016-11-25,2155.6035
2016-11-23,2151.5880
2016-11-22,2148.3235
2016-11-21,2145.3345
2016-11-18,2142.9920
2016-11-17,2140.9550
2016-11-16,2138.6660
2016-11-15,2137.0335
2016-11-14,2134.9940
2016-11-11,2133.1090
2016-11-10,2131.5355
2016-11-09,2129.7890
2016-11-08,2128.5850
2016-11-07,2128.4435
2016-11-04,2130.0505
2016-11-03,2133.4785
2016-11-02,2137.0840
2016-11-01,2140.1735
2016-10-31,2142.1120
2016-10-28,2143.8645
2016-10-27,2145.9575
2016-10-26,2146.8620
2016-10-25,2148.4590
2016-10-24,2149.2975
2016-10-21,2149.0360
2016-10-20,2150.2125
2016-10-19,2152.0045
2016-10-18,2152.9460
2016-10-17,2152.9540
2016-10-14,2153.5850
2016-10-13,2153.8940
2016-10-12,2154.6295
2016-10-11,2153.9590
2016-10-10,2153.4735
2016-10-07,2153.2425
2016-10-06,2151.9460
2016-10-05,2152.9725
2016-10-04,2154.2940
2016-10-03,2156.0935
2016-09-30,2157.0325
2016-09-29,2157.1620
2016-09-28,2158.1530
2016-09-27,2158.3905
2016-09-26,2159.4130
2016-09-23,2160.5600
2016-09-22,2160.9490
2016-09-21,2160.8620
2016-09-20,2162.0510
2016-09-19,2164.1950
2016-09-16,2166.4325
2016-09-15,2168.8255
2016-09-14,2170.5735
2016-09-13,2173.1925
2016-09-12,2176.3490
2016-09-09,2177.5995
2016-09-08,2180.4985
2016-09-07,2180.2080
2016-09-06,2179.9870
2016-09-02,2179.7075
2016-09-01,2179.8520
2016-08-31,2179.5215
2016-08-30,2179.1635
2016-08-29,2178.2090
2016-08-26,2177.7320
2016-08-25,2177.9600
2016-08-24,2177.8395
2016-08-23,2177.3965
2016-08-22,2176.5105
2016-08-19,2175.8025
2016-08-18,2175.3605
2016-08-17,2174.2680
2016-08-16,2173.8080
2016-08-15,2173.0895
2016-08-12,2171.9265
2016-08-11,2170.8110
2016-08-10,2169.7090
2016-08-09,2168.5560
2016-08-08,2167.0760
2016-08-05,2164.8895
2016-08-04,2162.2410
2016-08-03,2158.9235
2016-08-02,2155.7205
2016-08-01,2152.2965
2016-07-29,2148.9020
2016-07-28,2145.1650
2016-07-27,2140.2005
2016-07-26,2133.6760
2016-07-25,2125.2440
2016-07-22,2118.6905
2016-07-21,2115.6050
2016-07-20,2111.6190
2016-07-19,2107.4130
2016-07-18,2103.3865
2016-07-15,2098.6030
2016-07-14,2094.4155
2016-07-13,2089.8030
2016-07-12,2085.9475
2016-07-11,2082.2935
2016-07-08,2080.2390
2016-07-07,2079.5180
2016-07-06,2080.5790
2016-07-05,2081.1990
2016-07-01,2082.2420
2016-06-30,2082.0510
2016-06-29,2082.3710
2016-06-28,2083.7990
2016-06-27,2086.8420
2016-06-24,2091.7680
2016-06-23,2094.4025
2016-06-22,2093.2635
2016-06-21,2092.7940
2016-06-20,2090.7510
2016-06-17,2089.2045
2016-06-16,2087.6455
2016-06-15,2086.1275
2016-06-14,2084.9130
2016-06-13,2084.4800
2016-06-10,2082.8575
2016-06-09,2081.2595
2016-06-08,2078.7085
2016-06-07,2076.9720
2016-06-06,2074.3000
2016-06-03,2071.6865
2016-06-02,2069.2615
2016-06-01,2066.5545
2016-05-31,2064.7565
2016-05-27,2063.9805
2016-05-26,2062.2925
2016-05-25,2061.5780
2016-05-24,2061.8085
2016-05-23,2062.5905
2016-05-20,2064.5780
2016-05-19,2066.5410
2016-05-18,2069.1130
2016-05-17,2071.8515
2016-05-16,2074.5310
2016-05-13,2075.9150
2016-05-12,2077.6210
2016-05-11,2078.5545
2016-05-10,2079.4525
2016-05-09,2078.3190
2016-05-06,2077.4840
2016-05-05,2077.0070
2016-05-04,2076.5710
2016-05-03,2077.3480
2016-05-02,2076.4380
2016-04-29,2075.6730
2016-04-28,2076.0470
2016-04-27,2075.2435
2016-04-26,2073.6835
2016-04-25,2071.8490
2016-04-22,2069.3120
2016-04-21,2066.5300
2016-04-20,2063.7915
2016-04-19,2061.1615
2016-04-18,2058.7015
2016-04-15,2056.4635
2016-04-14,2054.4565
2016-04-13,2051.6785
2016-04-12,2048.3540
2016-04-11,2046.2500
2016-04-08,2045.2600
2016-04-07,2042.3585
2016-04-06,2039.7260
2016-04-05,2035.3560
2016-04-04,2033.1855
2016-04-01,2029.8785
2016-03-31,2025.9095
2016-03-30,2022.2450
2016-03-29,2017.9650
2016-03-28,2011.8260
2016-03-24,2007.3760
2016-03-23,2003.1640
2016-03-22,1997.8185
2016-03-21,1991.3920
2016-03-18,1986.0870
2016-03-17,1979.4970
2016-03-16,1973.3590
2016-03-15,1968.3390
2016-03-14,1962.3215
2016-03-11,1954.5785
2016-03-10,1944.9230
2016-03-09,1938.0375
2016-03-08,1931.1850
2016-03-07,1924.8940
2016-03-04,1918.8085
2016-03-03,1914.5815
2016-03-02,1910.5380
2016-03-01,1906.3670
2016-02-29,1904.4185
2016-02-26,1904.8190
2016-02-25,1902.0845
2016-02-24,1898.6470
2016-02-23,1897.3385
2016-02-22,1895.1290
2016-02-19,1893.1990
2016-02-18,1890.7595
2016-02-17,1887.8345
2016-02-16,1885.5600
2016-02-12,1884.7975
2016-02-11,1887.6505
2016-02-10,1890.7105
2016-02-09,1895.0515
2016-02-08,1898.6245
2016-02-05,1902.0540
2016-02-04,1905.2060
2016-02-03,1908.9465
2016-02-02,1914.1555
2016-02-01,1919.6370
2016-01-29,1924.8650
2016-01-28,1931.0210
2016-01-27,1940.2710
2016-01-26,1948.9485
2016-01-25,1956.8165
2016-01-22,1966.1770
2016-01-21,1972.7805
2016-01-20,1980.3885
2016-01-19,1987.6995
2016-01-15,1995.7275
2016-01-14,2005.3645
2016-01-13,2011.4430
2016-01-12,2018.0260
2016-01-11,2021.7105
2016-01-08,2028.1385
2016-01-07,2034.4180
2016-01-06,2040.4430
2016-01-05,2044.7835
2016-01-04,2048.5325
2015-12-31,2050.3805
2015-12-30,2052.1590
2015-12-29,2054.1225
2015-12-28,2054.2250
2015-12-24,2055.9055
2015-12-23,2057.2995
2015-12-22,2058.5420
2015-12-21,2060.9230
2015-12-18,2064.3240
2015-12-17,2068.1085
2015-12-16,2070.1930
2015-12-15,2069.0615
2015-12-14,2069.5505
2015-12-11,2069.6055
2015-12-10,2071.2855
