time,MACD,MACD_Hist,MACD_Signal
2004-09-30,2.0222,-1.8741,3.8963
2004-09-29,2.1598,-2.2050,4.3648
2004-09-28,2.2817,-2.6343,4.9161
2004-09-27,2.8867,-2.6880,5.5746
2004-09-24,4.2828,-1.9639,6.2466
2004-09-23,5.3314,-1.4062,6.7376
2004-09-22,6.7705,-0.3187,7.0891
2004-09-21,7.9793,0.8105,7.1688
2004-09-20,7.8035,0.8373,6.9662
2004-09-17,8.1886,1.4317,6.7569
2004-09-16,7.9144,1.5155,6.3989
2004-09-15,7.9636,1.9435,6.0201
2004-09-14,8.2291,2.6949,5.5342
2004-09-13,7.6379,2.7775,4.8604
2004-09-10,7.0278,2.8617,4.1661
2004-09-09,6.3402,2.8896,3.4507
2004-09-08,5.9345,3.2063,2.7283
2004-09-07,5.5453,3.6186,1.9267
2004-09-03,4.4556,3.4335,1.0221
2004-09-02,3.7809,3.6172,0.1637
2004-09-01,2.3882,3.1288,-0.7406
2004-08-31,1.8385,3.3613,-1.5228
2004-08-30,1.2801,3.6433,-2.3632
2004-08-27,1.0671,4.3411,-3.2740
2004-08-26,-0.0980,4.2613,-4.3593
2004-08-25,-1.3108,4.1138,-5.4246
2004-08-24,-2.8264,3.6266,-6.4530
2004-08-23,-3.8269,3.5328,-7.3597
2004-08-20,-4.9963,3.2466,-8.2429
2004-08-19,-6.6880,2.3665,-9.0545
2004-08-18,-8.0250,1.6211,-9.6462
2004-08-17,-10.0160,0.0354,-10.0514
2004-08-16,-11.0411,-0.9808,-10.0603
2004-08-13,-11.9475,-2.1324,-9.8151
2004-08-12,-11.4503,-2.1682,-9.2820
2004-08-11,-10.4891,-1.7492,-8.7399
2004-08-10,-10.3887,-2.0861,-8.3026
2004-08-09,-10.4403,-2.6592,-7.7811
2004-08-06,-8.9471,-1.8308,-7.1163
2004-08-05,-6.7839,-0.1253,-6.6586
2004-08-04,-5.6276,0.9997,-6.6273
2004-08-03,-5.8955,0.9817,-6.8772
2004-08-02,-6.2596,0.8630,-7.1227
2004-07-30,-7.3389,-0.0005,-7.3384
2004-07-29,-8.1108,-0.7725,-7.3383
2004-07-28,-8.8467,-1.7016,-7.1451
2004-07-27,-9.1472,-2.4275,-6.7198
2004-07-26,-9.3376,-3.2247,-6.1129
2004-07-23,-8.3493,-3.0425,-5.3067
2004-07-22,-7.1832,-2.6371,-4.5461
2004-07-21,-6.6737,-2.7869,-3.8868
2004-07-20,-5.6250,-2.4349,-3.1901
2004-07-19,-5.7105,-3.1292,-2.5813
2004-07-16,-4.9455,-3.1464,-1.7990
2004-07-15,-3.9470,-2.9346,-1.0124
2004-07-14,-3.1548,-2.8760,-0.2788
2004-07-13,-2.5844,-3.0246,0.4402
2004-07-12,-2.1925,-3.3888,1.1963
2004-07-09,-1.5799,-3.6235,2.0436
2004-07-08,-0.6183,-3.5678,2.9494
2004-07-07,0.9948,-2.8466,3.8414
2004-07-06,2.1004,-2.4526,4.5530
2004-07-02,3.6969,-1.4692,5.1662
2004-07-01,4.7472,-0.7862,5.5335
2004-06-30,5.6563,-0.0738,5.7300
2004-06-29,5.5226,-0.2258,5.7485
2004-06-28,5.7442,-0.0608,5.8049
2004-06-25,6.2335,0.4134,5.8201
2004-06-24,6.6575,0.9407,5.7168
2004-06-23,6.4685,0.9869,5.4816
2004-06-22,5.7860,0.5512,5.2349
2004-06-21,5.8133,0.7162,5.0971
2004-06-18,6.1820,1.2640,4.9180
2004-06-17,6.0821,1.4801,4.6020
2004-06-16,6.1686,1.9366,4.2320
2004-06-15,6.0354,2.2876,3.7478
2004-06-14,5.9355,2.7596,3.1759
2004-06-10,6.4059,3.9199,2.4860
2004-06-09,5.7748,4.2687,1.5060
2004-06-08,5.4086,4.9697,0.4389
2004-06-07,3.7578,4.5613,-0.8036
2004-06-04,1.7752,3.7192,-1.9439
2004-06-03,1.0436,3.9173,-2.8737
2004-06-02,0.6913,4.5443,-3.8530
2004-06-01,-0.6187,4.3704,-4.9891
2004-05-28,-1.8958,4.1859,-6.0817
2004-05-27,-3.4453,3.6828,-7.1282
2004-05-26,-5.4341,2.6148,-8.0489
2004-05-25,-7.2479,1.4547,-8.7026
2004-05-24,-9.2651,-0.1988,-9.0663
2004-05-21,-9.9089,-0.8923,-9.0166
2004-05-20,-10.3982,-1.6047,-8.7935
2004-05-19,-10.4265,-2.0342,-8.3923
2004-05-18,-10.2590,-2.3753,-7.8838
2004-05-17,-10.1822,-2.8922,-7.2899
2004-05-14,-9.1835,-2.6166,-6.5669
2004-05-13,-8.9564,-3.0437,-5.9127
2004-05-12,-8.6116,-3.4598,-5.1518
2004-05-11,-8.1318,-3.8449,-4.2869
2004-05-10,-7.2147,-3.8891,-3.3256
2004-05-07,-5.0911,-2.7378,-2.3534
2004-05-06,-3.4857,-1.8167,-1.6689
2004-05-05,-2.9426,-1.7279,-1.2147
2004-05-04,-2.9744,-2.1916,-0.7828
2004-05-03,-2.7701,-2.5352,-0.2349
2004-04-30,-2.2593,-2.6583,0.3990
2004-04-29,-0.5370,-1.6005,1.0635
2004-04-28,0.9982,-0.4654,1.4636
2004-04-27,2.0756,0.4956,1.5800
2004-04-26,1.8221,0.3660,1.4561
2004-04-23,1.7347,0.3701,1.3646
2004-04-22,1.0816,-0.1904,1.2721
2004-04-21,0.3006,-1.0191,1.3197
2004-04-20,0.9121,-0.6623,1.5744
2004-04-19,2.2842,0.5442,1.7400
2004-04-16,2.2032,0.5992,1.6040
2004-04-15,2.1909,0.7367,1.4542
2004-04-14,2.7308,1.4608,1.2700
2004-04-13,3.4484,2.5436,0.9048
2004-04-12,4.1848,3.9159,0.2689
2004-04-08,3.4593,4.1694,-0.7101
2004-04-07,3.0817,4.8341,-1.7524
2004-04-06,2.4316,5.3926,-2.9610
2004-04-05,0.7897,5.0988,-4.3091
2004-04-02,-1.5629,4.0209,-5.5838
2004-04-01,-3.6510,2.9380,-6.5890
2004-03-31,-5.2815,2.0420,-7.3235
2004-03-30,-6.6790,1.1550,-7.8340
2004-03-29,-8.4460,-0.3233,-8.1228
2004-03-26,-10.1173,-2.0753,-8.0420
2004-03-25,-10.6361,-3.1129,-7.5231
2004-03-24,-11.2585,-4.5137,-6.7449
2004-03-23,-10.0708,-4.4543,-5.6165
2004-03-22,-8.6751,-4.1722,-4.5029
2004-03-19,-6.9152,-3.4553,-3.4598
2004-03-18,-6.0324,-3.4364,-2.5960
2004-03-17,-6.0947,-4.3578,-1.7369
2004-03-16,-6.2312,-5.5837,-0.6474
2004-03-15,-4.9860,-5.7345,0.7485
2004-03-12,-2.6919,-4.8740,2.1821
2004-03-11,-1.3618,-4.7625,3.4006
2004-03-10,1.7596,-2.8316,4.5912
2004-03-09,3.9761,-1.3230,5.2991
2004-03-08,5.0479,-0.5820,5.6299
2004-03-05,5.6685,-0.1069,5.7754
2004-03-04,5.3945,-0.4075,5.8021
2004-03-03,5.1690,-0.7349,5.9040
2004-03-02,5.1970,-0.8907,6.0877
2004-03-01,5.3536,-0.9567,6.3104
2004-02-27,4.7762,-1.7734,6.5496
2004-02-26,5.0927,-1.9002,6.9929
2004-02-25,5.4257,-2.0422,7.4679
2004-02-24,5.8981,-2.0804,7.9785
2004-02-23,6.8816,-1.6170,8.4986
2004-02-20,7.8432,-1.0596,8.9029
2004-02-19,8.6390,-0.5288,9.1678
2004-02-18,9.2285,-0.0714,9.3000
2004-02-17,9.3622,0.0444,9.3178
2004-02-13,8.8702,-0.4365,9.3067
2004-02-12,9.2515,-0.1643,9.4159
2004-02-11,8.9623,-0.4947,9.4569
2004-02-10,7.8874,-1.6932,9.5806
2004-02-09,7.6449,-2.3590,10.0039
2004-02-06,7.8077,-2.7860,10.5937
2004-02-05,7.6015,-3.6886,11.2902
2004-02-04,8.6706,-3.5417,12.2123
2004-02-03,10.1197,-2.9780,13.0977
2004-02-02,10.8539,-2.9883,13.8422
2004-01-30,11.7115,-2.8779,14.5893
2004-01-29,13.0562,-2.2526,15.3088
2004-01-28,14.2792,-1.5927,15.8719
2004-01-27,16.2058,-0.0643,16.2701
2004-01-26,16.8438,0.5576,16.2862
2004-01-23,16.2605,0.1138,16.1468
2004-01-22,16.6867,0.5683,16.1183
2004-01-21,16.7445,0.7683,15.9762
2004-01-20,16.2001,0.4159,15.7842
2004-01-16,16.1707,0.4905,15.6802
2004-01-15,15.7900,0.2324,15.5576
2004-01-14,15.8666,0.3671,15.4995
2004-01-13,15.8893,0.4816,15.4077
2004-01-12,16.6341,1.3468,15.2873
2004-01-09,16.7309,1.7803,14.9506
2004-01-08,17.1578,2.6523,14.5055
2004-01-07,16.4288,2.5864,13.8424
2004-01-06,15.8286,2.6328,13.1958
2004-01-05,15.1031,2.5655,12.5376
2004-01-02,14.1051,2.2088,11.8963
2003-12-31,14.0250,2.6810,11.3441
2003-12-30,13.3686,2.6948,10.6738
2003-12-29,12.5685,2.5683,10.0001
2003-12-26,11.3807,2.0226,9.3580
2003-12-24,11.0828,2.2304,8.8524
2003-12-23,10.7298,2.4350,8.2948
2003-12-22,9.9215,2.2355,7.6860
2003-12-19,9.0591,1.9320,7.1272
2003-12-18,8.2624,1.6183,6.6442
2003-12-17,7.0725,0.8329,6.2396
2003-12-16,6.7438,0.7124,6.0314
2003-12-15,6.3637,0.5104,5.8533
2003-12-12,6.5079,0.7822,5.7257
2003-12-11,5.9762,0.4461,5.5301
2003-12-10,5.5090,0.0904,5.4186
2003-12-09,6.0705,0.6745,5.3960
2003-12-08,6.5840,1.3566,5.2274
2003-12-05,6.2149,1.3267,4.8882
2003-12-04,6.4477,1.8912,4.5565
2003-12-03,5.8141,1.7304,4.0837
2003-12-02,5.4289,1.7778,3.6511
2003-12-01,4.6658,1.4591,3.2067
2003-11-28,3.2676,0.4257,2.8419
2003-11-26,2.6491,-0.0863,2.7355
2003-11-25,1.7958,-0.9613,2.7571
2003-11-24,1.1447,-1.8527,2.9974
2003-11-21,0.4814,-2.9792,3.4606
2003-11-20,1.3382,-2.8671,4.2054
2003-11-19,2.5784,-2.3437,4.9221
2003-11-18,3.2289,-2.2792,5.5081
2003-11-17,4.8562,-1.2217,6.0779
2003-11-14,5.8973,-0.4860,6.3833
2003-11-13,6.4562,-0.0485,6.5048
2003-11-12,6.2551,-0.2619,6.5169
2003-11-11,5.8951,-0.6873,6.5824
2003-11-10,6.5676,-0.1867,6.7542
2003-11-07,7.2754,0.4745,6.8009
2003-11-06,7.4520,0.7697,6.6823
2003-11-05,7.0762,0.5864,6.4898
2003-11-04,7.1289,0.7857,6.3432
2003-11-03,6.9459,0.7991,6.1468
2003-10-31,6.0238,0.0768,5.9470
2003-10-30,5.6054,-0.3225,5.9278
2003-10-29,5.3736,-0.6348,6.0085
2003-10-28,4.8805,-1.2866,6.1672
2003-10-27,4.3146,-2.1743,6.4888
2003-10-24,5.1239,-1.9085,7.0324
2003-10-23,6.3084,-1.2011,7.5095
2003-10-22,7.2337,-0.5761,7.8098
2003-10-21,8.6567,0.7029,7.9538
2003-10-20,8.7515,0.9734,7.7781
2003-10-17,8.8827,1.3479,7.5348
2003-10-16,9.4667,2.2689,7.1978
2003-10-15,8.9798,2.3493,6.6305
2003-10-14,8.5648,2.5216,6.0432
2003-10-13,7.6336,2.2208,5.4128
2003-10-10,6.7545,1.8969,4.8576
2003-10-09,6.2765,1.8931,4.3834
2003-10-08,5.5068,1.5967,3.9101
2003-10-07,4.9483,1.4374,3.5109
2003-10-06,3.6066,0.4550,3.1516
2003-10-03,2.3405,-0.6973,3.0378
2003-10-02,1.1486,-2.0635,3.2122
2003-10-01,0.5892,-3.1389,3.7281
2003-09-30,0.0722,-4.4406,4.5128
2003-09-29,1.6767,-3.9462,5.6229
2003-09-26,2.6200,-3.9895,6.6095
2003-09-25,4.7766,-2.8303,7.6068
2003-09-24,6.8060,-1.5084,8.3144
2003-09-23,8.6751,-0.0164,8.6915
2003-09-22,8.9339,0.2383,8.6956
2003-09-19,9.7666,1.1306,8.6360
2003-09-18,9.3148,0.9614,8.3534
2003-09-17,8.2688,0.1557,8.1130
2003-09-16,8.1991,0.1249,8.0741
2003-09-15,7.6497,-0.3931,8.0429
2003-09-12,8.3147,0.1736,8.1412
2003-09-11,8.6536,0.5558,8.0978
2003-09-10,9.1853,1.2265,7.9588
2003-09-09,10.2903,2.6381,7.6522
2003-09-08,10.3038,3.3111,6.9927
2003-09-05,9.3087,3.1438,6.1649
2003-09-04,8.9468,3.5679,5.3789
2003-09-03,7.6848,3.1979,4.4869
2003-09-02,6.1354,2.4479,3.6875
2003-08-29,4.5043,1.4288,3.0755
2003-08-28,3.7803,1.0620,2.7183
2003-08-27,3.3277,0.8749,2.4528
2003-08-26,3.3176,1.0835,2.2341
2003-08-25,3.2625,1.2993,1.9632
2003-08-22,3.4522,1.8139,1.6384
2003-08-21,3.7103,2.5255,1.1849
2003-08-20,2.9463,2.3928,0.5535
2003-08-19,2.2306,2.2753,-0.0447
2003-08-18,1.0760,1.6895,-0.6135
2003-08-15,-0.1476,0.8882,-1.0359
2003-08-14,-0.7838,0.4741,-1.2579
2003-08-13,-1.5681,-0.1916,-1.3765
2003-08-12,-1.8865,-0.5579,-1.3286
2003-08-11,-2.9090,-1.7199,-1.1891
2003-08-08,-3.1780,-2.4189,-0.7591
2003-08-07,-3.1696,-3.0152,-0.1544
2003-08-06,-2.7596,-3.3590,0.5994
2003-08-05,-1.4793,-2.9184,1.4392
2003-08-04,0.3413,-1.8274,2.1688
2003-08-01,0.8926,-1.7330,2.6256
2003-07-31,1.8550,-1.2039,3.0589
2003-07-30,2.0220,-1.3379,3.3598
2003-07-29,2.4928,-1.2015,3.6943
2003-07-28,2.8752,-1.1194,3.9947
2003-07-25,2.5844,-1.6901,4.2745
2003-07-24,1.9556,-2.7414,4.6971
2003-07-23,2.8637,-2.5187,5.3824
2003-07-22,3.2674,-2.7447,6.0121
2003-07-21,3.7860,-2.9123,6.6983
2003-07-18,5.3407,-2.0856,7.4264
2003-07-17,5.7691,-2.1787,7.9478
2003-07-16,7.4120,-1.0804,8.4924
2003-07-15,8.1427,-0.6198,8.7625
2003-07-14,8.3123,-0.6052,8.9175
2003-07-11,8.0577,-1.0111,9.0688
2003-07-10,8.1979,-1.1236,9.3215
2003-07-09,9.2188,-0.3837,9.6024
2003-07-08,9.0121,-0.6862,9.6984
2003-07-07,8.0440,-1.8259,9.8699
2003-07-03,7.0396,-3.2868,10.3264
2003-07-02,7.5612,-3.5869,11.1481
2003-07-01,7.2974,-4.7474,12.0448
2003-06-30,8.0183,-5.2133,13.2317
2003-06-27,9.6180,-4.9170,14.5350
2003-06-26,11.3449,-4.4194,15.7642
2003-06-25,12.4064,-4.4627,16.8691
2003-06-24,14.6500,-3.3348,17.9848
2003-06-23,16.4727,-2.3457,18.8184
2003-06-20,18.7439,-0.6610,19.4049
2003-06-19,19.9395,0.3694,19.5701
2003-06-18,21.2764,1.7986,19.4778
2003-06-17,21.1062,2.0781,19.0281
2003-06-16,20.4222,1.9136,18.5086
2003-06-13,19.3457,1.3155,18.0302
2003-06-12,19.9436,2.2423,17.7014
2003-06-11,19.4087,2.2679,17.1408
2003-06-10,18.5485,1.9746,16.5738
2003-06-09,18.4677,2.3875,16.0802
2003-06-06,19.0032,3.5199,15.4833
2003-06-05,18.2057,3.6024,14.6033
2003-06-04,16.6808,2.9780,13.7027
2003-06-03,14.8888,1.9306,12.9582
2003-06-02,13.8797,1.4042,12.4755
2003-05-30,12.8542,0.7297,12.1245
2003-05-29,11.7055,-0.2365,11.9421
2003-05-28,11.4894,-0.5118,12.0012
2003-05-27,10.6820,-1.4471,12.1291
2003-05-23,9.6733,-2.8176,12.4909
2003-05-22,10.1043,-3.0911,13.1953
2003-05-21,10.6448,-3.3233,13.9681
2003-05-20,12.0403,-2.7587,14.7989
2003-05-19,14.0220,-1.4666,15.4886
2003-05-16,16.2415,0.3862,15.8552
2003-05-15,16.4424,0.6837,15.7587
2003-05-14,16.2183,0.6305,15.5878
2003-05-13,16.4488,1.0187,15.4301
2003-05-12,16.1963,1.0209,15.1755
2003-05-09,15.3524,0.4321,14.9203
2003-05-08,15.2431,0.4309,14.8122
2003-05-07,16.2199,1.5154,14.7045
2003-05-06,16.2787,1.9530,14.3256
2003-05-05,15.6312,1.7938,13.8374
2003-05-02,15.3757,1.9868,13.3889
2003-05-01,14.4666,1.5743,12.8922
2003-04-30,14.4988,2.0001,12.4987
2003-04-29,14.2659,2.2672,11.9986
2003-04-28,13.6674,2.2356,11.4318
2003-04-25,13.0102,2.1373,10.8729
2003-04-24,13.6143,3.2757,10.3386
2003-04-23,12.9024,3.3827,9.5197
2003-04-22,11.0332,2.3592,8.6740
2003-04-21,9.2659,1.1817,8.0842
2003-04-17,8.8467,1.0578,7.7888
2003-04-16,8.0230,0.4986,7.5244
2003-04-15,8.2468,0.8471,7.3997
2003-04-14,7.3027,0.1148,7.1879
2003-04-11,6.5597,-0.5996,7.1592
2003-04-10,7.2396,-0.0695,7.3091
2003-04-09,7.6682,0.3417,7.3265
2003-04-08,8.6729,1.4318,7.2411
2003-04-07,8.5767,1.6936,6.8831
2003-04-04,8.1622,1.7025,6.4597
2003-04-03,7.6244,1.5903,6.0341
2003-04-02,7.0714,1.4348,5.6365
2003-04-01,5.8096,0.5318,5.2778
2003-03-31,6.3974,1.2525,5.1449
2003-03-28,8.1033,3.2715,4.8318
2003-03-27,8.6029,4.5890,4.0139
2003-03-26,8.6044,5.7378,2.8666
2003-03-25,8.3355,6.9033,1.4322
2003-03-24,7.3833,7.6770,-0.2936
2003-03-21,7.1307,9.3436,-2.2129
2003-03-20,3.4912,8.0400,-4.5488
2003-03-19,0.8437,7.4025,-6.5588
2003-03-18,-2.3798,6.0296,-8.4094
2003-03-17,-5.6887,4.2281,-9.9168
2003-03-14,-9.4568,1.5171,-10.9738
2003-03-13,-11.1229,0.2302,-11.3531
2003-03-12,-12.9483,-1.5376,-11.4107
2003-03-11,-12.2683,-1.2421,-11.0263
2003-03-10,-10.8698,-0.1540,-10.7157
2003-03-07,-9.6138,1.0634,-10.6772
2003-03-06,-10.0509,0.8922,-10.9431
2003-03-05,-9.7713,1.3949,-11.1661
2003-03-04,-10.0613,1.4536,-11.5149
2003-03-03,-9.4848,2.3935,-11.8783
2003-02-28,-9.9163,2.5603,-12.4766
2003-02-27,-10.9684,2.1483,-13.1167
2003-02-26,-11.7577,1.8961,-13.6538
2003-02-25,-11.6034,2.5244,-14.1278
2003-02-24,-12.3597,2.3992,-14.7589
2003-02-21,-12.5354,2.8233,-15.3587
2003-02-20,-14.1646,1.8999,-16.0645
2003-02-19,-14.9109,1.6285,-16.5395
2003-02-18,-16.4642,0.4824,-16.9466
2003-02-14,-18.8223,-1.7551,-17.0672
2003-02-13,-19.9007,-3.2723,-16.6284
2003-02-12,-19.2038,-3.3934,-15.8104
2003-02-11,-18.1683,-3.2063,-14.9620
2003-02-10,-17.6536,-3.4931,-14.1604
2003-02-07,-17.4291,-4.1420,-13.2872
2003-02-06,-16.2497,-3.9980,-12.2517
2003-02-05,-15.3693,-4.1171,-11.2522
2003-02-04,-14.5759,-4.3530,-10.2229
2003-02-03,-13.8207,-4.6860,-9.1347
2003-01-31,-13.8897,-5.9266,-7.9632
2003-01-30,-13.3054,-6.8239,-6.4815
2003-01-29,-11.2369,-6.4614,-4.7755
2003-01-28,-10.4442,-7.2840,-3.1602
2003-01-27,-8.6880,-7.3488,-1.3392
2003-01-24,-5.1939,-5.6918,0.4980
2003-01-23,-2.0759,-3.9968,1.9209
2003-01-22,-0.7072,-3.6273,2.9202
2003-01-21,1.9644,-1.8626,3.8270
2003-01-17,4.4029,0.1102,4.2926
2003-01-16,6.0095,1.7444,4.2651
2003-01-15,6.6674,2.8384,3.8290
2003-01-14,7.0416,3.9222,3.1194
2003-01-13,6.0483,3.9094,2.1388
2003-01-10,5.2423,4.0808,1.1615
2003-01-09,4.0040,3.8627,0.1413
2003-01-08,2.3652,3.1896,-0.8244
2003-01-07,2.0352,3.6570,-1.6218
2003-01-06,0.2607,2.7967,-2.5361
2003-01-03,-2.6270,0.6082,-3.2352
2003-01-02,-4.1955,-0.8082,-3.3873
2002-12-31,-6.1812,-2.9960,-3.1852
2002-12-30,-5.6516,-3.2154,-2.4362
2002-12-27,-4.8497,-3.2173,-1.6324
2002-12-26,-3.3494,-2.5214,-0.8281
2002-12-24,-2.8377,-2.6400,-0.1977
2002-12-23,-2.4294,-2.8917,0.4623
2002-12-20,-2.3728,-3.5580,1.1852
2002-12-19,-2.1011,-4.1758,2.0747
2002-12-18,-0.5519,-3.6706,3.1186
2002-12-17,0.7340,-3.3023,4.0363
2002-12-16,1.1560,-3.7058,4.8618
2002-12-13,0.9234,-4.8649,5.7883
2002-12-12,2.7432,-4.2613,7.0045
2002-12-11,3.7939,-4.2760,8.0698
2002-12-10,4.7356,-4.4032,9.1388
2002-12-09,5.9207,-4.3189,10.2396
2002-12-06,8.6148,-2.7045,11.3194
2002-12-05,9.8684,-2.1271,11.9955
2002-12-04,11.9032,-0.6241,12.5273
2002-12-03,13.2042,0.5209,12.6833
2002-12-02,14.3499,1.7968,12.5531
2002-11-29,14.2004,2.0965,12.1039
2002-11-27,13.6218,2.0421,11.5797
2002-11-26,12.4245,1.3553,11.0692
2002-11-25,13.3181,2.5877,10.7304
2002-11-22,12.2734,2.1900,10.0834
2002-11-21,10.9977,1.4617,9.5360
2002-11-20,8.8826,-0.2880,9.1705
2002-11-19,8.0504,-1.1921,9.2425
2002-11-18,8.6437,-0.8968,9.5406
2002-11-15,8.9068,-0.8580,9.7648
2002-11-14,8.1488,-1.8305,9.9792
2002-11-13,7.6288,-2.8081,10.4369
2002-11-12,9.0677,-2.0711,11.1389
2002-11-11,10.7297,-0.9270,11.6567
2002-11-08,13.3832,1.4947,11.8884
2002-11-07,14.6866,3.1718,11.5147
2002-11-06,15.3312,4.6094,10.7218
2002-11-05,13.7815,4.2121,9.5694
2002-11-04,12.4554,3.9390,8.5164
2002-11-01,11.2984,3.7667,7.5316
2002-10-31,10.4097,3.8198,6.5900
2002-10-30,10.6717,5.0367,5.6350
2002-10-29,10.3469,5.9710,4.3759
2002-10-28,10.6533,7.7702,2.8831
2002-10-25,10.0668,9.1262,0.9406
2002-10-24,8.4162,9.7572,-1.3410
2002-10-23,7.7297,11.5100,-3.7803
2002-10-22,5.3521,12.0099,-6.6578
2002-10-21,2.8486,12.5089,-9.6603
2002-10-18,-1.3617,11.4258,-12.7875
2002-10-17,-5.1549,10.4891,-15.6439
2002-10-16,-9.3929,8.8733,-18.2662
2002-10-15,-12.7127,7.7718,-20.4845
2002-10-14,-18.9287,3.4988,-22.4275
2002-10-11,-22.5318,0.7704,-23.3022
2002-10-10,-26.1798,-2.6850,-23.4948
2002-10-09,-27.2581,-4.4345,-22.8236
2002-10-08,-25.4725,-3.7575,-21.7150
2002-10-07,-25.0416,-4.2660,-20.7756
2002-10-04,-22.7762,-3.0671,-19.7091
2002-10-03,-21.1113,-2.1690,-18.9423
2002-10-02,-20.5495,-2.1495,-18.4001
2002-10-01,-20.4459,-2.5833,-17.8627
2002-09-30,-22.0527,-4.8358,-17.2169
2002-09-27,-20.4604,-4.4525,-16.0079
2002-09-26,-19.3615,-4.4667,-14.8948
2002-09-25,-20.4853,-6.7072,-13.7781
2002-09-24,-20.0650,-7.9637,-12.1013
2002-09-23,-17.1626,-7.0523,-10.1104
2002-09-20,-14.6757,-6.3284,-8.3473
2002-09-19,-12.4783,-5.7131,-6.7652
2002-09-18,-9.2814,-3.9444,-5.3369
2002-09-17,-7.7274,-3.3766,-4.3508
2002-09-16,-6.0449,-2.5382,-3.5067
2002-09-13,-5.5996,-2.7274,-2.8721
2002-09-12,-4.8183,-2.6280,-2.1903
2002-09-11,-3.4558,-1.9225,-1.5333
2002-09-10,-3.9614,-2.9088,-1.0526
2002-09-09,-4.5625,-4.2370,-0.3254
2002-09-06,-4.5892,-5.3230,0.7338
2002-09-05,-3.6360,-5.7006,2.0646
2002-09-04,-0.8628,-4.3525,3.4897
2002-09-03,1.2385,-3.3393,4.5778
2002-08-30,5.4685,0.0559,5.4127
2002-08-29,6.9138,1.5151,5.3987
2002-08-28,8.4818,3.4619,5.0199
2002-08-27,10.3527,6.1982,4.1545
2002-08-26,10.8641,8.2592,2.6049
2002-08-23,10.0221,9.4820,0.5401
2002-08-22,9.5234,11.3538,-1.8304
2002-08-21,6.5247,11.1936,-4.6689
2002-08-20,3.9606,11.4279,-7.4673
2002-08-19,1.8450,12.1692,-10.3242
2002-08-16,-2.2333,11.1333,-13.3665
2002-08-15,-5.1733,10.9766,-16.1499
2002-08-14,-9.0012,9.8928,-18.8940
2002-08-13,-12.6738,8.6934,-21.3672
2002-08-12,-13.5717,9.9689,-23.5406
2002-08-09,-16.5149,9.5179,-26.0328
2002-08-08,-20.5241,7.8882,-28.4123
2002-08-07,-25.0189,5.3654,-30.3843
2002-08-06,-27.4709,4.2547,-31.7257
2002-08-05,-28.4497,4.3396,-32.7893
2002-08-02,-26.7428,7.1315,-33.8743
2002-08-01,-27.1930,8.4641,-35.6571
2002-07-31,-29.4513,8.3218,-37.7731
2002-07-30,-34.6503,5.2033,-39.8536
2002-07-29,-39.8821,1.2724,-41.1544
2002-07-26,-45.5906,-4.1181,-41.4725
2002-07-25,-47.5179,-7.0749,-40.4430
2002-07-24,-47.8448,-9.1706,-38.6743
2002-07-23,-48.0498,-11.6682,-36.3816
2002-07-22,-42.9564,-9.4918,-33.4646
2002-07-19,-38.0858,-6.9942,-31.0916
2002-07-18,-34.1559,-4.8128,-29.3431
2002-07-17,-32.0856,-3.9457,-28.1399
2002-07-16,-31.4689,-4.3155,-27.1534
2002-07-15,-29.7049,-3.6303,-26.0746
2002-07-12,-28.7511,-3.5841,-25.1670
2002-07-11,-27.4678,-3.1968,-24.2710
2002-07-10,-26.0392,-2.5674,-23.4718
2002-07-09,-23.1345,-0.3046,-22.8299
2002-07-08,-22.3853,0.3684,-22.7538
2002-07-05,-23.5624,-0.7166,-22.8459
2002-07-03,-25.9491,-3.2823,-22.6667
2002-07-02,-25.0501,-3.2040,-21.8461
2002-07-01,-22.9377,-1.8925,-21.0451
2002-06-28,-22.0011,-1.4291,-20.5720
2002-06-27,-22.6412,-2.4265,-20.2147
2002-06-26,-23.2124,-3.6043,-19.6081
2002-06-25,-21.8617,-3.1547,-18.7070
2002-06-24,-20.0855,-2.1671,-17.9184
2002-06-21,-19.2143,-1.8377,-17.3766
2002-06-20,-17.4585,-0.5413,-16.9172
2002-06-19,-16.7096,0.0723,-16.7818
2002-06-18,-16.9055,-0.1057,-16.7999
2002-06-17,-18.6560,-1.8825,-16.7735
2002-06-14,-20.5201,-4.2172,-16.3029
2002-06-13,-19.6583,-4.4098,-15.2485
2002-06-12,-18.5056,-4.3595,-14.1461
2002-06-11,-17.8546,-4.7984,-13.0562
2002-06-10,-16.0859,-4.2292,-11.8566
2002-06-07,-15.3395,-4.5402,-10.7993
2002-06-06,-13.8370,-4.1727,-9.6643
2002-06-05,-11.8828,-3.2617,-8.6211
2002-06-04,-11.3285,-3.5229,-7.8057
2002-06-03,-9.5185,-2.5936,-6.9250
2002-05-31,-7.0688,-0.7922,-6.2766
2002-05-30,-6.5334,-0.4549,-6.0785
2002-05-29,-5.5025,0.4623,-5.9648
2002-05-28,-4.4120,1.6683,-6.0804
2002-05-24,-3.6576,2.8399,-6.4975
2002-05-23,-3.5853,3.6221,-7.2074
2002-05-22,-4.7910,3.3219,-8.1130
2002-05-21,-5.1342,3.8093,-8.9434
2002-05-20,-4.8723,5.0235,-9.8958
2002-05-17,-5.6889,5.4627,-11.1516
2002-05-16,-8.1463,4.3710,-12.5173
2002-05-15,-10.3131,3.2969,-13.6101
