time,MACD,MACD_Hist,MACD_Signal
2002-05-14,-12.1997,2.2345,-14.4343
2002-05-13,-15.0626,-0.0697,-14.9929
2002-05-10,-16.1842,-1.2087,-14.9755
2002-05-09,-15.3878,-0.7145,-14.6733
2002-05-08,-15.9823,-1.4876,-14.4947
2002-05-07,-18.1214,-3.9986,-14.1228
2002-05-06,-16.5805,-3.4574,-13.1231
2002-05-03,-14.6964,-2.4376,-12.2588
2002-05-02,-14.1915,-2.5422,-11.6494
2002-05-01,-14.4740,-3.4602,-11.0138
2002-04-30,-14.8174,-4.6686,-10.1488
2002-04-29,-14.0689,-5.0873,-8.9816
2002-04-26,-11.7410,-4.0312,-7.7098
2002-04-25,-9.7057,-3.0037,-6.7020
2002-04-24,-8.5104,-2.5593,-5.9511
2002-04-23,-7.0299,-1.7186,-5.3113
2002-04-22,-5.8343,-0.9527,-4.8816
2002-04-19,-4.9229,-0.2794,-4.6435
2002-04-18,-5.4534,-0.8798,-4.5736
2002-04-17,-5.9801,-1.6264,-4.3536
2002-04-16,-6.7282,-2.7811,-3.9470
2002-04-15,-7.8193,-4.5676,-3.2517
2002-04-12,-6.4694,-4.3596,-2.1098
2002-04-11,-5.5137,-4.4937,-1.0200
2002-04-10,-3.4683,-3.5717,0.1035
2002-04-09,-3.5338,-4.5302,0.9964
2002-04-08,-2.2761,-4.4051,2.1289
2002-04-05,-1.4003,-4.6305,3.2302
2002-04-04,-0.0014,-4.3893,4.3878
2002-04-03,1.4165,-4.0686,5.4852
2002-04-02,3.3014,-3.2009,6.5023
2002-04-01,4.5026,-2.8000,7.3025
2002-03-28,4.9744,-3.0281,8.0025
2002-03-27,5.4177,-3.3418,8.7596
2002-03-26,6.1909,-3.4041,9.5950
2002-03-25,7.7077,-2.7383,10.4460
2002-03-22,10.2057,-0.9249,11.1306
2002-03-21,11.5320,0.1701,11.3619
2002-03-20,12.5591,1.2398,11.3193
2002-03-19,13.8647,2.8553,11.0094
2002-03-18,13.4518,3.1562,10.2956
2002-03-15,13.2118,3.7053,9.5065
2002-03-14,12.6512,4.0710,8.5802
2002-03-13,13.0875,5.5250,7.5624
2002-03-12,13.3471,7.1659,6.1812
2002-03-11,12.3144,7.9247,4.3897
2002-03-08,10.5443,8.1357,2.4086
2002-03-07,8.5338,8.1592,0.3746
2002-03-06,6.5329,8.1981,-1.6652
2002-03-05,3.3515,7.0662,-3.7147
2002-03-04,0.9353,6.4166,-5.4812
2002-03-01,-2.9462,4.1392,-7.0854
2002-02-28,-5.6114,2.5088,-8.1202
2002-02-27,-6.3811,2.3663,-8.7474
2002-02-26,-7.5924,1.7466,-9.3390
2002-02-25,-8.9760,0.7996,-9.7756
2002-02-22,-10.6166,-0.6411,-9.9755
2002-02-21,-10.5616,-0.7464,-9.8152
2002-02-20,-9.4326,0.1961,-9.6286
2002-02-19,-9.5883,0.0894,-9.6777
2002-02-15,-8.1570,1.5430,-9.7000
2002-02-14,-8.3333,1.7524,-10.0858
2002-02-13,-9.6896,0.8343,-10.5239
2002-02-12,-11.4863,-0.7539,-10.7325
2002-02-11,-12.4916,-1.9476,-10.5440
2002-02-08,-14.0451,-3.9880,-10.0571
2002-02-07,-14.2230,-5.1629,-9.0601
2002-02-06,-12.6090,-4.8397,-7.7693
2002-02-05,-10.7057,-4.1463,-6.5594
2002-02-04,-8.7834,-3.2606,-5.5228
2002-02-01,-6.6522,-1.9445,-4.7077
2002-01-31,-6.6617,-2.4402,-4.2215
2002-01-30,-7.3915,-3.7800,-3.6115
2002-01-29,-6.5222,-3.8558,-2.6665
2002-01-28,-4.0013,-2.2988,-1.7025
2002-01-25,-4.0265,-2.8987,-1.1278
2002-01-24,-4.0225,-3.6193,-0.4032
2002-01-23,-3.8438,-4.3454,0.5017
2002-01-22,-3.1556,-4.7436,1.5880
2002-01-18,-1.3281,-4.1020,2.7739
2002-01-17,0.1817,-3.6177,3.7994
2002-01-16,0.9555,-3.7483,4.7039
2002-01-15,3.0809,-2.5600,5.6409
2002-01-14,3.8530,-2.4280,6.2809
2002-01-11,5.5746,-1.3134,6.8879
2002-01-10,6.9587,-0.2576,7.2163
2002-01-09,7.5093,0.2286,7.2807
2002-01-08,8.2464,1.0229,7.2235
2002-01-07,8.5001,1.5323,6.9678
2002-01-04,8.2747,1.6900,6.5847
2002-01-03,7.0908,0.9286,6.1622
2002-01-02,6.2137,0.2837,5.9300
2001-12-31,6.0831,0.2240,5.8591
2001-12-28,6.4990,0.6959,5.8031
2001-12-27,5.6177,-0.0115,5.6292
2001-12-26,4.8072,-0.8248,5.6320
2001-12-24,4.4929,-1.3454,5.8382
2001-12-21,4.5069,-1.6677,6.1746
2001-12-20,4.4349,-2.1566,6.5915
2001-12-19,4.7834,-2.3472,7.1306
2001-12-18,4.1782,-3.5392,7.7175
2001-12-17,4.0210,-4.5812,8.6023
2001-12-14,4.6335,-5.1141,9.7476
2001-12-13,6.4954,-4.5307,11.0261
2001-12-12,9.1550,-3.0038,12.1588
2001-12-11,10.6153,-2.2944,12.9097
2001-12-10,12.3564,-1.1269,13.4833
2001-12-07,14.0762,0.3112,13.7650
2001-12-06,14.1951,0.5079,13.6872
2001-12-05,13.2454,-0.3149,13.5603
2001-12-04,11.5096,-2.1293,13.6390
2001-12-03,11.7282,-2.4431,14.1713
2001-11-30,13.3537,-1.4284,14.7821
2001-11-29,14.2619,-0.8773,15.1392
2001-11-28,15.1372,-0.2213,15.3585
2001-11-27,17.2234,1.8096,15.4138
2001-11-26,17.4996,2.5382,14.9614
2001-11-23,16.7912,2.4643,14.3269
2001-11-21,16.3636,2.6528,13.7108
2001-11-20,16.9350,3.8874,13.0476
2001-11-19,16.8448,4.7690,12.0757
2001-11-16,15.6293,4.7458,10.8835
2001-11-15,15.1142,5.4171,9.6970
2001-11-14,13.8713,5.5285,8.3428
2001-11-13,12.1881,5.2274,6.9606
2001-11-12,10.0782,4.4244,5.6538
2001-11-09,9.3524,4.8047,4.5477
2001-11-08,8.0884,4.7419,3.3465
2001-11-07,6.5376,4.3766,2.1610
2001-11-06,4.7422,3.6753,1.0668
2001-11-05,2.0700,1.9220,0.1480
2001-11-02,0.2603,0.5928,-0.3325
2001-11-01,-0.4608,0.0199,-0.4807
2001-10-31,-1.0589,-0.5733,-0.4856
2001-10-30,0.6693,1.0116,-0.3423
2001-10-29,2.8644,3.4596,-0.5952
2001-10-26,3.7398,5.1999,-1.4601
2001-10-25,2.1239,4.8840,-2.7601
2001-10-24,0.4908,4.4719,-3.9811
2001-10-23,-0.0848,5.0143,-5.0991
2001-10-22,-0.7754,5.5773,-6.3527
2001-10-19,-2.1668,5.5802,-7.7470
2001-10-18,-2.2395,6.9025,-9.1421
2001-10-17,-1.8038,9.0639,-10.8677
2001-10-16,-2.0849,11.0487,-13.1337
2001-10-15,-4.4956,11.4002,-15.8958
2001-10-12,-6.7373,12.0086,-18.7459
2001-10-11,-9.6706,12.0774,-21.7480
2001-10-10,-13.8624,10.9050,-24.7674
2001-10-09,-17.3372,10.1565,-27.4937
2001-10-08,-19.0519,10.9809,-30.0328
2001-10-05,-21.5428,11.2352,-32.7780
2001-10-04,-25.3190,10.2678,-35.5868
2001-10-03,-29.5924,8.5613,-38.1537
2001-10-02,-34.8861,5.4080,-40.2941
2001-10-01,-39.0023,2.6437,-41.6461
2001-09-28,-42.3875,-0.0805,-42.3070
2001-09-27,-46.3351,-4.0482,-42.2869
2001-09-26,-48.4261,-7.1513,-41.2748
2001-09-25,-49.2125,-9.7255,-39.4870
2001-09-24,-50.0330,-12.9774,-37.0556
2001-09-21,-49.4544,-15.6431,-33.8112
2001-09-20,-44.1631,-14.2626,-29.9005
2001-09-19,-38.6752,-12.3404,-26.3348
2001-09-18,-34.3215,-11.0718,-23.2497
2001-09-17,-29.9596,-9.4779,-20.4817
2001-09-10,-24.5705,-6.4582,-18.1123
2001-09-07,-22.8093,-6.3116,-16.4977
2001-09-06,-19.5414,-4.6215,-14.9198
2001-09-05,-17.1856,-3.4211,-13.7644
2001-09-04,-16.5088,-3.5996,-12.9092
2001-08-31,-15.5270,-3.5177,-12.0093
2001-08-30,-14.1132,-2.9834,-11.1298
2001-08-29,-11.6402,-1.2562,-10.3840
2001-08-28,-10.3029,-0.2329,-10.0700
2001-08-27,-9.7646,0.2471,-10.0117
2001-08-24,-10.7378,-0.6643,-10.0735
2001-08-23,-12.4062,-2.4988,-9.9074
2001-08-22,-12.0297,-2.7469,-9.2827
2001-08-21,-11.7019,-3.1059,-8.5960
2001-08-20,-10.2938,-2.4743,-7.8195
2001-08-17,-9.7875,-2.5866,-7.2009
2001-08-16,-8.0377,-1.4834,-6.5543
2001-08-15,-7.6923,-1.5089,-6.1834
2001-08-14,-6.7689,-0.9627,-5.8062
2001-08-13,-6.3787,-0.8131,-5.5656
2001-08-10,-6.2522,-0.8899,-5.3623
2001-08-09,-5.8846,-0.7448,-5.1398
2001-08-08,-4.6447,0.3089,-4.9536
2001-08-07,-3.0048,2.0260,-5.0308
2001-08-06,-2.9928,2.5445,-5.5373
2001-08-03,-2.5349,3.6385,-6.1734
2001-08-02,-3.3258,3.7573,-7.0831
2001-08-01,-4.9385,3.0839,-8.0224
2001-07-31,-6.4344,2.3590,-8.7934
2001-07-30,-7.7714,1.6117,-9.3831
2001-07-27,-8.6818,1.1042,-9.7860
2001-07-26,-9.8498,0.2123,-10.0621
2001-07-25,-10.9032,-0.7880,-10.1152
2001-07-24,-10.8224,-0.9042,-9.9182
2001-07-23,-8.6436,1.0486,-9.6921
2001-07-20,-7.7101,2.2441,-9.9543
2001-07-19,-8.4247,2.0906,-10.5153
2001-07-18,-9.6387,1.3993,-11.0379
2001-07-17,-10.3037,1.0841,-11.3878
2001-07-16,-11.6879,-0.0291,-11.6588
2001-07-13,-12.0638,-0.4122,-11.6515
2001-07-12,-13.7152,-2.1667,-11.5485
2001-07-11,-14.8557,-3.8489,-11.0068
2001-07-10,-13.2486,-3.2040,-10.0446
2001-07-09,-11.1410,-1.8975,-9.2435
2001-07-06,-10.0463,-1.2771,-8.7692
2001-07-05,-7.6690,0.7809,-8.4499
2001-07-03,-7.4403,1.2048,-8.6451
2001-07-02,-8.5889,0.3574,-8.9463
2001-06-29,-10.1610,-1.1253,-9.0357
2001-06-28,-10.7634,-2.0091,-8.7543
2001-06-27,-11.5610,-3.3089,-8.2521
2001-06-26,-10.8704,-3.4455,-7.4248
2001-06-25,-10.4101,-3.8467,-6.5634
2001-06-22,-9.8586,-4.2568,-5.6018
2001-06-21,-9.6985,-5.1609,-4.5376
2001-06-20,-10.5433,-7.2960,-3.2474
2001-06-19,-10.0530,-8.6297,-1.4234
2001-06-18,-8.2058,-8.9399,0.7340
2001-06-15,-5.3062,-8.2752,2.9690
2001-06-14,-2.1318,-7.1696,5.0378
2001-06-13,1.3898,-5.4404,6.8302
2001-06-12,3.6520,-4.5384,8.1903
2001-06-11,5.0353,-4.2896,9.3249
2001-06-08,6.8763,-3.5210,10.3973
2001-06-07,8.0499,-3.2277,11.2776
2001-06-06,8.2089,-3.8756,12.0845
2001-06-05,8.9980,-4.0553,13.0534
2001-06-04,8.4958,-5.5714,14.0672
2001-06-01,9.4071,-6.0530,15.4600
2001-05-31,11.0891,-5.8842,16.9733
2001-05-30,13.5685,-4.8758,18.4443
2001-05-29,17.3238,-2.3395,19.6633
2001-05-25,19.8439,-0.4043,20.2482
2001-05-24,21.7577,1.4085,20.3492
2001-05-23,22.3281,2.3310,19.9971
2001-05-22,23.1509,3.7366,19.4144
2001-05-21,21.7944,3.3142,18.4802
2001-05-18,19.3947,1.7430,17.6517
2001-05-17,18.1747,0.9588,17.2159
2001-05-16,16.7064,-0.2698,16.9762
2001-05-15,14.9458,-2.0979,17.0437
2001-05-14,16.1008,-1.4674,17.5682
2001-05-11,17.3937,-0.5413,17.9350
2001-05-10,19.1219,1.0516,18.0703
2001-05-09,20.0812,2.2738,17.8074
2001-05-08,20.9770,3.7380,17.2390
2001-05-07,21.2388,4.9343,16.3045
2001-05-04,21.0290,5.9581,15.0709
2001-05-03,20.1396,6.5582,13.5814
2001-05-02,20.5472,8.6054,11.9419
2001-05-01,18.8494,9.0589,9.7905
2001-04-30,16.5090,8.9832,7.5258
2001-04-27,15.0105,9.7305,5.2800
2001-04-26,12.5141,9.6667,2.8473
2001-04-25,11.0323,10.6017,0.4307
2001-04-24,9.5681,11.7879,-2.2197
2001-04-23,9.5232,14.6899,-5.1667
2001-04-20,7.8112,16.6504,-8.8392
2001-04-19,3.6166,16.6184,-13.0018
2001-04-18,-2.8803,14.2760,-17.1564
2001-04-17,-9.5496,11.1758,-20.7254
2001-04-16,-13.2039,10.3154,-23.5193
2001-04-12,-16.4409,9.6572,-26.0982
2001-04-11,-20.7224,7.7901,-28.5125
2001-04-10,-24.0927,6.3674,-30.4600
2001-04-09,-28.2974,3.7544,-32.0519
2001-04-06,-30.1177,2.8728,-32.9905
2001-04-05,-31.0702,2.6385,-33.7087
2001-04-04,-34.1769,0.1914,-34.3683
2001-04-03,-32.7385,1.6777,-34.4161
2001-04-02,-30.7531,4.0824,-34.8355
2001-03-30,-31.7844,4.0717,-35.8561
2001-03-29,-34.1107,2.7633,-36.8741
2001-03-28,-35.3233,2.2416,-37.5649
2001-03-27,-36.9008,1.2245,-38.1253
2001-03-26,-41.3182,-2.8867,-38.4314
2001-03-23,-43.3537,-5.6439,-37.7097
2001-03-22,-44.0117,-7.7130,-36.2987
2001-03-21,-41.9460,-7.5755,-34.3705
2001-03-20,-39.1636,-6.6870,-32.4766
2001-03-19,-37.1278,-6.3229,-30.8049
2001-03-16,-36.8596,-7.6355,-29.2241
2001-03-15,-33.9163,-6.6011,-27.3153
2001-03-14,-32.0111,-6.3461,-25.6650
2001-03-13,-28.4163,-4.3379,-24.0785
2001-03-12,-26.5660,-3.5720,-22.9940
2001-03-09,-22.0361,0.0649,-22.1010
2001-03-08,-21.3566,0.7606,-22.1172
2001-03-07,-23.3676,-1.0603,-22.3073
2001-03-06,-25.3043,-3.2621,-22.0423
2001-03-05,-26.5845,-5.3578,-21.2267
2001-03-02,-26.5703,-6.6830,-19.8873
2001-03-01,-25.4295,-7.2129,-18.2166
2001-02-28,-24.3213,-7.9080,-16.4133
2001-02-27,-22.4218,-7.9855,-14.4363
2001-02-26,-21.5039,-9.0640,-12.4400
2001-02-23,-21.0082,-10.8343,-10.1740
2001-02-22,-17.8514,-10.3860,-7.4654
2001-02-21,-14.2711,-9.4022,-4.8689
2001-02-20,-9.7432,-7.2249,-2.5183
2001-02-16,-6.2323,-5.5202,-0.7121
2001-02-15,-3.9605,-4.6285,0.6679
2001-02-14,-3.5569,-5.3820,1.8250
2001-02-13,-1.9016,-5.0721,3.1705
2001-02-12,-0.0544,-4.4929,4.4386
2001-02-09,1.1322,-4.4296,5.5618
2001-02-08,4.2135,-2.4557,6.6692
2001-02-07,6.2758,-1.0073,7.2831
2001-02-06,7.9656,0.4307,7.5349
2001-02-05,8.8488,1.4215,7.4273
2001-02-02,9.6386,2.5668,7.0719
2001-02-01,10.9994,4.5692,6.4302
2001-01-31,10.1326,4.8447,5.2879
2001-01-30,9.6384,5.5616,4.0767
2001-01-29,8.0814,5.3951,2.6863
2001-01-26,6.9499,5.6123,1.3375
2001-01-25,6.3434,6.4089,-0.0655
2001-01-24,5.2164,6.8841,-1.6678
2001-01-23,3.0106,6.3994,-3.3888
2001-01-22,0.5486,5.5373,-4.9887
2001-01-19,-0.8200,5.5530,-6.3730
2001-01-18,-2.5182,5.2431,-7.7612
2001-01-17,-5.2020,3.8700,-9.0720
2001-01-16,-6.6682,3.3713,-10.0395
2001-01-12,-8.1555,2.7269,-10.8824
2001-01-11,-9.1104,2.4537,-11.5641
2001-01-10,-11.0388,1.1387,-12.1775
2001-01-09,-11.9599,0.5022,-12.4622
2001-01-08,-11.6920,0.8957,-12.5877
2001-01-05,-10.6770,2.1347,-12.8117
2001-01-04,-9.4796,3.8657,-13.3453
2001-01-03,-11.3761,2.9356,-14.3118
2001-01-02,-15.0792,-0.0335,-15.0457
2000-12-29,-13.0403,1.9970,-15.0373
2000-12-28,-14.0167,1.5199,-15.5365
2000-12-27,-16.4783,-0.5618,-15.9165
2000-12-26,-18.8409,-3.0648,-15.7761
2000-12-22,-20.1844,-5.1745,-15.0099
2000-12-21,-20.6648,-6.9486,-13.7162
2000-12-20,-17.8119,-5.8329,-11.9791
2000-12-19,-12.8811,-2.3602,-10.5209
2000-12-18,-10.5605,-0.6297,-9.9308
2000-12-15,-9.1902,0.5832,-9.7734
2000-12-14,-6.2292,3.6900,-9.9192
2000-12-13,-5.2896,5.5522,-10.8417
2000-12-12,-5.9540,6.2758,-12.2297
2000-12-11,-7.8548,5.9439,-13.7987
2000-12-08,-11.0851,4.1996,-15.2846
2000-12-07,-13.9971,2.3375,-16.3345
2000-12-06,-14.8284,2.0905,-16.9189
2000-12-05,-16.4791,0.9624,-17.4415
2000-12-04,-20.9000,-3.2179,-17.6821
2000-12-01,-20.9879,-4.1102,-16.8777
2000-11-30,-19.8030,-3.9529,-15.8501
2000-11-29,-17.9742,-3.1123,-14.8619
2000-11-28,-18.1255,-4.0417,-14.0838
2000-11-27,-17.4604,-4.3870,-13.0734
2000-11-24,-17.6689,-5.6923,-11.9766
2000-11-22,-16.9450,-6.3915,-10.5535
2000-11-21,-13.7983,-4.8426,-8.9557
2000-11-20,-12.1256,-4.3806,-7.7450
2000-11-17,-9.3327,-2.6829,-6.6498
2000-11-16,-8.1878,-2.2087,-5.9791
2000-11-15,-7.0758,-1.6489,-5.4270
2000-11-14,-7.3344,-2.3196,-5.0147
2000-11-13,-6.8592,-2.4244,-4.4348
2000-11-10,-2.9264,0.9024,-3.8287
2000-11-09,0.6372,4.6915,-4.0543
2000-11-08,1.6982,6.9254,-5.2272
2000-11-07,2.0971,9.0557,-6.9586
2000-11-06,0.2757,9.4982,-9.2225
2000-11-03,-2.0857,9.5113,-11.5970
2000-11-02,-4.5094,9.4655,-13.9748
2000-11-01,-7.7032,8.6380,-16.3412
2000-10-31,-10.9447,7.5560,-18.5007
2000-10-30,-15.7558,4.6340,-20.3897
2000-10-27,-18.5374,3.0109,-21.5482
2000-10-26,-19.8753,2.4256,-22.3009
2000-10-25,-19.7525,3.1549,-22.9073
2000-10-24,-19.3552,4.3409,-23.6961
2000-10-23,-21.9500,2.8313,-24.7813
2000-10-20,-24.7034,0.7857,-25.4891
2000-10-19,-27.9754,-2.2899,-25.6855
2000-10-18,-30.9130,-5.7999,-25.1131
2000-10-17,-29.4650,-5.8019,-23.6631
2000-10-16,-27.9865,-5.7739,-22.2126
2000-10-13,-28.2021,-7.4330,-20.7691
2000-10-12,-28.0213,-9.1104,-18.9109
2000-10-11,-22.8632,-6.2299,-16.6333
2000-10-10,-19.4914,-4.4156,-15.0758
2000-10-09,-17.1879,-3.2160,-13.9719
2000-10-06,-15.5262,-2.3583,-13.1679
2000-10-05,-13.8881,-1.3097,-12.5783
2000-10-04,-14.3738,-2.1229,-12.2509
2000-10-03,-14.5851,-2.8649,-11.7202
2000-10-02,-13.8424,-2.8384,-11.0039
2000-09-29,-13.6879,-3.3935,-10.2943
2000-09-28,-13.3200,-3.8740,-9.4460
2000-09-27,-14.8744,-6.3969,-8.4774
2000-09-26,-13.4122,-6.5340,-6.8782
2000-09-25,-11.4161,-6.1714,-5.2447
2000-09-22,-9.9058,-6.2039,-3.7019
2000-09-21,-8.8206,-6.6697,-2.1509
2000-09-20,-7.3408,-6.8574,-0.4834
2000-09-19,-5.5785,-6.8094,1.2309
2000-09-18,-4.1195,-7.0527,2.9333
2000-09-15,-0.6303,-5.3268,4.6964
2000-09-14,1.6635,-4.3646,6.0281
2000-09-13,3.0337,-4.0856,7.1193
2000-09-12,4.3270,-3.8137,8.1407
2000-09-11,6.2122,-2.8819,9.0941
2000-09-08,7.7878,-2.0268,9.8146
2000-09-07,9.1520,-1.1692,10.3213
2000-09-06,9.9446,-0.6690,10.6136
2000-09-05,11.8562,1.0754,10.7808
2000-09-01,12.6137,2.1018,10.5119
2000-08-31,12.0032,2.0167,9.9865
2000-08-30,11.3640,1.8816,9.4823
2000-08-29,11.9192,2.9073,9.0119
2000-08-28,11.7164,3.4313,8.2851
2000-08-25,10.8544,3.4271,7.4273
2000-08-24,10.3741,3.8036,6.5705
2000-08-23,9.4208,3.8012,5.6196
2000-08-22,8.3053,3.6360,4.6693
2000-08-21,7.5590,3.7987,3.7603
2000-08-18,6.3590,3.5484,2.8106
2000-08-17,5.5250,3.6015,1.9235
2000-08-16,3.9373,2.9141,1.0231
2000-08-15,3.5049,3.2103,0.2946
2000-08-14,2.4358,2.9438,-0.5080
2000-08-11,0.3098,1.5537,-1.2439
2000-08-10,-0.4004,1.2319,-1.6323
2000-08-09,-0.1210,1.8193,-1.9403
2000-08-08,-1.0476,1.3476,-2.3951
2000-08-07,-3.2260,-0.4940,-2.7320
2000-08-04,-5.6052,-2.9967,-2.6085
2000-08-03,-6.8916,-5.0323,-1.8594
2000-08-02,-7.3775,-6.7762,-0.6013
2000-08-01,-6.4791,-7.5718,1.0927
2000-07-31,-5.1771,-8.1628,2.9857
2000-07-28,-2.6997,-7.7261,5.0264
2000-07-27,1.6155,-5.3424,6.9579
2000-07-26,4.0727,-4.2209,8.2935
2000-07-25,6.8646,-2.4841,9.3487
2000-07-24,8.0832,-1.8866,9.9698
2000-07-21,10.5575,0.1161,10.4414
2000-07-20,11.9431,1.5307,10.4124
2000-07-19,11.9720,1.9423,10.0297
2000-07-18,13.2205,3.6764,9.5441
2000-07-17,13.4223,4.7972,8.6251
2000-07-14,11.7792,4.3534,7.4257
2000-07-13,9.5625,3.2252,6.3374
2000-07-12,8.0339,2.5029,5.5311
2000-07-11,6.2633,1.3580,4.9054
2000-07-10,5.1382,0.5723,4.5659
2000-07-07,4.1629,-0.2599,4.4228
2000-07-06,2.5236,-1.9642,4.4878
2000-07-05,2.6580,-2.3209,4.9788
2000-07-03,3.8538,-1.7053,5.5590
2000-06-30,2.9506,-3.0347,5.9853
2000-06-29,3.2761,-3.4679,6.7440
2000-06-28,4.8871,-2.7239,7.6110
2000-06-27,5.6066,-2.6854,8.2920
2000-06-26,6.8782,-2.0852,8.9633
2000-06-23,7.9164,-1.5682,9.4846
2000-06-22,10.5347,0.6580,9.8767
2000-06-21,12.6338,2.9216,9.7122
2000-06-20,12.3853,3.4035,8.9818
2000-06-19,12.2118,4.0808,8.1309
2000-06-16,10.7893,3.6786,7.1107
2000-06-15,11.0101,4.8190,6.1911
2000-06-14,9.6787,4.6923,4.9863
2000-06-13,8.6725,4.8592,3.8133
2000-06-12,7.3740,4.7756,2.5985
2000-06-09,7.9961,6.5915,1.4046
2000-06-08,7.5589,7.8022,-0.2433
2000-06-07,6.4103,8.6042,-2.1939
2000-06-06,3.8644,8.2093,-4.3449
2000-06-05,1.9353,8.3326,-6.3972
2000-06-02,-1.5518,6.9286,-8.4804
2000-06-01,-6.9606,3.2519,-10.2125
2000-05-31,-10.8663,0.1592,-11.0255
2000-05-30,-12.8210,-1.7557,-11.0653
2000-05-26,-15.3177,-4.6913,-10.6264
2000-05-25,-13.7579,-4.3044,-9.4536
2000-05-24,-11.9233,-3.5458,-8.3775
2000-05-23,-11.1931,-3.7021,-7.4910
2000-05-22,-7.5335,-0.9680,-6.5655
2000-05-19,-5.4877,0.8358,-6.3235
2000-05-18,-3.4311,3.1014,-6.5325
2000-05-17,-3.8372,3.4706,-7.3078
2000-05-16,-5.3780,2.7974,-8.1754
2000-05-15,-9.1236,-0.2488,-8.8748
2000-05-12,-12.3787,-3.5661,-8.8126
2000-05-11,-13.1562,-5.2351,-7.9211
2000-05-10,-12.6184,-6.0061,-6.6123
2000-05-09,-9.2274,-4.1166,-5.1108
2000-05-08,-7.7269,-3.6452,-4.0816
2000-05-05,-6.9242,-3.7538,-3.1703
2000-05-04,-6.6603,-4.4284,-2.2319
2000-05-03,-3.8786,-2.7539,-1.1248
2000-05-02,-0.8349,-0.3986,-0.4363
2000-05-01,-0.1136,0.2230,-0.3367
2000-04-28,-1.4272,-1.0348,-0.3924
2000-04-27,-1.4723,-1.3386,-0.1337
2000-04-26,-2.7802,-2.9811,0.2009
2000-04-25,-4.0090,-4.9552,0.9462
2000-04-24,-7.1939,-9.3789,2.1850
2000-04-20,-6.3098,-10.8396,4.5297
2000-04-19,-5.5662,-12.8058,7.2396
2000-04-18,-3.8163,-14.2573,10.4411
2000-04-17,-2.9669,-16.9723,14.0054
2000-04-14,2.2504,-15.9981,18.2485
2000-04-13,13.4464,-8.8016,22.2480
2000-04-12,18.9934,-5.4550,24.4484
2000-04-11,23.0826,-2.7295,25.8122
2000-04-10,24.5635,-1.9311,26.4945
2000-04-07,25.7023,-1.2750,26.9773
2000-04-06,25.5713,-1.7248,27.2961
2000-04-05,26.5604,-1.1668,27.7273
2000-04-04,28.8590,0.8400,28.0190
2000-04-03,30.6237,2.8147,27.8090
2000-03-31,31.2862,4.1809,27.1053
2000-03-30,32.4292,6.3691,26.0601
2000-03-29,34.5017,10.0339,24.4678
2000-03-28,34.5477,12.5884,21.9593
2000-03-27,34.1843,15.3721,18.8122
2000-03-24,31.5810,16.6118,14.9692
2000-03-23,27.4322,16.6160,10.8162
2000-03-22,21.7492,15.0869,6.6622
2000-03-21,16.8987,14.0082,2.8905
2000-03-20,11.1512,11.7627,-0.6115
2000-03-17,7.4449,10.9971,-3.5522
2000-03-16,1.8077,8.1091,-6.3015
2000-03-15,-4.8028,3.5259,-8.3287
2000-03-14,-6.4167,2.7935,-9.2102
2000-03-13,-5.0244,4.8842,-9.9086
2000-03-10,-5.6656,5.4640,-11.1297
2000-03-09,-7.5675,4.9282,-12.4957
2000-03-08,-10.5590,3.1688,-13.7277
2000-03-07,-10.6609,3.8590,-14.5199
2000-03-06,-9.5079,5.9768,-15.4846
2000-03-03,-11.5287,5.4501,-16.9788
2000-03-02,-15.7618,2.5795,-18.3414
2000-03-01,-18.1448,0.8415,-18.9862
2000-02-29,-20.6606,-1.4640,-19.1966
2000-02-28,-22.2711,-3.4405,-18.8306
2000-02-25,-22.1323,-4.1618,-17.9705
2000-02-24,-20.1374,-3.2074,-16.9300
2000-02-23,-19.3419,-3.2137,-16.1282
2000-02-22,-18.7844,-3.4596,-15.3247
2000-02-18,-16.9320,-2.4722,-14.4598
