"PNC,BBT,USB",160
"MKC,GIS,K",158
"PNC,USB,JPM",158
"PNC,BBT,STI",158
"USB,JPM,NTRS",157
"BBT,USB,JPM",157
"PNC,BBT,MTB",157
"AVB,UDR,AIV",156
"AIG,USB,JPM",156
"USB,JPM,MTB",156
"PNC,USB,MTB",156
"FITB,BBT,STI",155
"AIG,PNC,USB",155
"BBT,USB,MTB",155
"PNC,USB,STI",154
"GIS,CPB,K",154
"MKC,GIS,CPB",153
"BBT,USB,STI",153
"BBT,MTB,STI",153
"GOOGL,CMCSA,GOOG",153
"TMK,USB,JPM",152
"CL,KMB,PEP",152
"BBT,USB,NTRS",152
"PNC,USB,PBCT",152
"PNC,MTB,STI",152
"ADBE,GOOGL,GOOG",152
"AVB,ESS,UDR",151
"KMB,PEP,CLX",151
"CB,ALL,CINF",151
"TRV,ALL,CINF",151
"BBT,MTB,NTRS",151
"BBT,JPM,MTB",151
"ESS,UDR,AIV",151
"UNM,PRU,MET",150
"EQR,UDR,AIV",150
"USB,MTB,NTRS",150
"KMB,PEP,KO",150
"TRV,CB,CINF",150
"JPM,MTB,NTRS",150
"CL,PG,PEP",150
"PNC,USB,NTRS",150
"PNC,BBT,JPM",150
"BBT,JPM,STI",149
"BBT,KEY,STI",149
"PNC,BBT,PBCT",149
"PNC,JPM,MTB",149
"AVB,EQR,UDR",148
"AIG,BBT,USB",148
"USB,JPM,STI",148
"TRV,CB,ALL",148
"BBT,NTRS,STI",148
"BBT,USB,PBCT",148
"BBT,JPM,NTRS",148
"PNC,USB,DFS",148
"FITB,BBT,KEY",147
"AIG,USB,NTRS",147
"BK,MTB,NTRS",147
"USB,L,JPM",147
"CL,PEP,KO",147
"PM,PEP,KO",147
"PM,CL,PEP",147
"GOOGL,MA,GOOG",147
"GOOGL,ADP,GOOG",147
"GOOGL,FB,GOOG",147
"PNC,BBT,NTRS",147
"PNC,MTB,NTRS",147
"MKC,CPB,K",146
"MKC,PM,MO",146
"AVB,ESS,AIV",146
"BK,JPM,NTRS",146
"USB,JPM,PBCT",146
"USB,BK,NTRS",146
"CL,PG,KMB",146
"BBT,PBCT,STI",146
"BBT,BK,NTRS",146
"PNC,PBCT,STI",146
"PNC,MTB,PBCT",146
"PNC,JPM,STI",146
"ESS,EQR,UDR",146
"MKC,GIS,PM",145
"FITB,BBT,NTRS",145
"FITB,BBT,HBAN",145
"FITB,KEY,STI",145
"LMT,RTN,NOC",145
"AIG,TMK,USB",145
"LNC,PRU,MET",145
"USB,MTB,STI",145
"USB,BK,JPM",145
"CL,PEP,CLX",145
"PM,PEP,MO",145
"GOOGL,GOOG",229
"DISCK,DISCA",211
"FOXA,FOX",208
"NWSA,NWS",202
"WM,RSG",196
"UDR,AIV",195
"USB,JPM",194
"PRU,MET",193
"PNC,USB",192
"MKC,GIS",191
"CL,PG",190
"VZ,T",190
"BBT,STI",190
"PNC,BBT",190
"PEP,KO",189
"GIS,K",189
"FITB,BBT",188
"AIG,USB",188
"CL,PEP",188
"BBT,USB",188
"RTN,NOC",188
"V,MA",188
"GIS,CPB",188
"KMB,PEP",187
"BBT,MTB",187
"PNC,MTB",187
"ALL,CINF",186
"AVB,UDR",186
"BK,NTRS",186
"PM,MO",186
"SNPS,CDNS",186
"EQR,UDR",185
"AVB,ESS",185
"PNC,STI",185
"TMK,L",184
"PAYX,ADP",184
"DGX,LH",184
"USB,NTRS",184
"USB,MTB",184
"CB,CINF",184
"VNO,BXP",184
"TRV,CB",184
"MTB,NTRS",183
"TRV,CINF",183
"JPM,NTRS",183
"JPM,MTB",183
"UNM,PRU",182
"MKC,K",182
"AON,MMC",182
"FITB,STI",182
"LMT,NOC",182
"AVB,AIV",182
"KMB,CLX",182
"MMC,CINF",182
"BBT,NTRS",182
"BBT,JPM",182
"PNC,PBCT",182
"ESS,UDR",182
"LEN,DHI",181
"TRV,ALL",181
"PEP,CLX",180
"KEY,STI",180
"BAC,C",180
"LNC,PRU",180
"CB,ALL",180
"CL,KMB",180
"FISV,ADP",179
"TMK,USB",179
"AIG,PNC",179
"CFG,RF",179
"USB,PBCT",179
"CPB,K",179
"BBT,KEY",179
"PM,PEP",179
"PM,CL",179
"L,BRK.B",179
"PNC,JPM",179
"FRT,REG",178
"MKC,PM",178
"AON,AJG",178
"SPG,FRT",178
"BXP,KIM",178
"MTB,STI",178
"BBT,HBAN",178
"PM,KO",178
"INTC,TXN",178
"OMC,IPG",178
"TMK,JPM",177
"TMO,WAT",177
"FITB,KEY",177
"IVZ,BEN",177
"USB,STI",177
"PNC,DFS",177
"MKC,CPB",176
"AVB,EQR",176
"AIG,JPM",176
"SPG,MAC",176
"SPG,BXP",176
"HON,ITW",176
"USB,BLK",176
"USB,DFS",176
"C,STI",176
"HCN,VTR",176
"JPM,STI",176
"PH,ROK",176
"BBT,PBCT",176
"ESS,EQR",176
"LOW,HD",176
"CHD,CLX",176
"PEP,MO",175
"MKC,MO",175
"FITB,RF",175
"EXR,PSA",175
"KMB,KO",175
"PBCT,NTRS",175
"BBT,BK",175
"SCHW,ETFC",175
"LRCX,KLAC",175
"TMK,BRK.B",174
"KIM,REG",174
"AFL,BRK.B",174
"HON,BRK.B",174
"HON,MMM",174
"BK,JPM",174
"NTRS,STI",174
"ECL,CTAS",174
"PG,KO",174
"AXP,DFS",174
"PM,K",174
"PNC,NTRS",174
"ESS,AIV",174
"MAC,BXP",174
"GS,MS",174
"TROW,NTRS",173
"TROW,L",173
"TMK,AFL",173
"KEY,RF",173
"TJX,ROST",173
"FITB,HBAN",173
"PRU,NTRS",173
"DPS,CLX",173
"DPS,PEP",173
"AMP,IVZ",173
"MO,CLX",173
"PBCT,STI",173
"JPM,MET",173
"RJF,SCHW",173
"BF.B,PEP",173
"GPC,CINF",173
"EMR,ITW",172
"FISV,MA",172
"MKC,KMB",172
"BK,PBCT",172
"BK,MTB",172
"USB,L",172
"USB,BRK.B",172
"KMB,CHD",172
"TXN,MCHP",172
"TXN,ADI",172
"CPB,CLX",172
"XLNX,ADI",172
"MS,C",172
"PG,PEP",172
"PNC,WFC",172
"PNC,BK",172
"GS,JPM",172
"SNPS,ANSS",172
"GIS,SYY",172
"GPC,HON",172
"UNM,LNC",171
"UNM,MET",171
"FISV,GPC",171
"PEP,CHD",171
"PEP,PCG",171
"MKC,CLX",171
"BK,STI",171
"MMM,ITW",171
"PG,KMB",171
"JPM,C",171
"CL,CLX",171
"BBT,CFG",171
"L,JPM",171
"PGR,CB",171
"PGR,CINF",171
"FISV,VRSK",170
"SYK,BDX",170
"BAC,NTRS",170
"AVB,MAA",170
"AIG,TMK",170
"AIG,L",170
"AIG,BRK.B",170
"AFL,ALL",170
"CMA,RF",170
