date,close,open,high,low,volume,change,symbol,macd,macds,macdh,close_-1_s,close_-1_d,rs_14,rsi_14,close_20_sma,close_20_mstd,boll,boll_ub,boll_lb,rsv_9,kdjk_9,kdjk,kdjd_9,kdjd,kdjj_9,kdjj,high_delta,um,low_delta,dm,pdm,pdm_14_ema,pdm_14,tr,atr_14,pdi_14,pdi,mdm,mdm_14_ema,mdm_14,mdi_14,mdi,dx_14,dx,dx_6_ema,adx,adx_6_ema,adxr,close_5_ema,close_10_ema,close_20_ema,close_40_ema,vr
2010-01-04,63.42,63.98,64.7,63.05,1690000.0,0.0011,VNO,0.0,0.0,0.0,,,,,63.42,,63.42,,,22.42424242424262,40.80808080808087,40.80808080808087,46.93602693602695,46.93602693602695,28.55218855218871,28.55218855218871,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,63.42,63.42,63.42,63.42,inf
2010-01-05,62.94,63.46,63.46,62.19,2010000.0,-0.0076,VNO,-0.010769230769241744,-0.00598290598291208,-0.004786324786329664,63.42,-0.480000000000004,0.0,0.0,63.18,0.3394112549695456,63.18,63.85882250993909,62.50117749006091,29.880478087649344,37.16554656793703,37.16554656793703,43.67920014666364,43.67920014666364,24.138239410483806,24.138239410483806,-1.240000000000002,0.0,-0.8599999999999994,0.8599999999999994,0.0,0.0,0.0,1.2700000000000031,1.2700000000000031,0.0,0.0,0.8599999999999994,0.4607142857142854,0.4607142857142854,36.276715410573566,36.276715410573566,100.0,100.0,100.0,100.0,100.0,100.0,63.132,63.15599999999999,63.168,63.174,84.07960199004975
2010-01-06,62.68,63.02,63.58,62.24,1540000.0,-0.0041,VNO,-0.021784721993000744,-0.012459060085407432,-0.009325661907593312,62.94,-0.259999999999998,0.0,0.0,63.01333333333333,0.3754108860080303,63.01333333333333,63.76415510534939,62.26251156131727,19.52191235059765,31.284335162157234,31.284335162157234,39.5475784851615,39.5475784851615,14.757848516148698,14.757848516148698,0.11999999999999744,0.11999999999999744,0.05000000000000426,0.0,0.11999999999999744,0.04584040747028765,0.04584040747028765,1.3399999999999963,1.3062962962962956,3.5091891173738796,3.5091891173738796,0.0,0.2847198641765703,0.2847198641765703,21.795963517911545,21.795963517911545,72.26502311248124,72.26502311248124,83.82126348228073,83.82126348228073,90.56240369799708,90.56240369799708,62.9178947368421,62.964651162790695,62.98880932556203,63.001033118100395,47.6056338028169
2010-01-07,63.65,62.49,64.4,62.13,1820000.0,0.0155,VNO,0.008760585428504442,-0.005270833285301785,0.014031418713806226,62.68,0.9699999999999989,1.4802242292120777,59.68106479156193,63.1725,0.44191816738697925,63.1725,64.05633633477396,62.28866366522604,59.14396887159516,40.570879731969875,40.570879731969875,39.88867890076429,39.88867890076429,41.935281394381036,41.935281394381036,0.8200000000000074,0.8200000000000074,-0.10999999999999943,0.10999999999999943,0.8200000000000074,0.2826776649746209,0.2826776649746209,2.270000000000003,1.6516087751371122,17.115292024962372,17.115292024962372,0.0,0.19761602610587373,0.19761602610587373,11.965062736450292,11.965062736450292,17.710338580002563,17.710338580002563,54.101673388596055,54.101673388596055,74.17180016441314,74.17180016441314,63.222,63.19044306930694,63.179684850374066,63.175640576202376,98.87323943661971
2010-01-08,62.95,63.15,63.43,62.35,1270000.0,-0.011,VNO,-0.0026805947776580297,-0.004500295890119801,0.0018197011124617716,63.65,-0.6999999999999957,0.6883571181890095,40.770824535473,63.128,0.39543646771636953,63.128,63.91887293543274,62.33712706456726,31.906614785992225,37.682791416643994,37.682791416643994,39.15338307272419,39.15338307272419,34.7416081044836,34.7416081044836,-0.970000000000006,0.0,0.21999999999999886,0.0,0.0,0.20892749470472852,0.20892749470472852,1.2999999999999972,1.5537077625570774,13.447026509082868,13.447026509082868,0.0,0.14605830726495939,0.14605830726495939,9.400629306542049,9.400629306542049,17.71033858000256,17.71033858000256,40.045110506447884,40.045110506447884,60.98998197445584,60.98998197445584,63.11758293838863,63.12141840356072,63.12412603964424,63.12588977326079,72.82157676348547
2010-01-11,63.15,63.19,63.53,62.63,1060000.0,0.0032,VNO,-0.0009557923157572645,-0.0035395383508811055,0.002583746035123841,62.95,0.19999999999999574,0.8529615166091195,46.03233844651135,63.13166666666666,0.3538031467732673,63.13166666666666,63.839272960213194,62.42406037312013,39.68871595330724,38.35143292886507,38.35143292886507,38.886066358104486,38.886066358104486,37.28216607038624,37.28216607038624,0.10000000000000142,0.10000000000000142,0.28000000000000114,0.0,0.10000000000000142,0.18372361443404386,0.18372361443404386,0.8999999999999986,1.4029079871015002,13.095913354490829,13.095913354490829,0.0,0.11226301895117102,0.11226301895117102,8.002165500754883,8.002165500754883,24.143183313913273,24.143183313913273,34.463978042001806,34.463978042001806,51.68009519740246,51.68009519740246,63.129428571428576,63.12884203141632,63.129584263424,63.130426737570794,94.81327800829875
2010-01-12,62.28,62.7,63.14,61.59,1550000.0,-0.0138,VNO,-0.039245662566891326,-0.012575805837237976,-0.02666985672965335,63.15,-0.8699999999999974,0.48159760639749905,32.505290526791725,63.00999999999999,0.4559970760140166,63.00999999999999,63.92199415202803,62.098005847971955,22.186495176848805,32.96312034485965,32.96312034485965,36.911751020356206,36.911751020356206,25.065858993866527,25.065858993866527,-0.39000000000000057,0.0,-1.0399999999999991,1.0399999999999991,0.0,0.14500915347466858,0.14500915347466858,1.5599999999999952,1.43416821232777,10.111028276056064,10.111028276056064,1.0399999999999991,0.3077568711923456,0.3077568711923456,21.458910366785467,21.458910366785467,35.94521427206679,35.94521427206679,34.95200315998781,34.95200315998781,46.168665673509494,46.168665673509494,62.82868382710054,62.924305200649464,62.96894890795905,62.989975200330775,71.7425431711146
2010-01-13,63.82,62.49,63.93,62.09,2060000.0,0.024700000000000003,VNO,0.008952927255457155,-0.007402046427147795,0.01635497368260495,62.28,1.5399999999999991,1.3115561695860907,56.73910012841864,63.11124999999999,0.5101382865739167,63.11124999999999,64.13152657314782,62.09097342685216,71.7041800643086,45.876806918009294,45.876806918009294,39.90010298624057,39.90010298624057,57.83021478154674,57.83021478154674,0.7899999999999991,0.7899999999999991,0.5,0.0,0.7899999999999991,0.2711598654567115,0.2711598654567115,1.8399999999999963,1.5057895878416634,18.007819129987535,18.007819129987535,0.0,0.24756415895862935,0.24756415895862935,16.44082021535808,16.44082021535808,4.548797701181697,4.548797701181697,25.354953668231293,25.354953668231293,39.598627376315235,39.598627376315235,63.17253925455988,63.12808008409913,63.11605736557136,63.11276748013627,104.08163265306123
2010-01-14,64.08,63.61,64.21,63.3,1660000.0,0.0041,VNO,0.05509286819636827,0.007034588889754617,0.048058279306613653,63.82,0.259999999999998,1.4624577265294696,59.39016579954139,63.21888888888888,0.5761823592501867,63.21888888888888,64.37125360738925,62.066524170388504,80.06430868167187,57.27264083923015,57.27264083923015,45.690948937237096,45.690948937237096,80.43602464321626,80.43602464321626,0.27999999999999403,0.27999999999999403,1.2099999999999937,0.0,0.27999999999999403,0.27278753971802033,0.27278753971802033,0.9099999999999966,1.4106400157949655,19.337856339222807,19.337856339222807,0.0,0.20198184258249194,0.20198184258249194,14.318454057796254,14.318454057796254,14.913703321060174,14.913703321060174,22.154902670772206,22.154902670772206,34.25244691063007,34.25244691063007,63.48310468937459,63.33518454605938,63.27067847758339,63.24294947364398,130.14128728414443
2010-01-15,63.49,63.86,64.14,63.16,2100000.0,-0.0092,VNO,0.05663125269007452,0.01814712066340873,0.038484132026665785,64.08,-0.5899999999999963,1.0684456700521099,51.654519406603164,63.245999999999995,0.549953533390676,63.245999999999995,64.34590706678135,62.14609293321864,67.61565836298922,60.72031334714983,60.72031334714983,50.70073707387468,50.70073707387468,80.75946589370014,80.75946589370014,-0.06999999999999318,0.0,-0.14000000000000057,0.14000000000000057,0.0,0.22498871092626357,0.22498871092626357,0.980000000000004,1.3474439907167448,16.69744438183182,16.69744438183182,0.14000000000000057,0.1911211577987932,0.1911211577987932,14.183977895595518,14.183977895595518,8.139089137981541,8.139089137981541,17.946706749187413,17.946706749187413,29.356709029609476,29.356709029609476,63.485443688065494,63.36770448659544,63.3037063984747,63.27357272314262,97.87485242030696
