date,close,open,high,low,volume,change,symbol,macd,macds,macdh,close_-1_s,close_-1_d,rs_14,rsi_14,close_20_sma,close_20_mstd,boll,boll_ub,boll_lb,rsv_9,kdjk_9,kdjk,kdjd_9,kdjd,kdjj_9,kdjj,high_delta,um,low_delta,dm,pdm,pdm_14_ema,pdm_14,tr,atr_14,pdi_14,pdi,mdm,mdm_14_ema,mdm_14,mdi_14,mdi,dx_14,dx,dx_6_ema,adx,adx_6_ema,adxr,close_5_ema,close_10_ema,close_20_ema,close_40_ema,vr
2010-01-04,20.51,20.5,20.74,20.39,1240000.0,0.0054,LEG,0.0,0.0,0.0,,,,,20.51,,20.51,,,34.28571428571478,44.76190476190492,44.76190476190492,48.2539682539683,48.2539682539683,37.777777777778155,37.777777777778155,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,20.51,20.51,20.51,20.51,inf
2010-01-05,20.29,20.52,20.55,19.71,2240000.0,-0.0107,LEG,-0.004935897435895953,-0.0027421652421644183,-0.0021937321937315346,20.51,-0.22000000000000242,0.0,0.0,20.4,0.15556349186104215,20.4,20.71112698372208,20.088873016277915,56.31067961165045,48.61149637848676,48.61149637848676,48.373144295474454,48.373144295474454,49.088200544511366,49.088200544511366,-0.18999999999999773,0.0,-0.6799999999999997,0.6799999999999997,0.0,0.0,0.0,0.8399999999999999,0.8399999999999999,0.0,0.0,0.6799999999999997,0.3642857142857141,0.3642857142857141,43.3673469387755,43.3673469387755,100.0,100.0,100.0,100.0,100.0,100.0,20.378000000000004,20.389,20.3945,20.39725,55.35714285714286
2010-01-06,20.53,20.24,20.54,20.24,1260000.0,0.0118,LEG,0.0011530725951764964,-0.0011457562924345353,0.0022988288876110317,20.29,0.240000000000002,1.1748251748251717,54.01929260450154,20.44333333333333,0.13316656236958968,20.44333333333333,20.709666458072512,20.17700020859415,79.6116504854371,58.94488108080354,58.94488108080354,51.89705655725081,51.89705655725081,73.040530127909,73.040530127909,-0.010000000000001563,0.0,0.5299999999999976,0.0,0.0,0.0,0.0,0.3000000000000007,0.5600000000000003,0.0,0.0,0.0,0.22512733446519514,0.22512733446519514,40.201309725927686,40.201309725927686,100.0,100.0,100.0,100.0,100.0,100.0,20.45,20.445681063122922,20.444254787676936,20.443730472818164,111.60714285714286
2010-01-07,21.19,20.68,21.2,20.61,1420000.0,0.0321,LEG,0.02772324526862846,0.008633715781096288,0.019089529487532172,20.53,0.6600000000000001,4.6541151156535365,82.31376653030146,20.63,0.3888444419044735,20.63,21.407688883808945,19.852311116191053,99.32885906040282,72.4062070740033,72.4062070740033,58.73344006283497,58.73344006283497,99.75174109633997,99.75174109633997,0.6600000000000001,0.6600000000000001,0.370000000000001,0.0,0.6600000000000001,0.20191261783901385,0.20191261783901385,0.6699999999999982,0.5994149908592317,33.6849463089974,33.6849463089974,0.0,0.15625453226976063,0.15625453226976063,26.06783858471366,26.06783858471366,12.747703287525658,12.747703287525658,60.77649046870419,60.77649046870419,82.3674131464817,82.3674131464817,20.757384615384616,20.690900990099006,20.659539900249378,20.644517645221736,175.0
2010-01-08,21.18,21.05,21.36,20.97,752420.0,-0.0005,LEG,0.04117951256056074,0.018315354518442923,0.022864158042117815,21.19,-0.010000000000001563,4.404087865617218,81.49548962069315,20.74,0.4170131892398623,20.74,21.574026378479722,19.905973621520275,89.0909090909091,77.96777441297189,77.96777441297189,65.14488484621394,65.14488484621394,103.6135535464878,103.6135535464878,0.16000000000000014,0.16000000000000014,0.35999999999999943,0.0,0.16000000000000014,0.19097767997485077,0.19097767997485077,0.39000000000000057,0.5411060375443935,35.29394734561293,35.29394734561293,0.0,0.11548796388392138,0.11548796388392138,21.342944981360795,21.342944981360795,24.632358505319807,24.632358505319807,46.81541246933387,46.81541246933387,68.63505252456535,68.63505252456535,20.91962085308057,20.831308013568357,20.78543476935974,20.7625845175886,130.9976540726235
2010-01-11,21.09,21.3,21.3,21.02,1170000.0,-0.0042,LEG,0.04464606345803901,0.025452440600170545,0.019193622857868464,21.18,-0.08999999999999986,2.8961157029703872,74.33341111411032,20.798333333333332,0.3994204134325984,20.798333333333332,21.597174160198527,19.999492506468137,83.63636363636365,79.85730415410248,79.85730415410248,70.04902461551012,70.04902461551012,99.4738632312872,99.4738632312872,-0.05999999999999872,0.0,0.05000000000000071,0.0,0.0,0.1467888496569679,0.1467888496569679,0.28000000000000114,0.48087311071211986,30.52548507850436,30.52548507850436,0.0,0.08876610800790267,0.08876610800790267,18.459361946117113,18.459361946117113,24.63235850531981,24.63235850531981,39.029779876496896,39.029779876496896,58.24442840118977,58.24442840118977,20.981879699248125,20.898499258136304,20.84968412127611,20.82419623009178,94.17598416305898
2010-01-12,20.42,20.91,20.91,20.39,1470000.0,-0.0318,LEG,0.015748054380512855,0.02299651933744154,-0.007248464956928685,21.09,-0.6699999999999982,0.7733129931163824,43.60837574180171,20.744285714285713,0.3916570414217504,20.744285714285713,21.527599797129213,19.960971631442213,43.030303030303116,67.58163711283602,67.58163711283602,69.22656211461874,69.22656211461874,64.29178710927059,64.29178710927059,-0.39000000000000057,0.0,-0.629999999999999,0.629999999999999,0.0,0.11585732674510829,0.11585732674510829,0.6999999999999993,0.5244778477441487,22.090032447209463,22.090032447209463,0.629999999999999,0.2028155645568919,0.2028155645568919,38.66999634574263,38.66999634574263,27.287616921696344,27.287616921696344,35.16107187090345,35.16107187090345,50.63912037161786,50.63912037161786,20.782943176299177,20.783200158702932,20.768441489402665,20.75744152994539,69.59708260392513
2010-01-13,20.68,20.4,20.78,20.26,1170000.0,0.0127,LEG,0.008483394586580317,0.019508742540438155,-0.011025347953857838,20.42,0.259999999999998,1.0796341218177898,51.914618561561745,20.73625,0.363315584974984,20.73625,21.462881169949966,20.00961883005003,58.78787878787877,64.65038433785027,64.65038433785027,67.70116952236259,67.70116952236259,58.54881396882564,58.54881396882564,-0.129999999999999,0.0,-0.129999999999999,0.129999999999999,0.0,0.09319733965231844,0.09319733965231844,0.5199999999999996,0.5236875951702503,17.796361898169476,17.796361898169476,0.129999999999999,0.18857391235095522,0.18857391235095522,36.00885606038654,36.00885606038654,33.848936689087324,33.848936689087324,34.74688441633303,34.74688441633303,45.62259094006857,45.62259094006857,20.74723552735924,20.759721625248318,20.753153933559503,20.745984978264755,90.36968123825993
2010-01-14,20.71,20.61,20.94,20.6,692810.0,0.0015,LEG,0.004812085015199585,0.01611374174161409,-0.011301656726414505,20.68,0.030000000000001137,1.1176976940232919,52.77890688447804,20.733333333333334,0.33996323330619216,20.733333333333334,21.41325979994572,20.053406866720948,60.606060606060666,63.30227642725373,63.30227642725373,66.23487182399296,66.23487182399296,57.43708563377527,57.43708563377527,0.16000000000000014,0.16000000000000014,0.33999999999999986,0.0,0.16000000000000014,0.10549726227255739,0.10549726227255739,0.33999999999999986,0.49435207735086006,21.340511571812826,21.340511571812826,0.0,0.1538530716233454,0.1538530716233454,31.122165491407483,31.122165491407483,18.644976709456216,18.644976709456216,29.811946156534898,29.811946156534898,40.776919403830945,40.776919403830945,20.734492201763082,20.74890393956612,20.746231831604113,20.74114167935717,102.67007787061335
2010-01-15,20.99,20.72,21.07,20.6,2420000.0,0.013500000000000002,LEG,0.016560362463064138,0.0162138107095162,0.00034655175354793635,20.71,0.2799999999999976,1.5002853941401149,60.00456578502253,20.759,0.3306374315033184,20.759,21.420274863006636,20.097725136993365,77.57575757575749,68.06010347675497,68.06010347675497,66.84328237491363,66.84328237491363,70.49374568043766,70.49374568043766,0.129999999999999,0.129999999999999,0.0,0.0,0.129999999999999,0.1097907214487865,0.1097907214487865,0.46999999999999886,0.4907784324629579,22.37073069772134,22.37073069772134,0.0,0.12689437461976533,0.12689437461976533,25.855735750845742,25.855735750845742,7.226332986351213,7.226332986351213,23.03069974462329,23.03069974462329,35.4486829073401,35.4486829073401,20.821164498061183,20.799547653415246,20.78294120555378,20.771989014739386,145.63562376385283
