date,open,high,low,close,volume,name,macd,macds,macdh,close_-1_s,close_-1_d,rs_14,rsi_14,close_20_sma,close_20_mstd,boll,boll_ub,boll_lb,rsv_9,kdjk_9,kdjk,kdjd_9,kdjd,kdjj_9,kdjj,high_delta,um,low_delta,dm,pdm,pdm_14_ema,pdm_14,tr,atr_14,pdi_14,pdi,mdm,mdm_14_ema,mdm_14,mdi_14,mdi,dx_14,dx,dx_6_ema,adx,adx_6_ema,adxr,close_5_ema,close_10_ema,close_20_ema,close_40_ema
2013-02-08,32.31,33.48,32.3,33.05,2599232,ZTS,0.0,0.0,0.0,,,,,33.05,,33.05,,,63.559322033898326,54.51977401129943,54.51977401129943,51.506591337099806,51.506591337099806,60.546139359698685,60.546139359698685,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,33.05,33.05,33.05,33.05
2013-02-11,33.06,33.5,32.88,33.26,1486115,ZTS,0.0047115384615352696,0.002617521367519594,0.0020940170940156756,33.05,0.21000000000000085,inf,100.0,33.155,0.1484924240491756,33.155,33.451984848098355,32.85801515190165,79.99999999999989,63.013182674199584,63.013182674199584,55.34212178279972,55.34212178279972,78.3553044569993,78.3553044569993,0.020000000000003126,0.020000000000003126,0.5800000000000054,0.0,0.020000000000003126,0.010714285714287388,0.010714285714287388,0.6199999999999974,0.6199999999999974,1.728110599078618,1.728110599078618,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,33.176,33.1655,33.16025,33.157624999999996
2013-02-12,33.4,34.0,33.15,33.74,1637279,ZTS,0.02088820645671774,0.010105507059813914,0.010782699396903826,33.26,0.480000000000004,inf,100.0,33.35,0.3536947836765485,33.35,34.0573895673531,32.642610432646904,84.70588235294132,70.2440825671135,70.2440825671135,60.30944204423764,60.30944204423764,90.11336361286521,90.11336361286521,0.5,0.5,0.269999999999996,0.0,0.5,0.19762308998302314,0.19762308998302314,0.8500000000000014,0.7392592592592588,26.732582312332802,26.732582312332802,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,33.44315789473684,33.39644518272425,33.37313072439633,33.36153509685482
2013-02-13,33.8,33.8,33.0,33.55,1269625,ZTS,0.020873877641896854,0.013753329072714638,0.007120548569182216,33.74,-0.19000000000000483,3.2988721804510672,76.73808482728433,33.400000000000006,0.30561413579872226,33.400000000000006,34.01122827159745,32.78877172840256,73.52941176470576,71.33919229964425,71.33919229964425,63.98602546270651,63.98602546270651,86.04552597351974,86.04552597351974,-0.20000000000000284,0.0,-0.14999999999999858,0.14999999999999858,0.0,0.13716461203770922,0.13716461203770922,0.7999999999999972,0.7610237659963425,18.023696258438328,18.023696258438328,0.14999999999999858,0.045889231327048155,0.045889231327048155,6.029934067429466,6.029934067429466,49.86258634776852,49.86258634776852,77.46116267009778,77.46116267009778,89.86786211775038,89.86786211775038,33.487538461538456,33.447034653465344,33.42419014962593,33.41224242660837
2013-02-14,33.39,33.45,32.77,33.27,2954324,ZTS,0.009284799512421671,0.01242404255430288,-0.0031392430418812085,33.55,-0.27999999999999403,1.2751509054326087,56.046871545434705,33.37400000000001,0.27097970403703603,33.37400000000001,33.91595940807408,32.83204059192594,57.05882352941202,66.5790693762335,66.5790693762335,64.85037343388217,64.85037343388217,70.03646126093616,70.03646126093616,-0.3499999999999943,0.0,-0.22999999999999687,0.22999999999999687,0.0,0.1013785746311352,0.1013785746311352,0.779999999999994,0.766307458143072,13.229490794308244,13.229490794308244,0.22999999999999687,0.09392344916795821,0.09392344916795821,12.25662730668901,12.25662730668901,3.817228986242384,3.817228986242384,49.01536396113111,49.01536396113111,74.08812465410126,74.08812465410126,33.404028436018955,33.39621281935648,33.38689286456111,33.38087982749066
2013-02-15,33.31,34.09,33.0,33.98,5415665,ZTS,0.03250368424584593,0.017866741859192466,0.014636942386653466,33.27,0.7099999999999937,2.9503645806462746,74.68588076910103,33.475,0.3463379852109766,33.475,34.16767597042195,32.78232402957805,93.85474860335161,75.67096245193953,75.67096245193953,68.4572364399013,68.4572364399013,90.09841447601599,90.09841447601599,0.6400000000000006,0.6400000000000006,0.22999999999999687,0.0,0.6400000000000006,0.22600596969811518,0.22600596969811518,1.0900000000000034,0.8409780761539882,26.874180921778525,26.874180921778525,0.0,0.07219123753621282,0.07219123753621282,8.584199705462257,8.584199705462257,51.581546852325936,51.581546852325936,49.91602250838425,49.91602250838425,65.60439168350244,65.60439168350244,33.614496240601504,33.547842515240454,33.512011378545175,33.49361982240977
2013-02-19,34.02,34.07,33.57,33.84,1206819,ZTS,0.04049208065618615,0.023592611519596837,0.01689946913658931,33.98,-0.13999999999999346,2.176213032358941,68.51596571728345,33.52714285714286,0.34494996186472504,33.52714285714286,34.21704278087231,32.837242933413414,86.03351955307268,79.12514815231725,79.12514815231725,72.01320701070661,72.01320701070661,93.34903043553854,93.34903043553854,-0.020000000000003126,0.0,0.5700000000000003,0.0,0.0,0.1783817199933798,0.1783817199933798,0.5,0.7731257947991039,23.07279374111843,23.07279374111843,0.0,0.056979013153331225,0.056979013153331225,7.369953704382244,7.369953704382244,51.581546852325936,51.581546852325936,50.46476530711059,50.46476530711059,60.616316318725175,60.616316318725175,33.6943370568237,33.618240732819096,33.574025908550134,33.55082595935578
2013-02-20,33.84,33.88,32.6,32.72,1842861,ZTS,-0.00806949875747165,0.015983611013901552,-0.0240531097713732,33.84,-1.1200000000000045,0.6674258407017063,40.027317821872785,33.42625,0.42828353425538657,33.42625,34.282817068510774,32.56968293148923,23.463687150838002,60.571327818490836,60.571327818490836,68.19924727996802,68.19924727996802,45.315488895536475,45.315488895536475,-0.18999999999999773,0.0,-0.9699999999999989,0.9699999999999989,0.0,0.14349288226339732,0.14349288226339732,1.2800000000000011,0.8625791813788666,16.635328716607596,16.635328716607596,0.9699999999999989,0.2355524737934912,0.2355524737934912,27.30792475387029,27.30792475387029,24.28722316710754,24.28722316710754,42.20158503717018,42.20158503717018,54.803538198144075,54.803538198144075,33.35637113402062,33.41388663723579,33.42640323895638,33.42791515752005
2013-02-21,32.5,32.8,31.86,32.56,3242213,ZTS,-0.04951288090257577,0.0008535964514233526,-0.05036647735399913,32.72,-0.1599999999999966,0.6030977135968969,37.620770616890006,33.330000000000005,0.4938370176485336,33.330000000000005,34.317674035297074,32.34232596470294,31.390134529148057,50.844263388709905,50.844263388709905,62.414252649548644,62.414252649548644,27.704284867032413,27.704284867032413,-1.0800000000000054,0.0,-0.740000000000002,0.740000000000002,0.0,0.1170725070985616,0.1170725070985616,0.9399999999999977,0.8749435427400512,13.380578446459173,13.380578446459173,0.740000000000002,0.32843298941993765,0.32843298941993765,37.53762081509712,37.53762081509712,47.44284503178951,47.44284503178951,43.80793472863871,43.80793472863871,51.43358817488959,51.43358817488959,33.08382452662877,33.22811078611033,33.28742792292249,33.31110051049242
2013-02-22,32.78,32.93,32.5,32.59,954407,ZTS,-0.0766460677401497,-0.01651082717682126,-0.060135240563328446,32.56,0.030000000000001137,0.6225595512507195,38.36898009511153,33.25600000000001,0.521092868669084,33.25600000000001,34.29818573733817,32.21381426266184,32.73542600896873,44.80798426212951,44.80798426212951,56.54549652040893,56.54549652040893,21.332959745570662,21.332959745570662,0.13000000000000256,0.13000000000000256,0.6400000000000006,0.0,0.13000000000000256,0.11933770960942909,0.11933770960942909,0.4299999999999997,0.8096484882767877,14.739446974503846,14.739446974503846,0.0,0.2708837617423239,0.2708837617423239,33.4569588734561,33.4569588734561,38.83590813389362,38.83590813389362,42.3151022227648,42.3151022227648,48.69579665783025,48.69579665783025,32.916311417492466,33.09407168154073,33.18240132082766,33.22171620044006
