date,MACD_Signal,MACD,MACD_Hist,1. open,2. high,3. low,4. close,5. volume
2014-02-06,-9.2779,-16.1864,-6.9085,1752.99,1774.0601,1752.99,1773.4301,3825410000.0
2014-02-07,-10.1741,-13.7592,-3.585,1776.01,1798.03,1776.01,1797.02,3775990000.0
2014-02-10,-10.4345,-11.4757,-1.0413,1796.2,1799.9399,1791.83,1799.84,3312160000.0
2014-02-11,-9.9411,-7.9677,1.9734,1800.45,1823.54,1800.41,1819.75,3699380000.0
2014-02-12,-8.9864,-5.1675,3.8189,1820.12,1826.55,1815.97,1819.26,3326380000.0
2014-02-13,-7.6034,-2.0716,5.5318,1814.8199,1830.25,1809.22,1829.83,3289510000.0
2014-02-14,-5.8668,1.0796,6.9464,1828.46,1841.65,1825.59,1838.63,3114750000.0
2014-02-18,-3.9522,3.7061,7.6584,1839.03,1842.87,1835.01,1840.76,3421110000.0
2014-02-19,-2.2091,4.7636,6.9727,1838.9,1847.5,1826.99,1828.75,3661570000.0
2014-02-20,-0.4837,6.4178,6.9015,1829.24,1842.79,1824.58,1839.78,3404980000.0
2014-02-21,1.0849,7.359,6.2742,1841.0699,1846.13,1835.6,1836.25,3403880000.0
2014-02-24,2.6516,8.9188,6.2672,1836.78,1858.71,1836.78,1847.61,4014530000.0
2014-02-25,4.0894,9.8406,5.7511,1847.66,1852.91,1840.1899,1845.12,3515560000.0
2014-02-26,5.3623,10.4538,5.0915,1845.79,1852.65,1840.66,1845.16,3716730000.0
2014-02-27,6.5985,11.5435,4.9449,1844.9,1854.53,1841.13,1854.29,3547460000.0
2014-02-28,7.8143,12.6772,4.863,1855.12,1867.92,1847.67,1859.45,3917450000.0
2014-03-03,8.7167,12.3266,3.6099,1857.6801,1857.6801,1834.4399,1845.73,3428220000.0
2014-03-04,9.8053,14.1594,4.3541,1849.23,1876.23,1849.23,1873.91,3765770000.0
2014-03-05,10.9294,15.426,4.4966,1874.05,1876.53,1871.11,1873.8101,3392990000.0
2014-03-06,12.0434,16.4994,4.456,1874.1801,1881.9399,1874.1801,1877.03,3360450000.0
2014-03-07,13.0813,17.2329,4.1516,1878.52,1883.5699,1870.5601,1878.04,3564740000.0
2014-03-10,13.9734,17.5419,3.5684,1877.86,1877.87,1867.04,1877.17,3021350000.0
2014-03-11,14.5433,16.823,2.2796,1878.26,1882.35,1863.88,1867.63,3392400000.0
2014-03-12,14.8574,16.1135,1.2561,1866.15,1868.38,1854.38,1868.2,3270860000.0
2014-03-13,14.6119,13.6302,-0.9818,1869.0601,1874.4,1841.86,1846.34,3670990000.0
2014-03-14,13.9123,11.1136,-2.7987,1845.0699,1852.4399,1839.5699,1841.13,3285460000.0
2014-03-17,13.2153,10.4273,-2.788,1842.8101,1862.3,1842.8101,1858.83,2860490000.0
2014-03-18,12.7405,10.8412,-1.8992,1858.92,1873.76,1858.92,1872.25,2930190000.0
2014-03-19,12.2176,10.1263,-2.0914,1872.25,1874.14,1850.35,1860.77,3289210000.0
2014-03-20,11.8436,10.3473,-1.4962,1860.09,1873.49,1854.63,1872.01,3327540000.0
2014-03-21,11.4678,9.9647,-1.5031,1874.53,1883.97,1863.46,1866.52,5270710000.0
2014-03-24,10.9396,8.8269,-2.1127,1867.67,1873.34,1849.6899,1857.4399,3409000000.0
2014-03-25,10.4492,8.4875,-1.9617,1859.48,1871.87,1855.96,1865.62,3200560000.0
2014-03-26,9.776,7.0831,-2.6929,1867.09,1875.92,1852.5601,1852.5601,3480850000.0
2014-03-27,8.945,5.6212,-3.3238,1852.11,1855.55,1842.11,1849.04,3733430000.0
2014-03-28,8.1752,5.0962,-3.079,1850.0699,1866.63,1850.0699,1857.62,2955520000.0
2014-03-31,7.7004,5.8011,-1.8993,1859.16,1875.1801,1859.16,1872.34,3274300000.0
2014-04-01,7.6281,7.3386,-0.2894,1873.96,1885.84,1873.96,1885.52,3336190000.0
2014-04-02,7.8802,8.8888,1.0086,1886.61,1893.17,1883.79,1890.9,3131660000.0
2014-04-03,8.2706,9.8321,1.5615,1891.4301,1893.8,1882.65,1888.77,3055600000.0
2014-04-04,8.3305,8.5701,0.2396,1890.25,1897.28,1863.26,1865.09,3583750000.0
2014-04-07,7.8412,5.8843,-1.957,1863.92,1864.04,1841.48,1845.04,3801540000.0
2014-04-08,7.126,4.2649,-2.861,1845.48,1854.95,1837.49,1851.96,3721450000.0
2014-04-09,6.6129,4.5606,-2.0523,1852.64,1872.4301,1852.38,1872.1801,3308650000.0
2014-04-10,5.6146,1.6212,-3.9933,1872.28,1872.53,1830.87,1833.08,3758780000.0
2014-04-11,4.0742,-2.0874,-6.1616,1830.65,1835.0699,1814.36,1815.6899,3743460000.0
2014-04-14,2.5035,-3.7791,-6.2826,1818.1801,1834.1899,1815.8,1830.61,3111540000.0
2014-04-15,1.1879,-4.0746,-5.2625,1831.45,1844.02,1816.29,1842.98,3736440000.0
2014-04-16,0.4068,-2.7177,-3.1245,1846.01,1862.3101,1846.01,1862.3101,3155080000.0
2014-04-17,0.0412,-1.421,-1.4622,1861.73,1869.63,1856.72,1864.85,3341430000.0
2014-04-21,0.0675,0.1727,0.1052,1865.79,1871.89,1863.1801,1871.89,2642500000.0
2014-04-22,0.4601,2.0304,1.5703,1872.5699,1884.89,1872.5699,1879.55,3215440000.0
2014-04-23,0.9942,3.1309,2.1366,1879.3199,1879.75,1873.91,1875.39,3085720000.0
2014-04-24,1.6382,4.2143,2.576,1881.97,1884.0601,1870.24,1878.61,3191830000.0
2014-04-25,2.0709,3.8017,1.7308,1877.72,1877.72,1859.7,1863.4,3213020000.0
2014-04-28,2.44,3.9162,1.4762,1865.0,1877.01,1850.61,1869.4301,4034680000.0
2014-04-29,2.8862,4.6712,1.785,1870.78,1880.6,1870.78,1878.33,3647820000.0
2014-04-30,3.4406,5.6579,2.2173,1877.1,1885.2,1872.6899,1883.95,3779230000.0
2014-05-01,4.0214,6.3449,2.3234,1884.39,1888.59,1878.04,1883.6801,3416740000.0
2014-05-02,4.5388,6.6082,2.0694,1885.3,1891.33,1878.5,1881.14,3159560000.0
2014-05-05,5.035,7.02,1.985,1879.45,1885.51,1866.77,1884.66,2733730000.0
2014-05-06,5.2103,5.9113,0.701,1883.6899,1883.6899,1867.72,1867.72,3327260000.0
2014-05-07,5.3306,5.8121,0.4814,1868.53,1878.83,1859.79,1878.21,3632950000.0
2014-05-08,5.357,5.4623,0.1053,1877.39,1889.0699,1870.05,1875.63,3393420000.0
2014-05-09,5.3562,5.3534,-0.0029,1875.27,1878.5699,1867.02,1878.48,3025020000.0
2014-05-12,5.6163,6.6565,1.0402,1880.03,1897.13,1880.03,1896.65,3005740000.0
2014-05-13,6.0261,7.6654,1.6393,1896.75,1902.17,1896.0601,1897.45,2915680000.0
2014-05-14,6.3523,7.6569,1.3046,1897.13,1897.13,1885.77,1888.53,2822060000.0
2014-05-15,6.3123,6.1526,-0.1597,1888.16,1888.16,1862.36,1870.85,3552640000.0
2014-05-16,6.1425,5.4632,-0.6793,1871.1899,1878.28,1864.8199,1877.86,3173650000.0
2014-05-19,6.0013,5.4367,-0.5647,1876.66,1886.0,1872.42,1885.08,2664250000.0
2014-05-20,5.6764,4.3768,-1.2997,1884.88,1884.88,1868.14,1872.83,3007700000.0
2014-05-21,5.4829,4.709,-0.7739,1873.34,1888.8,1873.34,1888.03,2777140000.0
2014-05-22,5.4406,5.2714,-0.1692,1888.1899,1896.33,1885.39,1892.49,2759800000.0
2014-05-23,5.6112,6.2934,0.6822,1893.3199,1901.26,1893.3199,1900.53,2396280000.0
2014-05-27,6.075,7.9301,1.8552,1902.01,1912.28,1902.01,1911.91,2911020000.0
2014-05-28,6.6504,8.9522,2.3018,1911.77,1914.46,1907.3,1909.78,2976450000.0
2014-05-29,7.4141,10.4686,3.0546,1910.6,1920.03,1909.8199,1920.03,2709050000.0
2014-05-30,8.2952,11.8198,3.5246,1920.33,1924.03,1916.64,1923.5699,3263490000.0
2014-06-02,9.2072,12.8554,3.6481,1923.87,1925.88,1915.98,1924.97,2509020000.0
2014-06-03,10.0582,13.462,3.4038,1923.0699,1925.0699,1918.79,1924.24,2867180000.0
2014-06-04,10.8614,14.0742,3.2128,1923.0601,1928.63,1918.6,1927.88,2793920000.0
2014-06-05,11.7685,15.397,3.6285,1928.52,1941.74,1922.9301,1940.46,3113270000.0
2014-06-06,12.8097,16.9743,4.1646,1942.41,1949.4399,1942.41,1949.4399,2864300000.0
2014-06-09,13.8803,18.1626,4.2823,1948.97,1955.55,1947.16,1951.27,2812180000.0
2014-06-10,14.8739,18.8484,3.9745,1950.34,1950.86,1944.64,1950.79,2702360000.0
2014-06-11,15.6232,18.6204,2.9972,1949.37,1949.37,1940.08,1943.89,2710620000.0
2014-06-12,15.9246,17.1303,1.2057,1943.35,1943.35,1925.78,1930.11,3040480000.0
2014-06-13,15.9897,16.2503,0.2606,1930.8,1937.3,1927.6899,1936.16,2598230000.0
2014-06-16,15.8928,15.5049,-0.3879,1934.84,1941.15,1930.91,1937.78,2926130000.0
2014-06-17,15.7302,15.08,-0.6502,1937.15,1943.6899,1933.55,1941.99,2971260000.0
2014-06-18,15.7384,15.771,0.0326,1942.73,1957.74,1939.29,1956.98,3065220000.0
2014-06-19,15.8571,16.3321,0.475,1957.5,1959.87,1952.26,1959.48,2952150000.0
2014-06-20,16.0569,16.8561,0.7992,1960.45,1963.91,1959.17,1962.87,4336240000.0
2014-06-23,16.2563,17.0537,0.7974,1962.92,1963.74,1958.89,1962.61,2717630000.0
2014-06-24,16.2064,16.0067,-0.1997,1961.97,1968.17,1948.34,1949.98,3089700000.0
2014-06-25,16.1183,15.7658,-0.3524,1949.27,1960.83,1947.49,1959.53,3106710000.0
2014-06-26,15.9372,15.2131,-0.7241,1959.89,1959.89,1944.6899,1957.22,2778840000.0
2014-06-27,15.7308,14.9051,-0.8257,1956.5601,1961.47,1952.1801,1960.96,4290590000.0
2014-06-30,15.4718,14.4357,-1.0361,1960.79,1964.24,1958.22,1960.23,3037350000.0
2014-07-01,15.3669,14.9476,-0.4193,1962.29,1978.58,1962.29,1973.3199,3188240000.0
2014-07-02,15.35,15.282,-0.0679,1973.0601,1976.67,1972.58,1974.62,2851480000.0
2014-07-03,15.5266,16.233,0.7065,1975.88,1985.59,1975.88,1985.4399,1998090000.0
2014-07-07,15.6556,16.1717,0.5161,1984.22,1984.22,1974.88,1977.65,2681260000.0
2014-07-08,15.49,14.8274,-0.6626,1976.39,1976.39,1959.46,1963.71,3302430000.0
2014-07-09,15.2585,14.3326,-0.9259,1965.1,1974.15,1965.1,1972.83,2858800000.0
2014-07-10,14.8331,13.1316,-1.7016,1966.67,1969.84,1952.86,1964.6801,3165690000.0
2014-07-11,14.3208,12.2714,-2.0493,1965.76,1968.67,1959.63,1967.5699,2684630000.0
2014-07-14,13.9002,12.2179,-1.6823,1969.86,1979.85,1969.86,1977.1,2744920000.0
2014-07-15,13.4666,11.732,-1.7345,1977.36,1982.52,1965.34,1973.28,3328740000.0
2014-07-16,13.149,11.879,-1.2701,1976.35,1983.9399,1975.67,1981.5699,3390950000.0
2014-07-17,12.5168,9.9881,-2.5288,1979.75,1981.8,1955.59,1958.12,3381680000.0
2014-07-18,12.0127,9.9962,-2.0165,1961.54,1979.91,1960.8199,1978.22,3106060000.0
2014-07-21,11.5147,9.5225,-1.9922,1976.9301,1976.9301,1965.77,1973.63,2611160000.0
2014-07-22,11.1782,9.8325,-1.3457,1975.65,1986.24,1975.65,1983.53,2890480000.0
2014-07-23,10.9908,10.241,-0.7498,1985.3199,1989.23,1982.4399,1987.01,2869720000.0
2014-07-24,10.897,10.5218,-0.3752,1988.0699,1991.39,1985.79,1987.98,3203530000.0
2014-07-25,10.6881,9.8528,-0.8354,1984.6,1984.6,1974.37,1978.34,2638960000.0
2014-07-28,10.4029,9.2618,-1.141,1978.25,1981.52,1967.3101,1978.91,2803320000.0
2014-07-29,9.918,7.9786,-1.9395,1980.03,1984.85,1969.95,1969.95,3183300000.0
2014-07-30,9.3128,6.8918,-2.421,1973.21,1978.9,1962.42,1970.0699,3448250000.0
2014-07-31,8.014,2.8188,-5.1952,1965.14,1965.14,1930.67,1930.67,4193000000.0
2014-08-01,6.2422,-0.8448,-7.087,1929.8,1937.35,1916.37,1925.15,3789660000.0
2014-08-04,4.4735,-2.6015,-7.0749,1926.62,1942.92,1921.2,1938.99,3072920000.0
2014-08-05,2.4895,-5.4462,-7.9358,1936.34,1936.34,1913.77,1920.21,3462520000.0
2014-08-06,0.4695,-7.6106,-8.0801,1917.29,1927.91,1911.45,1920.24,3539150000.0
2014-08-07,-1.6385,-10.0707,-8.4322,1923.03,1928.89,1904.78,1909.5699,3230520000.0
2014-08-08,-3.3362,-10.1269,-6.7907,1910.35,1932.38,1909.01,1931.59,2902280000.0
2014-08-11,-4.595,-9.6302,-5.0352,1933.4301,1944.9,1933.4301,1936.92,2784890000.0
2014-08-12,-5.5529,-9.3843,-3.8314,1935.73,1939.65,1928.29,1933.75,2611700000.0
2014-08-13,-6.0523,-8.05,-1.9977,1935.6,1948.41,1935.6,1946.72,2718020000.0
2014-08-14,-6.0894,-6.238,-0.1486,1947.41,1955.23,1947.41,1955.1801,2609460000.0
2014-08-15,-5.8229,-4.7568,1.0661,1958.87,1964.04,1941.5,1955.0601,3023380000.0
2014-08-18,-5.1006,-2.2116,2.8891,1958.36,1971.99,1958.36,1971.74,2638160000.0
2014-08-19,-3.9616,0.5944,4.556,1972.73,1982.5699,1972.73,1981.6,2656430000.0
2014-08-20,-2.5338,3.1776,5.7114,1980.46,1988.5699,1977.6801,1986.51,2579560000.0
2014-08-21,-0.9005,5.6328,6.5333,1986.8199,1994.76,1986.8199,1992.37,2638920000.0
2014-08-22,0.7147,7.1755,6.4608,1992.6,1993.54,1984.76,1988.4,2301860000.0
2014-08-25,2.3841,9.0618,6.6777,1991.74,2001.95,1991.74,1997.92,2233880000.0
2014-08-26,4.0281,10.604,6.5759,1998.59,2005.04,1998.59,2000.02,2451950000.0
2014-08-27,5.5623,11.6993,6.137,2000.54,2002.14,1996.2,2000.12,2344350000.0
2014-08-28,6.8808,12.1545,5.2738,1997.42,1998.55,1990.52,1996.74,2282400000.0
2014-08-29,8.0849,12.9016,4.8166,1998.45,2003.38,1994.65,2003.37,2259130000.0
2014-09-02,9.1185,13.2529,4.1344,2004.0699,2006.12,1994.85,2002.28,2819980000.0
2014-09-03,9.9454,13.2527,3.3073,2003.5699,2009.28,1998.14,2000.72,2809980000.0
2014-09-04,10.5276,12.8566,2.329,2001.67,2011.17,1992.54,1997.65,3072410000.0
2014-09-05,11.0625,13.2022,2.1397,1998.0,2007.71,1990.1,2007.71,2818300000.0
2014-09-08,11.4161,12.8304,1.4143,2007.17,2007.17,1995.6,2001.54,2789090000.0
2014-09-09,11.4024,11.3478,-0.0546,2000.73,2001.01,1984.61,1988.4399,2882830000.0
2014-09-10,11.249,10.6353,-0.6137,1988.41,1996.66,1982.99,1995.6899,2912430000.0
2014-09-11,11.0185,10.0962,-0.9222,1992.85,1997.65,1985.9301,1997.45,2941690000.0
2014-09-12,10.5365,8.6088,-1.9277,1996.74,1996.74,1980.26,1985.54,3206570000.0
2014-09-15,9.8758,7.2328,-2.643,1986.04,1987.1801,1978.48,1984.13,2776530000.0
2014-09-16,9.352,7.2569,-2.0951,1981.9301,2002.28,1979.0601,1998.98,3160310000.0
2014-09-17,8.9616,7.3998,-1.5618,1999.3,2010.74,1993.29,2001.5699,3209420000.0
2014-09-18,8.8109,8.2083,-0.6026,2003.0699,2012.34,2003.0699,2011.36,3235340000.0
2014-09-19,8.7831,8.6717,-0.1114,2012.74,2019.26,2006.59,2010.4,4880220000.0
2014-09-22,8.5566,7.6507,-0.9059,2009.08,2009.08,1991.01,1994.29,3349670000.0
2014-09-23,8.0142,5.8447,-2.1695,1992.78,1995.41,1982.77,1982.77,3279350000.0
2014-09-24,7.5318,5.602,-1.9298,1983.34,1999.79,1978.63,1998.3,3313850000.0
2014-09-25,6.5795,2.7705,-3.809,1997.3199,1997.3199,1965.99,1965.99,3273050000.0
2014-09-26,5.6367,1.8655,-3.7712,1966.22,1986.37,1966.22,1982.85,2929440000.0
2014-09-29,4.6559,0.7324,-3.9235,1978.96,1981.28,1964.04,1977.8,3094440000.0
2014-09-30,3.604,-0.6033,-4.2073,1978.21,1985.17,1968.96,1972.29,3951100000.0
2014-10-01,2.1378,-3.7273,-5.8651,1971.4399,1971.4399,1941.72,1946.16,4188590000.0
2014-10-02,0.4839,-6.1317,-6.6155,1945.83,1952.3199,1926.03,1946.17,4012510000.0
2014-10-03,-0.8553,-6.2121,-5.3568,1948.12,1971.1899,1948.12,1967.9,3560970000.0
2014-10-06,-1.9743,-6.45,-4.4757,1970.01,1977.84,1958.4301,1964.8199,3358220000.0
2014-10-07,-3.3661,-8.9337,-5.5676,1962.36,1962.36,1934.87,1935.1,3687870000.0
2014-10-08,-4.3094,-8.0823,-3.773,1935.55,1970.36,1925.25,1968.89,4441890000.0
2014-10-09,-5.5612,-10.5683,-5.0072,1967.6801,1967.6801,1927.5601,1928.21,4344020000.0
2014-10-10,-7.2803,-14.157,-6.8766,1925.63,1936.98,1906.05,1906.13,4550540000.0
2014-10-13,-9.6865,-19.3113,-9.6248,1905.65,1912.09,1874.14,1874.74,4352580000.0
2014-10-14,-12.3279,-22.8934,-10.5655,1877.11,1898.71,1871.79,1877.7,4812010000.0
2014-10-15,-15.1928,-26.6523,-11.4595,1874.1801,1874.1801,1820.66,1862.49,6090800000.0
2014-10-16,-18.0087,-29.2721,-11.2634,1855.95,1876.01,1835.02,1862.76,5073150000.0
2014-10-17,-20.2222,-29.0765,-8.8543,1864.91,1898.16,1864.91,1886.76,4482120000.0
2014-10-20,-21.6209,-27.2158,-5.5949,1885.62,1905.03,1882.3,1904.01,3331210000.0
2014-10-21,-21.7917,-22.4748,-0.6831,1909.38,1942.45,1909.38,1941.28,3987090000.0
2014-10-22,-21.3603,-19.6345,1.7257,1941.29,1949.3101,1926.83,1927.11,3761930000.0
2014-10-23,-20.147,-15.2941,4.8529,1931.02,1961.95,1931.02,1950.8199,3789250000.0
2014-10-24,-18.2419,-10.6215,7.6204,1951.59,1965.27,1946.27,1964.58,3078380000.0
2014-10-27,-16.0085,-7.075,8.9336,1962.97,1964.64,1951.37,1961.63,3538860000.0
2014-10-28,-13.2763,-2.3474,10.9289,1964.14,1985.05,1964.14,1985.05,3653260000.0
2014-10-29,-10.3883,1.1638,11.5521,1983.29,1991.4,1969.04,1982.3,3740350000.0
2014-10-30,-7.3333,4.8868,12.2201,1979.49,1999.4,1974.75,1994.65,3586150000.0
2014-10-31,-3.9437,9.6146,13.5583,2001.2,2018.1899,2001.2,2018.05,4292290000.0
2014-11-03,-0.517,13.19,13.707,2018.21,2024.46,2013.6801,2017.8101,3555440000.0
2014-11-04,2.6635,15.3854,12.7219,2015.8101,2015.98,2001.01,2012.1,3956260000.0
2014-11-05,5.6998,17.8451,12.1453,2015.29,2023.77,2014.42,2023.5699,3766590000.0
2014-11-06,8.5955,20.1784,11.5828,2023.33,2031.61,2015.86,2031.21,3669770000.0
2014-11-07,11.243,21.8331,10.59,2032.36,2034.26,2025.0699,2031.92,3704280000.0
2014-11-10,13.6717,23.3864,9.7147,2032.01,2038.7,2030.17,2038.26,3284940000.0
2014-11-11,15.8274,24.4502,8.6228,2038.2,2041.28,2035.28,2039.6801,2958320000.0
2014-11-12,17.6401,24.891,7.2508,2037.75,2040.33,2031.95,2038.25,3246650000.0
2014-11-13,19.1199,25.0388,5.9189,2039.21,2046.1801,2030.4399,2039.33,3455270000.0
2014-11-14,20.2776,24.9083,4.6308,2039.74,2042.22,2035.2,2039.8199,3227130000.0
2014-11-17,21.1504,24.6419,3.4915,2038.29,2043.0699,2034.46,2041.3199,3152890000.0
2014-11-18,21.918,24.9884,3.0704,2041.48,2056.0801,2041.48,2051.8,3416190000.0
2014-11-19,22.4803,24.7294,2.2491,2051.1599,2052.1399,2040.37,2048.72,3390850000.0
2014-11-20,22.8975,24.5661,1.6687,2045.87,2053.8401,2040.49,2052.75,3128290000.0
2014-11-21,23.3211,25.0158,1.6947,2057.46,2071.46,2056.75,2063.5,3916420000.0
2014-11-24,23.7678,25.5545,1.7867,2065.0701,2070.1699,2065.0701,2069.4099,3128060000.0
2014-11-25,24.1133,25.4955,1.3821,2070.1499,2074.21,2064.75,2067.03,3392940000.0
2014-11-26,24.4149,25.6214,1.2064,2067.3601,2073.29,2066.6201,2072.8301,2745260000.0
2014-11-28,24.5335,25.0076,0.4741,2074.78,2075.76,2065.0601,2067.5601,2504640000.0
2014-12-01,24.2499,23.1154,-1.1345,2065.78,2065.78,2049.5701,2053.4399,4159010000.0
2014-12-02,23.8829,22.4152,-1.4677,2053.77,2068.77,2053.77,2066.55,3686650000.0
2014-12-03,23.5527,22.2319,-1.3208,2067.45,2076.28,2066.6499,2074.3301,3612680000.0
2014-12-04,23.1707,21.6426,-1.5281,2073.6399,2077.3401,2062.3401,2071.9199,3408340000.0
2014-12-05,22.7785,21.2096,-1.5689,2072.78,2079.47,2070.8101,2075.3701,3419620000.0
2014-12-08,22.1082,19.4272,-2.6811,2074.8401,2075.78,2054.27,2060.3101,3800990000.0
2014-12-09,21.2406,17.7702,-3.4704,2056.55,2060.6001,2034.17,2059.8201,3970150000.0
2014-12-10,19.7091,13.5828,-6.1262,2058.8601,2058.8601,2024.26,2026.14,4114440000.0
2014-12-11,17.9433,10.8804,-7.0629,2027.92,2055.53,2027.92,2035.33,3917950000.0
2014-12-12,15.556,6.0066,-9.5493,2030.36,2032.25,2002.33,2002.33,4157650000.0
2014-12-15,12.6661,1.1066,-11.5595,2005.03,2018.6899,1982.26,1989.63,4361990000.0
2014-12-16,9.3144,-4.0924,-13.4068,1986.71,2016.89,1972.5601,1972.74,4958680000.0
2014-12-17,6.4683,-4.9162,-11.3845,1973.77,2016.75,1973.77,2012.89,4942370000.0
2014-12-18,4.8447,-1.6494,-6.4942,2018.98,2061.23,2018.98,2061.23,4703380000.0
2014-12-19,4.2118,1.6802,-2.5316,2061.04,2077.8501,2061.03,2070.6499,6465530000.0
2014-12-22,4.3493,4.8992,0.5499,2069.28,2078.76,2069.28,2078.54,3369520000.0
2014-12-23,5.0105,7.655,2.6445,2081.48,2086.73,2079.77,2082.1699,3043950000.0
2014-12-24,5.9491,9.7036,3.7545,2083.25,2087.5601,2081.8601,2081.8799,1416980000.0
2014-12-26,7.1088,11.7478,4.639,2084.3,2092.7,2084.3,2088.77,1735230000.0
2014-12-29,8.3589,13.359,5.0002,2087.6299,2093.55,2085.75,2090.5701,2452360000.0
2014-12-30,9.4179,13.6539,4.236,2088.49,2088.49,2079.53,2080.3501,2440280000.0
2014-12-31,9.9379,12.0182,2.0803,2082.1101,2085.5801,2057.9399,2058.8999,2606070000.0
2015-01-02,10.0591,10.5439,0.4847,2058.8999,2072.3601,2046.04,2058.2,2708700000.0
2015-01-05,9.3008,6.2676,-3.0332,2054.4399,2054.4399,2017.34,2020.58,3799120000.0
2015-01-06,7.7231,1.4123,-6.3108,2022.15,2030.25,1992.4399,2002.61,4460110000.0
2015-01-07,6.0685,-0.5499,-6.6184,2005.55,2029.61,2005.55,2025.9,3805480000.0
2015-01-08,5.0168,0.8099,-4.2069,2030.61,2064.0801,2030.61,2062.1399,3934010000.0
2015-01-09,4.1102,0.4837,-3.6265,2063.45,2064.4299,2038.33,2044.8101,3364140000.0
2015-01-12,3.0686,-1.0977,-4.1663,2046.13,2049.3,2022.58,2028.26,3456460000.0
2015-01-13,1.9066,-2.7413,-4.6479,2031.58,2056.9299,2008.25,2023.03,4107300000.0
2015-01-14,0.5381,-4.936,-5.4741,2018.4,2018.4,1988.4399,2011.27,4378680000.0
2015-01-15,-1.1861,-8.0829,-6.8968,2013.75,2021.35,1991.47,1992.67,4276720000.0
2015-01-16,-2.6134,-8.3225,-5.7091,1992.25,2020.46,1988.12,2019.42,4056410000.0
2015-01-20,-3.7238,-8.1656,-4.4418,2020.76,2028.9399,2004.49,2022.55,3944340000.0
2015-01-21,-4.4163,-7.1863,-2.7699,2020.1899,2038.29,2012.04,2032.12,3730070000.0
2015-01-22,-4.3054,-3.8617,0.4437,2034.3,2064.6201,2026.38,2063.1499,4176050000.0
2015-01-23,-3.8677,-2.1168,1.7508,2062.98,2062.98,2050.54,2051.8201,3573560000.0
2015-01-26,-3.1552,-0.3053,2.8499,2050.4199,2057.6201,2040.97,2057.0901,3465760000.0
2015-01-27,-2.74,-1.0794,1.6607,2047.86,2047.86,2019.91,2029.55,3329810000.0
2015-01-28,-2.9637,-3.8585,-0.8948,2032.34,2042.49,2001.49,2002.16,4067530000.0
2015-01-29,-3.2648,-4.4691,-1.2043,2002.45,2024.64,1989.1801,2021.25,4127140000.0
2015-01-30,-4.0101,-6.9913,-2.9812,2019.35,2023.3199,1993.38,1994.99,4568650000.0
2015-02-02,-4.5731,-6.8249,-2.2518,1996.67,2021.66,1980.9,2020.85,4008330000.0
2015-02-03,-4.5162,-4.289,0.2273,2022.71,2050.3,2022.71,2050.03,4615900000.0
2015-02-04,-4.1996,-2.9329,1.2667,2048.8601,2054.74,2036.72,2041.51,4141920000.0
2015-02-05,-3.3919,-0.161,3.2308,2043.45,2063.55,2043.45,2062.52,3821990000.0
2015-02-06,-2.4235,1.4501,3.8736,2062.28,2072.3999,2049.97,2055.47,4232970000.0
2015-02-09,-1.5389,1.9995,3.5384,2053.47,2056.1599,2041.88,2046.74,3549540000.0
2015-02-10,-0.4011,4.1501,4.5512,2049.3799,2070.8601,2048.6201,2068.5901,3669850000.0
2015-02-11,0.8357,5.783,4.9473,2068.55,2073.48,2057.99,2068.53,3596860000.0
2015-02-12,2.3862,8.5879,6.2017,2069.98,2088.53,2069.98,2088.48,3788350000.0
2015-02-13,4.1822,11.3664,7.1842,2088.78,2097.03,2086.7,2096.99,3527450000.0
2015-02-17,6.082,13.6811,7.5991,2096.47,2101.3,2089.8,2100.3401,3361750000.0
2015-02-18,7.9228,15.286,7.3632,2099.1599,2100.23,2092.1499,2099.6799,3370020000.0
2015-02-19,9.5765,16.1913,6.6148,2099.25,2102.1299,2090.79,2097.45,3247100000.0
2015-02-20,11.2094,17.7411,6.5317,2097.6499,2110.6101,2085.4399,2110.3,3281600000.0
2015-02-23,12.708,18.7021,5.9942,2109.8301,2110.05,2103.0,2109.6599,3093680000.0
2015-02-24,14.1076,19.7062,5.5986,2109.1001,2117.9399,2105.8701,2115.48,3199840000.0
2015-02-25,15.3139,20.1391,4.8252,2115.3,2119.5901,2109.8899,2113.8601,3312340000.0
2015-02-26,16.2511,19.9999,3.7488,2113.9099,2113.9099,2103.76,2110.74,3408690000.0
2015-02-27,16.8339,19.1651,2.3312,2110.8799,2112.74,2103.75,2104.5,3547380000.0
2015-03-02,17.3313,19.3209,1.9896,2105.23,2117.52,2104.5,2117.3899,3409490000.0
2015-03-03,17.5563,18.4562,0.8999,2115.76,2115.76,2098.26,2107.78,3262300000.0
2015-03-04,17.4111,16.8305,-0.5806,2107.72,2107.72,2094.49,2098.53,3421110000.0
2015-03-05,17.0419,15.5652,-1.4767,2098.54,2104.25,2095.22,2101.04,3103030000.0
2015-03-06,16.0377,12.0209,-4.0168,2100.9099,2100.9099,2067.27,2071.26,3853570000.0
2015-03-09,14.7819,9.7588,-5.0232,2072.25,2083.49,2072.21,2079.4299,3349090000.0
2015-03-10,12.8379,5.0617,-7.7762,2076.1399,2076.1399,2044.16,2044.16,3668900000.0
2015-03-11,10.4726,1.0112,-9.4613,2044.6899,2050.0801,2039.6899,2040.24,3406570000.0
2015-03-12,8.3535,-0.1228,-8.4763,2041.1,2066.4099,2041.1,2065.95,3405860000.0
