,items,freq
0,"FRT,MAC,KIM,REG",147
1,"AVB,ESS,EQR,UDR",145
2,"FITB,BBT,MTB,STI",144
3,"SPG,FRT,MAC,REG",144
4,"SPG,FRT,KIM,REG",144
5,"ESS,FRT,KIM,REG",144
6,"ESS,SPG,FRT,BXP",143
7,"ESS,SPG,FRT,UDR",143
8,"SLG,ESS,FRT,BXP",142
9,"AVB,ESS,EQR,MAA",142
10,"SPG,MAC,KIM,REG",142
11,"PNC,HBAN,MTB,STI",142
12,"ESS,FRT,MAC,REG",142
13,"FITB,HBAN,MTB,STI",141
14,"AVB,ESS,EQR,BXP",141
15,"AVB,EQR,MAA,UDR",141
16,"GGP,MAC,KIM,REG",141
17,"SPG,GGP,FRT,MAC",141
18,"PNC,BBT,MTB,STI",141
19,"ESS,FRT,BXP,REG",141
20,"ESS,EQR,MAA,UDR",141
21,"FRT,BXP,KIM,REG",140
22,"FRT,MAC,BXP,REG",140
23,"SLG,VNO,FRT,BXP",140
24,"KEY,HBAN,MTB,STI",140
25,"SPG,GGP,MAC,REG",140
26,"SPG,FRT,MAC,KIM",140
27,"BBT,USB,MTB,STI",140
28,"PNC,USB,MTB,STI",140
29,"ESS,SPG,MAA,UDR",140
30,"MAC,BXP,KIM,REG",140
31,"SLG,SPG,GGP,FRT",139
32,"SLG,SPG,FRT,BXP",139
33,"SLG,FRT,MAC,REG",139
34,"FITB,KEY,HBAN,MTB",139
35,"AVB,ESS,SPG,FRT",139
36,"SPG,GGP,MAC,KIM",139
37,"VNO,PSA,SPG,BXP",139
38,"BBT,MTB,PBCT,STI",139
39,"PNC,KEY,MTB,STI",139
40,"ESS,SPG,FRT,REG",139
41,"ESS,SPG,FRT,MAA",139
42,"VNO,PSA,BXP",167
43,"MAC,KIM,REG",167
44,"ESS,MAA,UDR",166
45,"FRT,KIM,REG",165
46,"BBT,MTB,STI",165
47,"ESS,SPG,FRT",165
48,"AVB,ESS,EQR",164
49,"AVB,EQR,UDR",164
50,"PNC,MTB,STI",164
51,"FRT,MAC,REG",163
52,"SLG,VNO,BXP",163
53,"FITB,MTB,STI",163
54,"SPG,FRT,KIM",163
55,"ESS,FRT,BXP",163
56,"SLG,FRT,BXP",162
57,"SPG,KIM,REG",162
58,"SPG,FRT,REG",162
59,"ESS,SPG,UDR",162
60,"ESS,EQR,UDR",162
61,"EQR,MAA,UDR",161
62,"FITB,HBAN,MTB",161
63,"AVB,ESS,UDR",161
64,"AVB,EQR,MAA",161
65,"SPG,GGP,MAC",161
66,"SPG,FRT,MAC",161
67,"ESS,FRT,REG",161
68,"ESS,FRT,UDR",161
69,"SLG,SPG,FRT",160
70,"KEY,MTB,STI",160
71,"SPG,MAC,REG",160
72,"SPG,GGP,FRT",160
73,"SPG,FRT,BXP",160
74,"VNO,PSA,SPG",160
75,"PNC,BBT,STI",160
76,"FRT,MAC,KIM",159
77,"FITB,BBT,STI",159
78,"AVB,EQR,BXP",159
79,"MTB,PBCT,STI",159
80,"HBAN,MTB,STI",159
81,"BBT,USB,STI",159
82,"ESS,SPG,BXP",159
83,"ESS,VNO,BXP",159
84,"ESS,EQR,MAA",159
85,"TMK,AMP,PFG",158
86,"SLG,ESS,BXP",158
87,"PLD,MAC,REG",158
88,"FITB,BBT,MTB",158
89,"AVB,ESS,BXP",158
90,"AVB,ESS,SPG",158
91,"SPG,FRT,UDR",158
92,"PFG,PRU,MET",158
93,"VNO,SPG,FRT",158
94,"VNO,FRT,BXP",158
95,"BBT,USB,WFC",158
96,"PNC,USB,STI",158
97,"ESS,SPG,MAA",158
98,"ESS,MAA,BXP",158
99,"ESS,FRT,MAA",158
100,"FRT,BXP,REG",157
101,"FRT,MAC,BXP",157
102,"SLG,ESS,FRT",157
103,"KEY,STI,RF",157
104,"KEY,HBAN,MTB",157
105,"KEY,HBAN,RF",157
106,"FITB,MTB,PBCT",157
107,"GGP,PLD,MAC",157
108,"GGP,MAC,REG",157
109,"GGP,FRT,MAC",157
110,"SPG,MAC,KIM",157
111,"AMP,PFG,MET",157
112,"VNO,SPG,BXP",157
113,"VNO,SPG,GGP",157
114,"VNO,PSA,KIM",157
115,"VNO,GGP,BXP",157
116,"BBT,MTB,PBCT",157
117,"PNC,HBAN,MTB",157
