,items,freq
0,"PNC,BBT,USB",160
1,"MKC,GIS,K",158
2,"PNC,USB,JPM",158
3,"PNC,BBT,STI",158
4,"USB,JPM,NTRS",157
5,"BBT,USB,JPM",157
6,"PNC,BBT,MTB",157
7,"AVB,UDR,AIV",156
8,"AIG,USB,JPM",156
9,"USB,JPM,MTB",156
10,"PNC,USB,MTB",156
11,"FITB,BBT,STI",155
12,"AIG,PNC,USB",155
13,"BBT,USB,MTB",155
14,"PNC,USB,STI",154
15,"GIS,CPB,K",154
16,"MKC,GIS,CPB",153
17,"BBT,USB,STI",153
18,"BBT,MTB,STI",153
19,"GOOGL,CMCSA,GOOG",153
20,"TMK,USB,JPM",152
21,"CL,KMB,PEP",152
22,"BBT,USB,NTRS",152
23,"PNC,USB,PBCT",152
24,"PNC,MTB,STI",152
25,"ADBE,GOOGL,GOOG",152
26,"AVB,ESS,UDR",151
27,"KMB,PEP,CLX",151
28,"CB,ALL,CINF",151
29,"TRV,ALL,CINF",151
30,"BBT,MTB,NTRS",151
31,"BBT,JPM,MTB",151
32,"ESS,UDR,AIV",151
33,"UNM,PRU,MET",150
34,"EQR,UDR,AIV",150
35,"USB,MTB,NTRS",150
36,"KMB,PEP,KO",150
37,"TRV,CB,CINF",150
38,"JPM,MTB,NTRS",150
39,"CL,PG,PEP",150
40,"PNC,USB,NTRS",150
41,"PNC,BBT,JPM",150
42,"BBT,JPM,STI",149
43,"BBT,KEY,STI",149
44,"PNC,BBT,PBCT",149
45,"PNC,JPM,MTB",149
46,"AVB,EQR,UDR",148
47,"AIG,BBT,USB",148
48,"USB,JPM,STI",148
49,"TRV,CB,ALL",148
50,"BBT,NTRS,STI",148
51,"BBT,USB,PBCT",148
52,"BBT,JPM,NTRS",148
53,"PNC,USB,DFS",148
54,"FITB,BBT,KEY",147
55,"AIG,USB,NTRS",147
56,"BK,MTB,NTRS",147
57,"USB,L,JPM",147
58,"CL,PEP,KO",147
59,"PM,PEP,KO",147
60,"PM,CL,PEP",147
61,"GOOGL,MA,GOOG",147
62,"GOOGL,ADP,GOOG",147
63,"GOOGL,FB,GOOG",147
64,"PNC,BBT,NTRS",147
65,"PNC,MTB,NTRS",147
66,"MKC,CPB,K",146
67,"MKC,PM,MO",146
68,"AVB,ESS,AIV",146
69,"BK,JPM,NTRS",146
70,"USB,JPM,PBCT",146
71,"USB,BK,NTRS",146
72,"CL,PG,KMB",146
73,"BBT,PBCT,STI",146
74,"BBT,BK,NTRS",146
75,"PNC,PBCT,STI",146
76,"PNC,MTB,PBCT",146
77,"PNC,JPM,STI",146
78,"ESS,EQR,UDR",146
79,"MKC,GIS,PM",145
80,"FITB,BBT,NTRS",145
81,"FITB,BBT,HBAN",145
82,"FITB,KEY,STI",145
83,"LMT,RTN,NOC",145
84,"AIG,TMK,USB",145
