,items,freq
0,"PNC,BBT,ZION,STI",151
1,"FITB,ZION,STI,RF",150
2,"PNC,BBT,MTB,STI",150
3,"FITB,ZION,STI,CMA",149
4,"PNC,ZION,STI,CMA",149
5,"FITB,HBAN,ZION,STI",148
6,"FITB,PNC,ZION,STI",148
7,"HBAN,ZION,STI,CMA",148
8,"HBAN,ZION,STI,RF",147
9,"PNC,ZION,STI,RF",147
10,"PNC,ZION,MTB,STI",147
11,"KEY,ZION,STI,CMA",146
12,"FITB,HBAN,STI,RF",146
13,"FITB,HBAN,MTB,STI",146
14,"FITB,PNC,BBT,STI",146
15,"ZION,STI,CMA,RF",146
16,"BBT,HBAN,MTB,STI",146
17,"PNC,KEY,STI,CMA",146
18,"PNC,BBT,HBAN,STI",146
19,"PNC,BBT,STI,CMA",146
20,"FITB,PNC,STI,CMA",145
21,"PNC,MTB,STI,CMA",145
22,"PNC,BBT,STI,RF",145
23,"PNC,USB,MTB,STI",145
24,"FITB,KEY,STI,CMA",144
25,"FITB,KEY,ZION,STI",144
26,"FITB,PNC,STI,RF",144
27,"FITB,PNC,MTB,STI",144
28,"FITB,BBT,HBAN,STI",144
29,"FITB,BBT,ZION,STI",144
30,"HBAN,ZION,MTB,STI",144
31,"BBT,HBAN,ZION,STI",144
32,"BBT,ZION,PBCT,STI",144
33,"PNC,HBAN,STI,CMA",144
34,"PNC,HBAN,MTB,STI",144
35,"PNC,HBAN,ZION,STI",144
36,"PNC,KEY,ZION,STI",144
37,"PNC,BBT,PBCT,STI",144
38,"FITB,HBAN,STI,CMA",143
39,"FITB,PNC,HBAN,STI",143
40,"ZION,MTB,STI,CMA",143
41,"BBT,ZION,STI,RF",143
42,"BBT,ZION,MTB,STI",143
43,"BBT,USB,MTB,STI",143
44,"BBT,USB,MTB,PBCT",143
45,"PNC,BBT,HBAN,MTB",143
46,"PNC,BBT,HBAN,ZION",143
47,"PNC,BBT,KEY,STI",143
48,"PNC,BBT,MTB,PBCT",143
49,"PNC,BBT,ZION,MTB",143
50,"PNC,BBT,ZION,PBCT",143
51,"PNC,BBT,USB,MTB",143
52,"FITB,ZION,STI",173
53,"PNC,ZION,STI",170
54,"PNC,BBT,STI",169
55,"FITB,HBAN,STI",168
56,"ZION,STI,CMA",168
57,"HBAN,ZION,STI",168
58,"PNC,MTB,STI",168
59,"FITB,PNC,STI",167
60,"ZION,STI,RF",167
61,"HBAN,MTB,STI",167
62,"PNC,BBT,MTB",167
63,"FITB,STI,RF",166
64,"BBT,MTB,STI",166
65,"PNC,STI,CMA",166
66,"BBT,ZION,STI",165
67,"FITB,STI,CMA",164
68,"FITB,BBT,STI",164
69,"ZION,MTB,STI",164
70,"BBT,HBAN,STI",164
71,"BBT,HBAN,MTB",164
72,"BBT,MTB,PBCT",164
73,"BBT,USB,MTB",164
74,"PNC,BBT,PBCT",164
75,"AMZN,GOOGL,GOOG",164
76,"KEY,ZION,STI",163
77,"FITB,MTB,STI",163
78,"BBT,HBAN,PBCT",163
79,"GOOGL,FB,GOOG",163
80,"PNC,HBAN,STI",163
81,"PNC,KEY,STI",163
82,"PNC,STI,RF",163
83,"PNC,BBT,ZION",163
84,"KEY,STI,CMA",162
85,"FITB,HBAN,ZION",162
86,"FITB,KEY,STI",162
87,"USB,MTB,PBCT",162
88,"PNC,USB,MTB",162
89,"FITB,STI,CFG",161
90,"FITB,ZION,CMA",161
91,"FITB,ZION,RF",161
92,"USB,MTB,STI",161
93,"HBAN,STI,CMA",161
94,"HBAN,STI,RF",161
95,"HBAN,MTB,PBCT",161
96,"BBT,PBCT,STI",161
97,"PNC,MTB,PBCT",161
98,"PNC,ZION,CMA",161
99,"PNC,ZION,RF",161
100,"PNC,BBT,HBAN",161
101,"KEY,HBAN,STI",160
102,"FITB,PNC,ZION",160
103,"LMT,NOC,GD",160
104,"AVB,ESS,UDR",160
105,"USB,HBAN,MTB",160
106,"USB,JPM,MTB",160
107,"ZION,PBCT,STI",160
108,"HBAN,ZION,CMA",160
109,"HBAN,ZION,RF",160
110,"BBT,HBAN,ZION",160
111,"BBT,STI,CMA",160
112,"PNC,HBAN,MTB",160
113,"PNC,PBCT,STI",160
114,"PNC,ZION,MTB",160
115,"PNC,BBT,CMA",160
116,"UNM,LNC,PRU",159
117,"AON,MMC,AJG",159
118,"STI,CMA,CFG",159
119,"MTB,PBCT,STI",159
120,"HBAN,PBCT,STI",159
121,"HBAN,ZION,MTB",159
122,"BBT,STI,RF",159
123,"BBT,ZION,PBCT",159
124,"BBT,USB,PBCT",159
125,"PNC,KEY,CMA",159
126,"UTX,GOOGL,GOOG",158
127,"FITB,RJF,STI",158
128,"FITB,USB,STI",158
129,"AVB,EQR,UDR",158
130,"MTB,STI,CMA",158
131,"HBAN,ZION,PBCT",158
132,"BBT,KEY,STI",158
133,"PNC,HBAN,ZION",158
134,"PNC,KEY,ZION",158
135,"PNC,ZION,PBCT",158
136,"PNC,BBT,RF",158
137,"PNC,BBT,USB",158
138,"ESS,EQR,UDR",158
139,"UNM,LNC,MET",157
140,"UNM,USB,LNC",157
141,"FITB,HBAN,RF",157
142,"FITB,PNC,BBT",157
143,"FITB,BBT,HBAN",157
144,"STI,CMA,RF",157
145,"MTB,STI,RF",157
146,"ZION,CMA,RF",157
147,"BBT,ZION,MTB",157
148,"PNC,STI,CFG",157
149,"PNC,BBT,KEY",157
150,"KEY,ZION,CMA",156
151,"FITB,HBAN,MTB",156
152,"FITB,BAC,STI",156
153,"FITB,PBCT,STI",156
154,"FITB,BBT,ZION",156
155,"LMT,RTN,NOC",156
156,"STI,CFG,RF",156
157,"BBT,ZION,CMA",156
158,"BBT,ZION,RF",156
159,"BBT,USB,STI",156
160,"PNC,MTB,CMA",156
161,"PNC,USB,STI",156
162,"UNM,LNC,NTRS",155
163,"KEY,HBAN,ZION",155
164,"KEY,STI,RF",155
165,"FITB,HBAN,CMA",155
166,"FITB,KEY,ZION",155
167,"FITB,PNC,CMA",155
168,"FITB,JPM,STI",155
169,"ZION,STI,CFG",155
170,"BBT,USB,HBAN",155
171,"PNC,HBAN,CMA",155
172,"PNC,HBAN,PBCT",155
173,"PNC,USB,PBCT",155
174,"RJF,ZION,STI",155
175,"RTN,NOC,GD",155
176,"UNM,PNC,LNC",154
177,"TMK,USB,MTB",154
178,"KEY,HBAN,CMA",154
179,"KEY,MTB,STI",154
180,"FITB,PNC,RF",154
181,"NTRS,STI,CMA",154
182,"PBCT,STI,CMA",154
183,"ZION,MTB,PBCT",154
184,"ZION,PBCT,CMA",154
185,"HBAN,MTB,CMA",154
186,"BBT,HBAN,CMA",154
187,"BBT,HBAN,RF",154
188,"BBT,KEY,HBAN",154
189,"BBT,PBCT,CMA",154
190,"PNC,MTB,RF",154
191,"PNC,BAC,STI",154
192,"PNC,PBCT,CMA",154
193,"KEY,ZION,RF",153
194,"FITB,KEY,CMA",153
195,"FITB,PNC,HBAN",153
196,"FITB,PNC,MTB",153
197,"FITB,ZION,PBCT",153
198,"FITB,BBT,MTB",153
199,"FITB,USB,MTB",153
200,"USB,HBAN,STI",153
201,"USB,HBAN,PBCT",153
202,"USB,JPM,PBCT",153
203,"USB,ZION,STI",153
204,"HBAN,MTB,RF",153
205,"HBAN,PBCT,CMA",153
206,"BBT,USB,JPM",153
207,"PNC,HBAN,RF",153
208,"PNC,CMA,RF",153
209,"UNM,LNC,ZION",152
210,"FITB,HBAN,PBCT",152
211,"FITB,KEY,HBAN",152
212,"FITB,CMA,CFG",152
213,"FITB,RJF,ZION",152
214,"FITB,ZION,MTB",152
215,"FITB,BBT,PBCT",152
216,"FITB,BBT,RF",152
217,"FITB,BBT,USB",152
218,"FITB,USB,JPM",152
219,"LNC,ZION,STI",152
