,items,freq
0,"XEL,LNT,SCG,AEE,CMS,ES",130
1,"XEL,LNT,SCG,DUK,CMS,ES",130
2,"XEL,SCG,DUK,SO,ES,WEC",129
3,"XEL,SCG,DUK,CMS,ES,WEC",128
4,"XEL,SCG,DUK,CMS,SO,ES",128
5,"XEL,SCG,DUK,SO,ES,DTE",128
6,"XEL,SCG,SO,ES,DTE,WEC",128
7,"XEL,LNT,DUK,CMS,SO,ES",127
8,"XEL,LNT,SCG,CMS,SO,ES",127
9,"XEL,SCG,AEE,DUK,CMS,ES",127
10,"XEL,SCG,AEP,DUK,SO,ES",127
11,"XEL,SCG,AEP,SO,ES,DTE",127
12,"XEL,SCG,CMS,SO,ES,WEC",127
13,"XEL,DUK,CMS,SO,ES,WEC",126
14,"XEL,LNT,SCG,DUK,SO,ES",126
15,"XEL,LNT,SCG,CMS,ES,WEC",126
16,"XEL,AEP,DUK,CMS,SO,ES",126
17,"XEL,SCG,AEE,CMS,SO,ES",126
18,"XEL,SCG,DUK,ES,DTE,WEC",126
19,"XEL,SCG,DUK,CMS,ES,DTE",126
20,"XEL,SCG,DUK,CMS,SO,WEC",126
21,"XEL,SCG,DUK,SO,DTE,WEC",126
22,"XEL,SCG,AEP,DUK,CMS,ES",126
23,"XEL,SCG,CMS,SO,ES,DTE",126
24,"XEL,LNT,SCG,CMS,ES",141
25,"XEL,SCG,DUK,CMS,ES",141
26,"XEL,SCG,DUK,ES,WEC",140
27,"XEL,LNT,DUK,CMS,ES",139
28,"XEL,SCG,DUK,SO,ES",139
29,"XEL,SCG,SO,ES,WEC",139
30,"XEL,LNT,SCG,DUK,ES",138
31,"XEL,SCG,AEE,CMS,ES",138
32,"XEL,SCG,CMS,ES,WEC",138
33,"XEL,DUK,CMS,SO,ES",137
34,"XEL,SCG,DUK,ES,DTE",137
35,"XEL,SCG,DUK,SO,WEC",137
36,"XEL,SCG,CMS,SO,ES",137
37,"XEL,SCG,SO,ES,DTE",137
38,"XEL,DUK,CMS,ES,WEC",136
39,"XEL,DUK,SO,ES,WEC",136
40,"XEL,LNT,AEE,CMS,ES",136
41,"XEL,LNT,SCG,AEE,ES",136
42,"XEL,LNT,SCG,DUK,CMS",136
43,"XEL,LNT,SCG,SO,ES",136
44,"XEL,AEP,DUK,SO,ES",136
45,"XEL,SCG,AEE,DUK,ES",136
46,"XEL,SCG,DUK,CMS,WEC",136
47,"XEL,SCG,AEP,DUK,ES",136
48,"XEL,DUK,CMS,SO,WEC",135
49,"XEL,DUK,SO,ES,DTE",135
50,"XEL,LNT,DUK,SO,ES",135
51,"XEL,LNT,CMS,SO,ES",135
52,"XEL,LNT,SCG,AEE,CMS",135
53,"XEL,LNT,SCG,ES,WEC",135
54,"XEL,AEP,DUK,CMS,SO",135
55,"XEL,SCG,AEE,ES,WEC",135
56,"XEL,SCG,DUK,CMS,SO",135
57,"XEL,SCG,ES,DTE,WEC",135
58,"XEL,SCG,AEP,CMS,ES",135
59,"XEL,SCG,AEP,SO,ES",135
60,"XEL,SCG,CMS,ES,DTE",135
61,"SCG,AEP,DUK,SO,ES",135
62,"LNT,SCG,AEE,CMS,ES",135
63,"XEL,LNT,CMS,ES,WEC",134
64,"XEL,AEP,DUK,CMS,ES",134
65,"XEL,CMS,SO,ES,WEC",134
66,"XEL,SCG,AEE,SO,ES",134
67,"XEL,SCG,DUK,SO,DTE",134
68,"XEL,SCG,AEP,ES,WEC",134
69,"XEL,SCG,CMS,ES,ED",134
70,"XEL,SCG,CMS,SO,WEC",134
71,"XEL,SCG,SO,DTE,WEC",134
72,"SCG,DUK,SO,ES,DTE",134
73,"SCG,AEP,SO,ES,DTE",134
74,"LNT,SCG,DUK,CMS,ES",134
75,"XEL,AEE,DUK,CMS,ES",133
76,"XEL,DUK,ES,DTE,WEC",133
77,"XEL,DUK,CMS,SO,DTE",133
78,"XEL,LNT,DUK,CMS,WEC",133
79,"XEL,LNT,DUK,CMS,SO",133
80,"XEL,LNT,SCG,PEG,ES",133
81,"XEL,LNT,SCG,CMS,WEC",133
