,items,freq
0,"TMK,L,CINF,BRK.B",127
1,"ROP,L,CINF,BRK.B",125
2,"L,CINF,BRK.B",148
3,"ROP,L,BRK.B",147
4,"L,SNA,BRK.B",144
5,"TMK,L,BRK.B",144
6,"CB,CINF,XL",143
7,"EMR,L,BRK.B",143
8,"ALL,L,BRK.B",142
9,"L,MMM,BRK.B",142
10,"L,PBCT,BRK.B",142
11,"CB,ALL,CINF",141
12,"CB,L,CINF",141
13,"L,MTB,BRK.B",141
14,"CB,CINF,BRK.B",140
15,"L,NTRS,BRK.B",140
16,"TMK,ROP,L",140
17,"TMK,L,CINF",140
18,"PFG,L,BRK.B",139
19,"ROP,L,SNA",139
20,"ROP,L,CINF",139
21,"L,ADP,BRK.B",139
22,"ALL,L,CINF",138
23,"TRV,CB,CINF",138
24,"L,ITW,BRK.B",138
25,"L,MMM,SNA",138
26,"LMT,NOC,LLL",137
27,"AFL,L,BRK.B",137
28,"COL,NOC,LLL",137
29,"XRAY,L,BRK.B",137
30,"HON,L,BRK.B",137
31,"CB,L,BRK.B",137
32,"NOC,GD,LLL",137
33,"L,MMC,BRK.B",137
34,"UTX,L,BRK.B",137
35,"TMK,CINF,BRK.B",137
36,"BK,L,BRK.B",136
37,"PFG,CINF,BRK.B",136
38,"ROP,L,PBCT",136
39,"FISV,MMM,ADP",136
40,"FISV,L,BRK.B",136
41,"TMK,L,PBCT",136
42,"TMK,L,SNA",136
43,"LMT,RTN,NOC",135
44,"ROP,ALL,L",135
45,"CB,ALL,L",135
46,"CB,NTRS,CINF",135
47,"PCAR,L,BRK.B",135
48,"L,LLL,BRK.B",135
49,"L,CINF,XL",135
50,"L,AXP,BRK.B",135
51,"UTX,MMM,BRK.B",135
52,"EMR,UTX,BRK.B",135
53,"TMK,PGR,L",135
54,"TMK,CINF,XL",135
55,"TMK,CB,CINF",135
56,"ALL,CINF,BRK.B",134
57,"ALL,L,SNA",134
58,"IFF,L,BRK.B",134
59,"WAT,L,BRK.B",134
60,"CINF,BRK.B,XL",134
61,"ROP,CINF,BRK.B",134
62,"ROP,L,MTB",134
63,"AMP,L,BRK.B",134
64,"NTRS,CINF,BRK.B",134
65,"MMM,ADP,BRK.B",134
66,"MMM,CINF,BRK.B",134
67,"PBCT,CINF,BRK.B",134
68,"TRV,CB,ALL",134
69,"BBT,L,BRK.B",134
70,"PGR,CB,CINF",134
71,"L,MMC,CINF",134
72,"L,AJG,BRK.B",134
73,"L,MMM,ADP",134
74,"L,ADP,SNA",134
75,"L,PBCT,CINF",134
76,"L,SNA,ITW",134
77,"L,SNA,CINF",134
78,"L,NOC,LLL",134
79,"UTX,NOC,LLL",134
80,"EMR,UTX,MMM",134
81,"EMR,L,SNA",134
82,"TROW,L,BRK.B",134
83,"PDCO,L,BRK.B",134
84,"TMK,ALL,L",134
85,"COL,L,BRK.B",133
86,"PFG,AFL,BRK.B",133
87,"FMC,L,BRK.B",133
88,"CB,MMC,CINF",133
89,"CB,ROP,CINF",133
90,"TRV,L,BRK.B",133
91,"L,MMM,CINF",133
92,"L,WFC,BRK.B",133
93,"L,NTRS,CINF",133
94,"L,NOC,BRK.B",133
95,"UTX,HON,MMM",133
96,"UTX,MMM,ITW",133
97,"EMR,MMM,BRK.B",133
98,"EMR,UTX,ITW",133
99,"EMR,ROP,L",133
100,"PDCO,ROP,L",133
101,"TMK,PBCT,BRK.B",133
102,"MKC,HSY,HRL",132
103,"ALL,L,MMC",132
104,"AVB,EQR,UDR",132
105,"HON,MMM,ADP",132
106,"HON,MMM,BRK.B",132
107,"ROP,FLS,L",132
108,"ROP,L,LLL",132
109,"ROP,L,MMM",132
110,"AMP,PFG,BRK.B",132
111,"CB,ALL,XL",132
112,"CB,ROP,L",132
113,"CB,PFG,CINF",132
114,"MMM,ADP,CTAS",132
115,"MCK,CB,CINF",132
116,"TRV,CB,XL",132
117,"BBT,MTB,PBCT",132
118,"BBT,MTB,WFC",132
119,"PCAR,MMM,ITW",132
120,"PCAR,L,SNA",132
121,"PNC,L,BRK.B",132
122,"L,MMC,SNA",132
123,"L,MMM,ITW",132
124,"L,ADP,CINF",132
125,"L,GE,BRK.B",132
126,"L,CTAS,BRK.B",132
127,"L,BRK.B,XL",132
128,"UTX,HON,BRK.B",132
129,"UTX,MMM,ADP",132
130,"RTN,NOC,LLL",132
131,"EMR,L,ITW",132
