,items,freq
0,"XEL,LNT,SCG,CMS,SO",147
1,"XEL,SCG,CMS,SO,WEC",146
2,"XEL,LNT,SCG,CMS,ES",145
3,"XEL,LNT,SCG,CMS,DTE",144
4,"XEL,SCG,CMS,DTE,WEC",144
5,"XEL,LNT,CMS,DTE,WEC",143
6,"XEL,LNT,SCG,CMS,WEC",143
7,"XEL,SCG,CMS,ES,WEC",143
8,"XEL,SCG,CMS,SO,ES",143
9,"XEL,SCG,AEE,CMS,SO",143
10,"XEL,LNT,SCG,DTE,WEC",142
11,"XEL,LNT,SCG,ES,DTE",142
12,"XEL,LNT,SCG,AEE,CMS",142
13,"XEL,CMS,SO,DTE,WEC",142
14,"XEL,SCG,CMS,SO,DTE",142
15,"XEL,SCG,AEE,CMS,WEC",142
16,"LNT,SCG,CMS,ES,DTE",142
17,"LNT,SCG,CMS,SO,DTE",142
18,"XEL,NEE,SCG,CMS,SO",141
19,"XEL,LNT,CMS,SO,DTE",141
20,"XEL,LNT,SCG,ES,WEC",141
21,"XEL,SCG,DUK,SO,WEC",141
22,"XEL,SCG,DUK,SO,ES",141
23,"XEL,SCG,CMS,ES,DTE",141
24,"XEL,NEE,LNT,SCG,CMS",140
25,"XEL,LNT,CMS,ES,DTE",140
26,"XEL,LNT,SCG,SO,WEC",140
27,"XEL,LNT,SCG,SO,DTE",140
28,"XEL,LNT,SCG,SO,ES",140
29,"XEL,LNT,AEE,DTE,WEC",140
30,"XEL,AEP,CMS,DTE,WEC",140
31,"XEL,SCG,DUK,CMS,WEC",140
32,"XEL,SCG,DUK,CMS,SO",140
33,"XEL,SCG,ES,DTE,WEC",140
34,"XEL,SCG,CMS,SO,ED",140
35,"XEL,SCG,SO,WEC,ED",140
36,"XEL,SCG,SO,ES,WEC",140
37,"PNW,XEL,SCG,CMS,SO",140
38,"LNT,SCG,ES,DTE,WEC",140
39,"LNT,SCG,CMS,DTE,WEC",140
40,"XEL,SCG,CMS,SO",162
41,"XEL,SCG,CMS,WEC",161
42,"XEL,LNT,SCG,CMS",160
43,"XEL,SCG,SO,ES",159
44,"XEL,LNT,DTE,WEC",158
45,"XEL,SCG,CMS,ES",158
46,"XEL,SCG,SO,WEC",158
47,"XEL,LNT,SCG,WEC",157
48,"XEL,LNT,SCG,SO",157
49,"XEL,CMS,DTE,WEC",157
50,"XEL,SCG,ES,WEC",157
51,"XEL,SCG,SO,ED",157
52,"XEL,SCG,AEE,CMS",157
53,"XEL,LNT,SCG,ES",156
54,"XEL,CMS,SO,WEC",156
55,"XEL,SCG,CMS,DTE",156
56,"LNT,SCG,CMS,SO",156
57,"XEL,LNT,CMS,WEC",155
58,"XEL,LNT,CMS,DTE",155
59,"XEL,LNT,CMS,SO",155
60,"XEL,CMS,SO,DTE",155
61,"XEL,SCG,DUK,WEC",155
62,"XEL,SCG,DUK,SO",155
63,"XEL,SCG,AEE,WEC",155
64,"XEL,SCG,AEE,SO",155
65,"XEL,AEE,CMS,WEC",155
66,"LNT,SCG,ES,DTE",155
67,"LNT,SCG,CMS,DTE",155
68,"LNT,SCG,CMS,ES",155
69,"XEL,NEE,LNT,SCG",154
70,"XEL,NEE,SCG,SO",154
71,"XEL,LNT,CMS,ES",154
